	C21D00958	C21D00961	C21D00964	D21D00987T	M21D00956	M21D01001	M21D01009	N21D00959	P21D00955	P21D00957M	P21D00966	P21D00968M	P21D00969M	P21D00970	P21D00971	P21D00973M	P21D00974M	P21D00979M	P21D00981M	P21D00983	P21D00984	P21D00985	P21D00991M	P21D00994M	P21D00995M	P21D00996M	P21D00998	P21D01005	P21D01016M	P21D01019	X21D00967
DDR2_E6_STA100394	9900.0	9842.0	8408.0	4676.0	14341.0	3947.0	12117.0	7545.0	1028.0	6662.0	4587.0	4972.0	8235.0	6695.0	3373.0	7577.0	9098.0	12800.0	10569.0	6215.0	12240.0	7583.0	4109.0	15754.0	9090.0	2783.0	6290.0	1091.0	9080.0	8973.0	9795.0
DDR2_E7_STA100395	6267.0	9328.0	7065.0	3497.0	10701.0	3170.0	7850.0	6424.0	755.0	5142.0	2051.0	3611.0	5673.0	5125.0	3051.0	4655.0	6012.0	9665.0	10325.0	4719.0	7989.0	4999.0	3316.0	12144.0	7277.0	2086.0	4537.0	956.0	8176.0	6468.0	5931.0
DDR2_E7_STA100396	18750.0	16983.0	16003.0	9019.0	29586.0	8808.0	19454.0	12911.0	1494.0	14686.0	4744.0	10758.0	14420.0	8614.0	6619.0	11644.0	18760.0	24271.0	21543.0	10818.0	23038.0	13247.0	6424.0	28604.0	17451.0	5614.0	12093.0	2012.0	21079.0	15277.0	19029.0
DDR2_E7_STA100397	1612.0	1499.0	1113.0	770.0	2100.0	754.0	1625.0	936.0	157.0	1461.0	389.0	859.0	1147.0	772.0	521.0	834.0	1298.0	2557.0	2194.0	999.0	2141.0	1442.0	491.0	2222.0	1286.0	432.0	1048.0	185.0	2101.0	1447.0	1504.0
DDR2_E8_STA100398	750.0	1922.0	1304.0	499.0	1814.0	505.0	1837.0	1097.0	104.0	769.0	220.0	496.0	985.0	671.0	720.0	705.0	988.0	1846.0	2657.0	1128.0	1661.0	1050.0	609.0	2838.0	1421.0	498.0	820.0	143.0	1896.0	1316.0	1117.0
DDR2_E8_STA100399	12301.0	11863.0	9332.0	5932.0	19398.0	5754.0	12085.0	9363.0	1032.0	8460.0	3783.0	6277.0	10479.0	5682.0	3891.0	8258.0	10640.0	16007.0	14217.0	8042.0	14813.0	9447.0	4681.0	19520.0	10529.0	3221.0	7832.0	1082.0	14231.0	10385.0	12474.0
DDR2_E9_STA100400	15206.0	13653.0	12164.0	7870.0	23718.0	6449.0	20153.0	10700.0	1342.0	11695.0	5994.0	7762.0	11650.0	7240.0	5916.0	9032.0	14673.0	23354.0	19238.0	8855.0	18664.0	9571.0	6037.0	26841.0	14394.0	4886.0	9026.0	1367.0	15270.0	12016.0	13362.0
DDR2_E9_STA100401	15951.0	13642.0	11824.0	8441.0	24573.0	6546.0	21959.0	11014.0	1364.0	12021.0	7056.0	7829.0	11899.0	7251.0	5928.0	10252.0	15434.0	25054.0	18868.0	8667.0	18514.0	10063.0	6525.0	25470.0	15017.0	4950.0	9187.0	1439.0	16027.0	12698.0	13655.0
DDR2_E9_STA100402	19657.0	14786.0	11117.0	9664.0	27667.0	8470.0	23819.0	13042.0	1569.0	14553.0	6987.0	8075.0	13440.0	7587.0	6241.0	12598.0	18138.0	26676.0	19281.0	8683.0	21154.0	12050.0	8292.0	25231.0	15337.0	5468.0	9861.0	1374.0	17433.0	13002.0	15991.0
DDR2_E9_STA100403	8820.0	6960.0	5909.0	4785.0	11694.0	3029.0	8619.0	6436.0	886.0	5567.0	2935.0	3549.0	5538.0	4374.0	2931.0	5519.0	6250.0	9689.0	8916.0	3856.0	8781.0	4681.0	4500.0	12651.0	7357.0	2497.0	4174.0	961.0	7473.0	6260.0	6344.0
DDR2_E10_STA100404	3483.0	4646.0	3505.0	1861.0	5613.0	1739.0	5320.0	3399.0	330.0	2804.0	1051.0	1504.0	3101.0	2546.0	1857.0	2414.0	3540.0	5064.0	6320.0	2291.0	4378.0	2598.0	1894.0	7367.0	3839.0	1387.0	1987.0	421.0	4334.0	3741.0	3226.0
DDR2_E10_STA100405	8238.0	8215.0	6483.0	5158.0	12412.0	4114.0	13011.0	6481.0	788.0	7284.0	3042.0	3681.0	6457.0	5366.0	3458.0	5200.0	8365.0	14312.0	13995.0	5210.0	10387.0	7044.0	4348.0	15816.0	8621.0	3418.0	5371.0	1003.0	10454.0	8451.0	7818.0
DDR2_E10_STA100406	28060.0	25547.0	23312.0	12723.0	43832.0	11643.0	34610.0	19577.0	2547.0	19989.0	11086.0	15593.0	23386.0	13225.0	9422.0	17608.0	24010.0	37418.0	30894.0	15880.0	29910.0	17560.0	10372.0	41769.0	24933.0	6900.0	15045.0	2743.0	28109.0	21424.0	26003.0
DDR2_E10_STA100407	12706.0	12472.0	11841.0	5908.0	21551.0	5765.0	17156.0	10161.0	1268.0	10619.0	4201.0	6989.0	10085.0	6251.0	4556.0	8274.0	12809.0	19663.0	16396.0	7435.0	15993.0	8890.0	4794.0	20000.0	13274.0	3742.0	7124.0	1469.0	14231.0	11550.0	12531.0
DDR2_E10_STA100408	12544.0	11812.0	11314.0	5783.0	22568.0	5698.0	16291.0	9853.0	1532.0	11222.0	4165.0	7130.0	9840.0	5982.0	5291.0	8114.0	12857.0	21308.0	17316.0	7279.0	15626.0	10229.0	4658.0	19671.0	13396.0	4264.0	7117.0	1533.0	15562.0	11634.0	12639.0
DDR2_E10_STA100409	21875.0	19773.0	14734.0	10751.0	32336.0	8029.0	24656.0	18851.0	1819.0	14684.0	8271.0	9840.0	16086.0	13029.0	6966.0	15025.0	19564.0	28150.0	22985.0	11719.0	23023.0	12107.0	8813.0	31062.0	19505.0	5608.0	10916.0	2405.0	18633.0	16882.0	17533.0
DDR2_E11_STA100410	7488.0	7994.0	6140.0	3299.0	11085.0	2984.0	6353.0	7194.0	819.0	5334.0	1944.0	3391.0	6351.0	4436.0	3131.0	4825.0	5573.0	9120.0	10248.0	5131.0	8025.0	4922.0	2659.0	13326.0	6464.0	1745.0	3773.0	646.0	7911.0	5216.0	6954.0
DDR2_E12_STA100411	15141.0	14375.0	10028.0	6922.0	20193.0	5146.0	13248.0	12654.0	1149.0	9057.0	4034.0	6186.0	9255.0	7149.0	4971.0	8970.0	11063.0	18351.0	16101.0	6899.0	13539.0	7934.0	6339.0	22338.0	12160.0	4082.0	6887.0	1295.0	12825.0	10074.0	11097.0
DDR2_E12_STA100412	1374.0	2199.0	1846.0	635.0	2349.0	815.0	2299.0	1801.0	249.0	1178.0	370.0	916.0	1183.0	1002.0	1093.0	941.0	1519.0	2602.0	3813.0	1270.0	2205.0	1707.0	996.0	3722.0	1899.0	710.0	1192.0	133.0	2743.0	2398.0	1688.0
DDR2_E13_STA100413	17019.0	12275.0	11384.0	8085.0	24694.0	6389.0	16041.0	12813.0	1709.0	11765.0	5739.0	7968.0	12507.0	8754.0	5369.0	9981.0	13329.0	22073.0	17874.0	8492.0	17998.0	10357.0	5323.0	21707.0	13113.0	3940.0	8284.0	1431.0	16498.0	12696.0	14619.0
DDR2_E13_STA100414	10952.0	8008.0	6891.0	5123.0	17939.0	3971.0	11747.0	7670.0	1024.0	7709.0	3989.0	5770.0	8201.0	4458.0	3170.0	6837.0	9272.0	15656.0	11393.0	5459.0	12558.0	7493.0	3399.0	13544.0	8286.0	3105.0	6296.0	835.0	11441.0	8072.0	11005.0
DDR2_E13_STA100415	15610.0	12454.0	10524.0	8165.0	23992.0	5741.0	17366.0	11921.0	1056.0	10587.0	7365.0	8094.0	11076.0	7528.0	4665.0	11085.0	13027.0	22166.0	15528.0	7414.0	16660.0	8672.0	5529.0	21664.0	14010.0	4038.0	8384.0	1200.0	14722.0	11975.0	14030.0
DDR2_E14_STA100416	10220.0	9849.0	10117.0	5238.0	20228.0	3829.0	16998.0	7956.0	902.0	8101.0	4819.0	5927.0	8989.0	5495.0	3975.0	6947.0	10320.0	16520.0	13953.0	6453.0	14158.0	8239.0	4331.0	17263.0	10165.0	3742.0	5638.0	950.0	12329.0	9369.0	12003.0
DDR2_E14_STA101731	34498.0	31734.0	26429.0	16773.0	61915.0	11667.0	49247.0	27044.0	2995.0	24489.0	15818.0	19373.0	31278.0	10722.0	9952.0	22571.0	32736.0	48751.0	33166.0	18626.0	42881.0	24140.0	10886.0	51786.0	29717.0	9777.0	18161.0	3608.0	33964.0	29312.0	40648.0
DDR2_E14_STA100418	40747.0	41921.0	32762.0	18534.0	64764.0	15431.0	52026.0	38354.0	4061.0	25105.0	15880.0	19665.0	31386.0	20571.0	12584.0	26477.0	33002.0	50567.0	45663.0	20927.0	41445.0	25252.0	17445.0	64222.0	34453.0	9950.0	19452.0	3646.0	35765.0	29624.0	35574.0
DDR2_E14_STA100419	20592.0	20153.0	15037.0	8629.0	31597.0	6984.0	22868.0	18572.0	1806.0	11582.0	6711.0	9341.0	15568.0	12072.0	5598.0	12244.0	15732.0	23169.0	21156.0	9082.0	20098.0	12843.0	8278.0	31074.0	16582.0	4803.0	9179.0	1605.0	16575.0	13602.0	17586.0
DDR2_E15_STA100420	14216.0	13771.0	10841.0	6947.0	21824.0	5762.0	14028.0	12401.0	1124.0	10339.0	4128.0	6459.0	10095.0	8413.0	5747.0	8135.0	10948.0	15701.0	17751.0	7341.0	12812.0	7838.0	5147.0	21953.0	13959.0	3375.0	6483.0	1297.0	14031.0	9435.0	10037.0
DDR2_E15_STA100421	4572.0	5036.0	3690.0	1922.0	7304.0	1818.0	4173.0	4309.0	356.0	3300.0	1060.0	1915.0	3354.0	2510.0	1934.0	2262.0	3379.0	4768.0	6022.0	2447.0	4758.0	2749.0	2234.0	7539.0	4431.0	1156.0	2404.0	343.0	4513.0	3170.0	3453.0
DDR2_E16_STA100422	12552.0	10169.0	8822.0	5905.0	19432.0	4434.0	10693.0	8920.0	1413.0	8611.0	4020.0	5657.0	9232.0	6056.0	4232.0	7284.0	9878.0	15550.0	13637.0	6225.0	12211.0	7550.0	4142.0	16861.0	10965.0	3041.0	6158.0	1216.0	12709.0	8700.0	10201.0
DDR2_E16_STA100423	11578.0	10138.0	7655.0	4758.0	18133.0	4159.0	4896.0	8321.0	1058.0	7759.0	3143.0	5767.0	9134.0	5243.0	4053.0	6753.0	8279.0	13227.0	13335.0	6041.0	11984.0	7479.0	3379.0	15180.0	9720.0	2896.0	7014.0	1100.0	13378.0	8437.0	10398.0
DDR2_E16_STA100424	20517.0	23256.0	16916.0	10201.0	30257.0	7999.0	17826.0	17514.0	2051.0	15340.0	4831.0	10674.0	16096.0	11512.0	8160.0	13642.0	17005.0	24901.0	28234.0	12682.0	23347.0	13109.0	9490.0	33521.0	21226.0	5413.0	11103.0	2352.0	22533.0	16928.0	17095.0
DDR2_E17_STA100425	8041.0	8140.0	6700.0	4122.0	14058.0	3542.0	8265.0	5395.0	752.0	5966.0	2231.0	4704.0	6824.0	3735.0	3289.0	4662.0	7334.0	11506.0	11577.0	5329.0	9485.0	5535.0	2659.0	13444.0	8447.0	2446.0	4833.0	694.0	10560.0	7072.0	7471.0
DDR2_E17_STA100426	31748.0	31060.0	22923.0	13716.0	46864.0	12247.0	26270.0	27572.0	2851.0	22233.0	8580.0	14850.0	23933.0	18171.0	12165.0	20335.0	23671.0	37582.0	38199.0	15284.0	32600.0	17338.0	11918.0	48763.0	29345.0	7314.0	15807.0	3217.0	28668.0	20733.0	26075.0
DDR2_E17_STA100427	45263.0	39904.0	28809.0	22213.0	65988.0	17955.0	40907.0	36096.0	3220.0	29568.0	12106.0	19444.0	30103.0	24623.0	16799.0	30066.0	35577.0	55838.0	49252.0	20699.0	41841.0	24346.0	19823.0	64854.0	39987.0	11932.0	22505.0	4730.0	41074.0	31335.0	32857.0
DDR2_E18_STA100428	10099.0	11110.0	7673.0	4706.0	14516.0	4013.0	9223.0	9420.0	928.0	7452.0	2695.0	4652.0	7158.0	6109.0	4207.0	5597.0	8000.0	12079.0	13165.0	5147.0	9871.0	6424.0	4194.0	15700.0	9812.0	2484.0	5694.0	956.0	10806.0	8150.0	7842.0
DDR2_E18_STA100429	31298.0	26140.0	19328.0	14493.0	44013.0	12269.0	25826.0	25354.0	2489.0	23092.0	8957.0	15578.0	21265.0	14582.0	10966.0	18824.0	25599.0	36457.0	34645.0	14073.0	32365.0	19489.0	10927.0	39313.0	27019.0	7582.0	18087.0	2675.0	33924.0	24740.0	25759.0
DDR2_E18_STA100430	21798.0	17272.0	12276.0	9695.0	27410.0	7983.0	15009.0	15812.0	1834.0	14412.0	5716.0	10310.0	14798.0	8870.0	6744.0	12602.0	16238.0	24272.0	20418.0	9464.0	21612.0	12321.0	6187.0	24569.0	16365.0	4997.0	11619.0	1916.0	21204.0	14765.0	17630.0
DDR2_E19_STA100431	14366.0	14544.0	11380.0	6811.0	19653.0	5558.0	11311.0	11354.0	1345.0	9071.0	3983.0	6770.0	10242.0	8007.0	5090.0	8636.0	10941.0	18125.0	18298.0	8310.0	14986.0	8806.0	5591.0	20095.0	12913.0	3583.0	7725.0	1177.0	14241.0	9562.0	12014.0
DDR2_E19_STA100432	43595.0	46013.0	32123.0	19757.0	67681.0	17189.0	39220.0	40132.0	3909.0	30107.0	11481.0	21596.0	36315.0	23473.0	17374.0	29977.0	36261.0	57281.0	51299.0	21045.0	41328.0	23500.0	16319.0	66687.0	42913.0	11563.0	22136.0	4344.0	43026.0	33184.0	32997.0
DDR2_E19_STA100433	10784.0	9118.0	8273.0	5993.0	17522.0	4910.0	11773.0	7729.0	728.0	8784.0	2604.0	5818.0	8165.0	4912.0	4795.0	6953.0	10760.0	17184.0	13965.0	5926.0	14168.0	7990.0	3880.0	15679.0	11698.0	3620.0	5600.0	1046.0	13904.0	9984.0	9290.0
H3F3A_E2_STA100009	15125.0	18496.0	13802.0	6250.0	22981.0	8369.0	16402.0	12105.0	2176.0	8981.0	3221.0	6510.0	12789.0	10592.0	7590.0	8379.0	9550.0	10990.0	21563.0	10611.0	19781.0	9920.0	7554.0	19584.0	17326.0	5688.0	8247.0	2521.0	18800.0	10143.0	16664.0
H3F3A_E2_STA101614	26726.0	22973.0	17996.0	9787.0	35926.0	11582.0	23544.0	19398.0	3185.0	13437.0	6776.0	11085.0	21471.0	13317.0	9232.0	14972.0	15062.0	22262.0	28813.0	14442.0	26965.0	15685.0	9186.0	27601.0	20714.0	9145.0	14331.0	2516.0	24726.0	12576.0	27311.0
H3F3A_E2_STA100011	11095.0	10622.0	8411.0	4384.0	15178.0	4648.0	10999.0	8706.0	1271.0	5748.0	3076.0	3987.0	8440.0	6863.0	4530.0	6406.0	6175.0	8289.0	12516.0	6051.0	10742.0	5949.0	4603.0	12825.0	9527.0	3474.0	5121.0	1203.0	9328.0	5051.0	10497.0
ALK_E29_STA100103	6106.0	16296.0	14605.0	7073.0	9811.0	5294.0	20283.0	7013.0	1148.0	9861.0	107.0	4190.0	13156.0	6394.0	15.0	13927.0	12896.0	5606.0	15503.0	8300.0	21631.0	5866.0	8442.0	17884.0	16791.0	1938.0	9201.0	607.0	11392.0	5883.0	22779.0
ALK_E29_STA101368	10931.0	17166.0	12757.0	6295.0	8719.0	4760.0	17638.0	16138.0	1811.0	9008.0	8919.0	7264.0	13099.0	10540.0	4030.0	13252.0	11399.0	12672.0	23598.0	8105.0	11253.0	5711.0	8426.0	17008.0	13568.0	4332.0	8415.0	1419.0	9474.0	8902.0	23319.0
ALK_E29_STA100104	7644.0	11031.0	9797.0	5535.0	12815.0	3697.0	13454.0	11527.0	1570.0	6914.0	6184.0	6301.0	10523.0	6099.0	2766.0	9034.0	9249.0	11635.0	17726.0	5710.0	17349.0	5513.0	4707.0	11402.0	10299.0	3328.0	6643.0	1067.0	8438.0	7679.0	20577.0
ALK_E29_STA100105	13811.0	16778.0	14340.0	4600.0	21274.0	3341.0	17364.0	16548.0	2056.0	6677.0	10550.0	11245.0	13598.0	13089.0	5354.0	9458.0	10675.0	13498.0	23201.0	5732.0	19388.0	5384.0	10314.0	12956.0	11090.0	3818.0	5937.0	2092.0	10120.0	10018.0	25043.0
ALK_E29_STA100106	8959.0	15672.0	13296.0	6071.0	16781.0	3672.0	17248.0	12951.0	1170.0	7581.0	8048.0	6465.0	12766.0	9812.0	3749.0	11475.0	10358.0	11774.0	23147.0	7129.0	18717.0	5723.0	7032.0	15057.0	12924.0	4053.0	8276.0	1185.0	9352.0	9653.0	23769.0
ALK_E29_STA100107	10798.0	14089.0	10818.0	5499.0	16109.0	4563.0	17765.0	12047.0	1466.0	9288.0	9111.0	7734.0	12890.0	7489.0	3877.0	11698.0	12058.0	13132.0	22051.0	6508.0	21820.0	6864.0	5887.0	13431.0	12818.0	3995.0	8789.0	1294.0	10620.0	9952.0	25432.0
ALK_E29_STA100108	12287.0	16122.0	13561.0	6728.0	18592.0	5018.0	19798.0	14078.0	1664.0	10672.0	10812.0	8750.0	15494.0	8713.0	4801.0	13683.0	13481.0	15765.0	24433.0	8007.0	24567.0	7210.0	7016.0	16301.0	14563.0	4803.0	10035.0	1428.0	11467.0	10963.0	30650.0
ALK_E29_STA100109	12330.0	19686.0	18290.0	7655.0	21120.0	5199.0	19212.0	17437.0	1624.0	10733.0	7577.0	9560.0	15886.0	12325.0	5074.0	13923.0	13398.0	15473.0	29560.0	8718.0	26707.0	8403.0	11354.0	19276.0	15735.0	4898.0	10330.0	1626.0	13303.0	11169.0	29995.0
ALK_E29_STA101369	2756.0	4269.0	3720.0	2060.0	4946.0	1390.0	4137.0	3701.0	582.0	2769.0	1590.0	2063.0	3597.0	2084.0	1284.0	2816.0	2987.0	4149.0	7387.0	2136.0	6349.0	2205.0	1942.0	4689.0	3584.0	1533.0	2440.0	399.0	3523.0	3083.0	6696.0
ALK_E28_STA100110	15833.0	19551.0	16611.0	8817.0	22173.0	9129.0	19235.0	18388.0	2102.0	12833.0	7727.0	9424.0	17418.0	13408.0	8278.0	15146.0	13265.0	14687.0	37533.0	9747.0	25219.0	5825.0	12434.0	23222.0	20943.0	5413.0	12154.0	2391.0	15603.0	12324.0	25976.0
ALK_E28_STA100111	10537.0	15368.0	12590.0	5543.0	15909.0	5547.0	11331.0	13083.0	1603.0	8087.0	4619.0	6481.0	11338.0	8850.0	4750.0	9520.0	9401.0	10452.0	29045.0	7158.0	17388.0	5485.0	7138.0	18223.0	14355.0	4083.0	9484.0	1319.0	11343.0	8090.0	20186.0
ALK_E28_STA100112	9203.0	11330.0	11116.0	4429.0	15052.0	5215.0	10590.0	9331.0	1302.0	10356.0	3839.0	6655.0	10784.0	6206.0	4691.0	8631.0	9258.0	11016.0	23404.0	6415.0	18020.0	5060.0	4976.0	13976.0	13456.0	4192.0	9302.0	1325.0	11259.0	8861.0	20008.0
ALK_E27_STA101615	3985.0	4037.0	3059.0	1717.0	5775.0	1628.0	3908.0	3876.0	541.0	2855.0	1940.0	2817.0	3639.0	2495.0	1562.0	3228.0	3351.0	4136.0	8299.0	1980.0	7075.0	2227.0	1671.0	3861.0	4011.0	1404.0	3764.0	423.0	3831.0	3437.0	7512.0
ALK_E27_STA100114	3998.0	8885.0	6885.0	1866.0	5935.0	2064.0	5474.0	6399.0	678.0	3553.0	953.0	2727.0	5046.0	3436.0	2054.0	3681.0	4558.0	5419.0	15302.0	3226.0	7764.0	2144.0	2648.0	7756.0	7162.0	2189.0	3539.0	742.0	6801.0	4950.0	7829.0
ALK_E27_STA100115	6672.0	9627.0	7964.0	3782.0	9841.0	3182.0	6944.0	9599.0	1154.0	5641.0	2331.0	4416.0	7547.0	5840.0	3370.0	8319.0	6749.0	7681.0	15784.0	4541.0	12135.0	3177.0	3927.0	9192.0	10069.0	2834.0	5382.0	1098.0	7820.0	5851.0	11788.0
ALK_E26_STA100116	2008.0	2283.0	1676.0	1010.0	2896.0	869.0	1562.0	2041.0	168.0	1698.0	719.0	1439.0	1889.0	1044.0	635.0	2328.0	1715.0	2290.0	3784.0	1148.0	4039.0	1120.0	940.0	2117.0	2327.0	670.0	2298.0	161.0	2598.0	1555.0	4628.0
ALK_E26_STA100117	6873.0	8685.0	7580.0	3270.0	10308.0	3395.0	5914.0	8114.0	1119.0	5589.0	1718.0	5345.0	7736.0	3934.0	2807.0	6222.0	6955.0	7956.0	16811.0	4498.0	13669.0	3995.0	3295.0	9523.0	8483.0	2748.0	7061.0	771.0	9122.0	6105.0	14342.0
ALK_E25_STA100118	5422.0	9623.0	7355.0	3452.0	8893.0	2499.0	9669.0	8664.0	908.0	4736.0	3757.0	3975.0	7524.0	4599.0	2232.0	7012.0	5572.0	7161.0	14584.0	4117.0	10781.0	2859.0	4444.0	9718.0	7666.0	2568.0	4674.0	1012.0	4965.0	5566.0	12392.0
ALK_E25_STA100119	2724.0	4494.0	3827.0	2172.0	2679.0	1661.0	4828.0	3767.0	450.0	2994.0	1726.0	748.0	3346.0	2234.0	1103.0	3115.0	2206.0	4382.0	8550.0	2428.0	3411.0	1958.0	2074.0	4829.0	4198.0	1470.0	2708.0	344.0	3573.0	3077.0	7541.0
ALK_E24_STA100120	4969.0	7339.0	6638.0	3704.0	8504.0	2174.0	7630.0	6733.0	910.0	4397.0	5109.0	3689.0	5760.0	4399.0	2443.0	6784.0	5779.0	7856.0	10328.0	4082.0	10891.0	3130.0	3550.0	7769.0	7458.0	2206.0	5271.0	662.0	4354.0	4926.0	12014.0
ALK_E24_STA100121	9528.0	16407.0	15072.0	7069.0	15090.0	4449.0	19445.0	14558.0	1685.0	8955.0	9412.0	7929.0	11846.0	10179.0	4121.0	12933.0	11075.0	14681.0	24251.0	8128.0	21693.0	5792.0	7608.0	17623.0	15037.0	4136.0	8788.0	1477.0	9376.0	10126.0	23493.0
ALK_E24_STA100122	3282.0	5298.0	4618.0	2962.0	5172.0	1401.0	6419.0	4677.0	620.0	2943.0	3432.0	2408.0	3722.0	3730.0	1228.0	4446.0	3891.0	4871.0	7442.0	2699.0	7217.0	2130.0	2979.0	6088.0	4337.0	1283.0	2837.0	370.0	2996.0	3426.0	7445.0
ALK_E23_STA100123	1332.0	1991.0	2193.0	1091.0	1964.0	738.0	2758.0	1490.0	303.0	1342.0	1199.0	1153.0	1661.0	906.0	612.0	1661.0	1753.0	2582.0	4096.0	1447.0	4224.0	1370.0	859.0	2478.0	2107.0	815.0	1533.0	201.0	1746.0	1462.0	4012.0
ALK_E23_STA100124	5077.0	9490.0	8333.0	4022.0	8571.0	2456.0	10610.0	6756.0	975.0	4353.0	5003.0	3825.0	6143.0	5124.0	1761.0	6670.0	5571.0	7448.0	12734.0	4488.0	12352.0	3779.0	4831.0	9981.0	7843.0	2212.0	6024.0	932.0	4767.0	5851.0	13294.0
ALK_E22_STA100125	277.0	771.0	696.0	205.0	641.0	195.0	980.0	494.0	58.0	393.0	233.0	261.0	449.0	467.0	162.0	472.0	522.0	695.0	854.0	353.0	913.0	262.0	310.0	721.0	626.0	291.0	316.0	26.0	439.0	463.0	817.0
ALK_E21_STA100126	2747.0	4453.0	3240.0	2000.0	4934.0	1533.0	5493.0	3505.0	449.0	2359.0	3147.0	1998.0	3199.0	2444.0	1096.0	2881.0	3650.0	4211.0	6700.0	2125.0	7868.0	2573.0	1811.0	4533.0	3204.0	1204.0	3211.0	389.0	2788.0	3801.0	8260.0
ALK_E20_STA101611	1266.0	2302.0	1746.0	902.0	2508.0	668.0	2772.0	1932.0	183.0	1132.0	1149.0	943.0	1357.0	1049.0	519.0	1062.0	1466.0	2359.0	3738.0	1121.0	3762.0	1532.0	802.0	1912.0	1545.0	830.0	1786.0	232.0	1740.0	1858.0	3897.0
ALK_E20_STA100128	7294.0	13979.0	10037.0	5892.0	14799.0	3960.0	19229.0	11208.0	1376.0	3712.0	8349.0	5511.0	7207.0	9970.0	3079.0	4818.0	6562.0	14731.0	20528.0	7416.0	15523.0	5318.0	6598.0	11989.0	9583.0	3601.0	7616.0	1370.0	6356.0	10066.0	24119.0
ALK_E20_STA100129	17755.0	27177.0	25668.0	14107.0	28090.0	9199.0	42299.0	21999.0	3527.0	14426.0	18706.0	13042.0	21622.0	21904.0	6724.0	24372.0	20975.0	25296.0	41770.0	14661.0	40066.0	13254.0	15927.0	32730.0	25879.0	8015.0	15673.0	3515.0	15159.0	20061.0	46513.0
ALK_E20_STA100130	5856.0	11755.0	11380.0	5217.0	11181.0	3739.0	17172.0	7800.0	1578.0	5530.0	5347.0	5244.0	7340.0	8345.0	2736.0	8093.0	7172.0	10388.0	17565.0	5692.0	16569.0	5150.0	6164.0	13612.0	9463.0	3736.0	5304.0	1154.0	6531.0	9095.0	15775.0
ALK_E19_STA101370	7233.0	10116.0	10550.0	5759.0	9218.0	3833.0	15166.0	7770.0	1603.0	6050.0	10664.0	5350.0	8556.0	7143.0	2384.0	10473.0	8436.0	12007.0	13297.0	6365.0	20090.0	5635.0	5963.0	12496.0	9296.0	3854.0	6492.0	1283.0	6125.0	8253.0	20942.0
ALK_E18_STA101371	2086.0	4891.0	4293.0	1876.0	3028.0	1433.0	6615.0	3031.0	451.0	2105.0	2097.0	1627.0	2483.0	3233.0	1257.0	3075.0	2735.0	4062.0	7558.0	2518.0	7184.0	2466.0	2140.0	4718.0	3669.0	1663.0	2406.0	470.0	2855.0	3743.0	5996.0
ALK_E17_STA101372	6653.0	11311.0	12550.0	6641.0	11748.0	4302.0	16513.0	10347.0	1950.0	6727.0	8502.0	6456.0	8257.0	7860.0	2937.0	9536.0	11188.0	13942.0	18012.0	8524.0	22015.0	6602.0	5499.0	13778.0	10420.0	4668.0	9235.0	1451.0	6743.0	9905.0	23455.0
ALK_E15_STA101374	4106.0	5269.0	3706.0	2654.0	6182.0	1542.0	8809.0	4225.0	534.0	3131.0	4913.0	2639.0	3496.0	3865.0	1424.0	5318.0	4338.0	6242.0	7227.0	2923.0	10771.0	2582.0	2101.0	4993.0	4753.0	2195.0	3840.0	479.0	3520.0	4843.0	15351.0
ALK_E14_STA101375	1779.0	3482.0	2665.0	1295.0	3187.0	973.0	3028.0	2397.0	403.0	1625.0	969.0	1274.0	2043.0	1924.0	803.0	2364.0	2337.0	2600.0	5332.0	1772.0	4227.0	1358.0	1687.0	3879.0	2825.0	882.0	2178.0	258.0	2406.0	1924.0	4903.0
ALK_E13_STA101376	574.0	1025.0	1192.0	377.0	1493.0	294.0	1510.0	766.0	104.0	573.0	387.0	670.0	946.0	395.0	346.0	685.0	999.0	1322.0	2215.0	784.0	2108.0	647.0	323.0	1445.0	1018.0	399.0	629.0	103.0	849.0	908.0	1714.0
ALK_E12_STA101377	346.0	542.0	449.0	216.0	493.0	176.0	777.0	450.0	48.0	327.0	208.0	320.0	481.0	218.0	171.0	318.0	493.0	742.0	742.0	358.0	1111.0	366.0	216.0	470.0	393.0	234.0	386.0	96.0	432.0	501.0	1116.0
ALK_E11_STA101378	8934.0	17011.0	12805.0	6879.0	14921.0	5154.0	13674.0	10790.0	1851.0	8106.0	6077.0	6698.0	11434.0	11112.0	4232.0	12928.0	11321.0	12229.0	21887.0	8273.0	20668.0	5842.0	7352.0	16753.0	14029.0	4088.0	9650.0	1198.0	10382.0	9605.0	22401.0
ALK_E10_STA101379	20312.0	38142.0	30865.0	14814.0	36664.0	10415.0	36471.0	25600.0	4153.0	16721.0	18443.0	15396.0	27326.0	20108.0	9344.0	29730.0	23702.0	26135.0	49128.0	17414.0	44214.0	12560.0	17411.0	32077.0	31007.0	9200.0	18807.0	3252.0	21562.0	22036.0	52753.0
ALK_E9_STA101380	384.0	1389.0	947.0	325.0	915.0	235.0	1247.0	747.0	90.0	517.0	275.0	302.0	703.0	510.0	414.0	550.0	647.0	737.0	2708.0	546.0	1304.0	316.0	510.0	1280.0	1062.0	289.0	449.0	97.0	835.0	660.0	1239.0
