	C21D00633	D21D00614T	D21D00615T	D21D00631T	D21D00632T	D21D00635	D21D00644T	D21D00647T	D21D00654T	M21D00642	M21D00670	M21D00671	M21D00673	M21D00676	N21D00620	N21D00643	N21D00645	N21D00657	N21D00675	P21D00617	P21D00634	P21D00636	P21D00639	P21D00640	P21D00641	P21D00646	P21D00651	P21D00661	P21D00669	P21D00674	P21D00678	P21D00679
NF1_E9_STA100812	353.0	1508.0	986.0	131.0	1440.0	889.0	2460.0	1335.0	1450.0	1097.0	465.0	288.0	38.0	1099.0	2560.0	822.0	1027.0	1680.0	1212.0	545.0	419.0	2530.0	587.0	1014.0	1175.0	391.0	1732.0	978.0	817.0	1252.0	1749.0	756.0
NF1_E9_STA100813	5623.0	23576.0	15147.0	3132.0	32610.0	13961.0	32474.0	16322.0	20987.0	17228.0	10194.0	5427.0	2738.0	14999.0	34131.0	11010.0	14957.0	27596.0	16895.0	7486.0	5516.0	33694.0	8309.0	14865.0	13855.0	5374.0	25090.0	15772.0	12254.0	25187.0	24274.0	15405.0
NF1_E9_STA101830	1489.0	4351.0	2451.0	754.0	8129.0	3000.0	5679.0	2825.0	4117.0	2896.0	1862.0	1248.0	975.0	2803.0	6278.0	1964.0	3487.0	5761.0	3022.0	1182.0	1039.0	5620.0	1374.0	3434.0	2548.0	732.0	4482.0	2545.0	1983.0	7535.0	4603.0	3314.0
NF1_E10_STA101819	1663.0	11636.0	7490.0	1144.0	16048.0	6255.0	18040.0	10779.0	13110.0	8342.0	6268.0	3432.0	1443.0	10356.0	20775.0	6466.0	8619.0	16636.0	10057.0	4610.0	3248.0	17796.0	5062.0	8745.0	7017.0	2772.0	16778.0	7273.0	7031.0	15339.0	15738.0	9936.0
NF1_E10_STA100816	3028.0	12444.0	8079.0	1591.0	21056.0	6837.0	15060.0	7412.0	10471.0	8851.0	4696.0	2835.0	1788.0	8047.0	18312.0	5584.0	8507.0	16639.0	8590.0	3543.0	2678.0	16082.0	4148.0	9147.0	7076.0	2521.0	12777.0	7658.0	6202.0	15874.0	11535.0	8468.0
NF1_E10_STA100817	868.0	3403.0	2101.0	537.0	5458.0	1903.0	4256.0	2012.0	2751.0	2530.0	1392.0	690.0	359.0	2470.0	4960.0	1698.0	2526.0	5111.0	2608.0	969.0	812.0	4367.0	1153.0	2639.0	1877.0	726.0	3464.0	2110.0	1775.0	4424.0	3393.0	2532.0
NF1_E11_STA100818	1086.0	4525.0	3236.0	684.0	7063.0	3889.0	6860.0	3746.0	4756.0	2942.0	2392.0	1703.0	591.0	3417.0	7644.0	2588.0	3244.0	6427.0	3392.0	1698.0	914.0	7765.0	1904.0	3040.0	2226.0	1035.0	6107.0	2779.0	2685.0	6386.0	5290.0	3450.0
NF1_E11_STA100819	828.0	4191.0	2690.0	454.0	6253.0	2157.0	4994.0	2727.0	3963.0	2654.0	1488.0	885.0	447.0	2755.0	6241.0	1894.0	2911.0	5949.0	2985.0	1060.0	724.0	5120.0	1263.0	2857.0	2639.0	845.0	4366.0	2512.0	2039.0	5608.0	4678.0	2503.0
NF1_E12_STA100820	7392.0	25346.0	15988.0	3469.0	33263.0	18670.0	30238.0	18272.0	19965.0	17477.0	9511.0	7036.0	3331.0	16480.0	32742.0	12010.0	17525.0	25924.0	16984.0	7547.0	6058.0	32176.0	8896.0	16206.0	16874.0	5612.0	26122.0	14141.0	12434.0	31604.0	23912.0	10440.0
NF1_E12_STA100821	4666.0	22522.0	14019.0	2261.0	32949.0	9039.0	27066.0	15581.0	18665.0	16860.0	9327.0	4358.0	1393.0	15677.0	30180.0	10944.0	17073.0	29646.0	16964.0	7605.0	5713.0	28511.0	9017.0	18046.0	16305.0	5982.0	22807.0	15121.0	12754.0	24859.0	21634.0	13328.0
NF1_E12_STA100822	481.0	2640.0	1749.0	276.0	2562.0	1351.0	4145.0	2163.0	2578.0	1806.0	1142.0	562.0	114.0	2320.0	3904.0	1295.0	1728.0	3067.0	2347.0	901.0	723.0	4090.0	921.0	1724.0	2217.0	707.0	2838.0	1932.0	1222.0	2251.0	3230.0	1570.0
NF1_E13_STA103254	6817.0	23238.0	12751.0	4083.0	28906.0	13820.0	22050.0	11520.0	18964.0	13622.0	8513.0	4460.0	1543.0	17001.0	27174.0	10672.0	17815.0	22650.0	15790.0	5018.0	4747.0	25933.0	8183.0	15278.0	12921.0	5182.0	19091.0	13067.0	11963.0	26888.0	23877.0	16091.0
NF1_E13_STA100824	6309.0	25342.0	14311.0	3779.0	31717.0	15493.0	25480.0	13445.0	21294.0	15004.0	9300.0	5195.0	1673.0	18873.0	31203.0	11961.0	19063.0	25262.0	17340.0	5821.0	5387.0	30284.0	8829.0	16902.0	14176.0	5637.0	22324.0	14323.0	13141.0	29097.0	27216.0	17733.0
NF1_E13_STA103210	3281.0	14932.0	8985.0	1743.0	24840.0	7554.0	17651.0	9247.0	13415.0	10745.0	6386.0	3749.0	1397.0	10402.0	23362.0	6241.0	9972.0	21079.0	11476.0	5242.0	3268.0	20658.0	5002.0	10620.0	9150.0	3357.0	16430.0	9110.0	8138.0	17974.0	13931.0	10702.0
NF1_E14_STA100826	46.0	385.0	364.0	32.0	663.0	277.0	991.0	367.0	626.0	335.0	193.0	57.0	4.0	375.0	862.0	339.0	212.0	671.0	310.0	192.0	148.0	994.0	194.0	287.0	231.0	137.0	675.0	291.0	233.0	432.0	728.0	219.0
NF1_E14_STA100827	1937.0	9286.0	6413.0	1090.0	15501.0	7770.0	16212.0	9089.0	10658.0	7637.0	3948.0	2751.0	1032.0	6266.0	17117.0	5348.0	7098.0	12544.0	8296.0	3644.0	2740.0	16088.0	4967.0	7245.0	6494.0	2378.0	13710.0	7032.0	6156.0	14364.0	12725.0	8640.0
NF1_E14_STA100828	4059.0	12965.0	7125.0	1912.0	23904.0	9292.0	14309.0	8097.0	11695.0	9913.0	4284.0	3315.0	3157.0	6884.0	19542.0	5564.0	8746.0	15508.0	9307.0	3291.0	2758.0	15045.0	4520.0	9436.0	7072.0	2530.0	13505.0	7676.0	6667.0	18531.0	12346.0	9366.0
NF1_E15_STA100829	2000.0	7836.0	5733.0	1589.0	11364.0	7088.0	12617.0	6841.0	8052.0	5698.0	3775.0	2902.0	982.0	6756.0	15405.0	4286.0	7106.0	10602.0	7197.0	2667.0	1967.0	13076.0	3682.0	5817.0	5116.0	2130.0	10744.0	5582.0	4391.0	12402.0	10055.0	6841.0
NF1_E15_STA100830	1027.0	3746.0	2455.0	515.0	7135.0	2452.0	4949.0	2531.0	3595.0	2725.0	1477.0	952.0	497.0	2652.0	6590.0	1574.0	3605.0	6446.0	3021.0	1159.0	979.0	5012.0	1285.0	3378.0	2255.0	844.0	1934.0	2596.0	2027.0	5669.0	4421.0	2810.0
NF1_E16_STA100831	646.0	3494.0	2428.0	314.0	3713.0	1886.0	4964.0	2635.0	3255.0	2439.0	1545.0	812.0	106.0	2635.0	4915.0	1670.0	2489.0	3959.0	2548.0	1175.0	876.0	4932.0	1130.0	2188.0	2020.0	731.0	3611.0	1872.0	1685.0	2707.0	4437.0	2086.0
NF1_E16_STA100832	3103.0	10054.0	5697.0	1541.0	16201.0	5828.0	11600.0	6131.0	8249.0	6435.0	4072.0	2643.0	1679.0	6187.0	14472.0	4075.0	7117.0	12005.0	6424.0	3144.0	1968.0	11606.0	3080.0	7030.0	5867.0	1973.0	9087.0	5224.0	4682.0	12719.0	9339.0	7091.0
NF1_E17_STA100833	2041.0	7738.0	5042.0	865.0	13925.0	4249.0	9025.0	5009.0	6740.0	5439.0	2964.0	2006.0	834.0	5652.0	11864.0	3438.0	5366.0	9963.0	5523.0	2221.0	1747.0	9873.0	2774.0	6198.0	4537.0	1784.0	8310.0	2054.0	3743.0	10316.0	7436.0	5162.0
NF1_E17_STA100834	488.0	4008.0	3048.0	306.0	5169.0	2324.0	6722.0	4151.0	4653.0	2897.0	2137.0	925.0	150.0	3078.0	6785.0	2679.0	2616.0	5233.0	3434.0	1913.0	1173.0	8050.0	2028.0	2774.0	2205.0	1007.0	5918.0	2814.0	2024.0	4322.0	5691.0	2801.0
NF1_E17_STA100835	3299.0	10057.0	6386.0	1596.0	17031.0	6946.0	11919.0	6976.0	8844.0	7204.0	3605.0	2762.0	1063.0	6857.0	14117.0	4562.0	7436.0	12634.0	7172.0	2863.0	2271.0	12784.0	3738.0	8190.0	6579.0	2300.0	10453.0	6161.0	5617.0	14194.0	9085.0	6831.0
NF1_E18_STA100836	836.0	5734.0	3894.0	491.0	8425.0	4573.0	11458.0	5615.0	7033.0	4616.0	2446.0	1292.0	351.0	4097.0	11775.0	3687.0	4360.0	7967.0	5267.0	2222.0	1605.0	12205.0	2879.0	3807.0	3181.0	1373.0	8706.0	3944.0	3308.0	8457.0	8349.0	5268.0
NF1_E18_STA100837	4875.0	14316.0	8404.0	1802.0	29650.0	11559.0	16568.0	9606.0	11223.0	10605.0	4908.0	2415.0	1842.0	7187.0	18873.0	7088.0	8928.0	18367.0	9796.0	4465.0	3140.0	19688.0	5897.0	10082.0	8091.0	3093.0	14643.0	9872.0	7147.0	24987.0	12838.0	9883.0
NF1_E18_STA100838	3059.0	14595.0	8216.0	1359.0	21747.0	9254.0	19956.0	10642.0	13055.0	11569.0	5810.0	3419.0	1577.0	8528.0	21447.0	7816.0	9151.0	17368.0	10093.0	5451.0	3258.0	20897.0	5594.0	10528.0	7910.0	3205.0	17188.0	9056.0	8120.0	18384.0	14895.0	9762.0
NF1_E19_STA100839	395.0	2969.0	1876.0	158.0	2356.0	1313.0	4390.0	2320.0	2734.0	2334.0	1092.0	345.0	120.0	1728.0	4369.0	1495.0	1680.0	2730.0	2255.0	1112.0	853.0	4360.0	1275.0	1431.0	2150.0	666.0	3328.0	1984.0	1230.0	2245.0	3315.0	1538.0
NF1_E19_STA100840	817.0	4217.0	2566.0	185.0	5161.0	1563.0	4488.0	2463.0	3094.0	2601.0	1617.0	370.0	178.0	2338.0	4674.0	1911.0	2684.0	4825.0	2944.0	1214.0	968.0	5355.0	1293.0	2780.0	2480.0	976.0	3605.0	2917.0	2042.0	4755.0	3926.0	1945.0
NF1_E20_STA100841	1813.0	6638.0	4222.0	1314.0	10537.0	6201.0	10621.0	5610.0	6888.0	5394.0	3007.0	2008.0	744.0	4869.0	11292.0	3625.0	5152.0	8657.0	5107.0	2696.0	1881.0	10491.0	3060.0	4694.0	3721.0	1553.0	8954.0	4444.0	3320.0	9427.0	7950.0	5766.0
NF1_E20_STA100842	3444.0	12236.0	7932.0	2501.0	21533.0	7397.0	16657.0	9240.0	10961.0	9882.0	5239.0	3148.0	1496.0	8699.0	19603.0	6269.0	10000.0	18064.0	10064.0	3835.0	3304.0	16692.0	5089.0	11074.0	8041.0	2883.0	13797.0	8729.0	6975.0	16660.0	13597.0	8687.0
NF1_E21_STA100843	1185.0	6091.0	3475.0	580.0	8578.0	2769.0	7817.0	4023.0	5425.0	4446.0	2606.0	889.0	310.0	3489.0	8861.0	3292.0	4142.0	8889.0	4927.0	1634.0	1558.0	8105.0	2111.0	4848.0	3889.0	1480.0	5578.0	3492.0	2826.0	6743.0	5784.0	3164.0
NF1_E21_STA100844	5606.0	9479.0	5837.0	2103.0	22951.0	10597.0	10819.0	5857.0	6547.0	8253.0	3310.0	2472.0	4333.0	4415.0	13376.0	4249.0	6618.0	8456.0	4470.0	2770.0	2321.0	10755.0	4048.0	7617.0	5373.0	1435.0	8555.0	4135.0	4068.0	15213.0	6113.0	6762.0
NF1_E21_STA101815	2164.0	11373.0	6147.0	830.0	16828.0	5360.0	11535.0	6744.0	9276.0	7217.0	4434.0	1774.0	1136.0	5950.0	12466.0	4489.0	7430.0	13532.0	6919.0	3354.0	2325.0	12287.0	3637.0	7538.0	5479.0	2056.0	11012.0	6395.0	5247.0	16154.0	9432.0	6158.0
NF1_E21_STA100846	1447.0	10689.0	6389.0	893.0	14733.0	6431.0	16086.0	8847.0	11663.0	8187.0	5578.0	2350.0	1058.0	7209.0	15759.0	6274.0	7276.0	12692.0	8835.0	4131.0	2734.0	17269.0	5127.0	6727.0	5624.0	2424.0	14253.0	6590.0	5328.0	13319.0	13440.0	7979.0
NF1_E21_STA100847	2173.0	15974.0	10428.0	1450.0	20324.0	9427.0	26388.0	14260.0	17695.0	11881.0	7331.0	3973.0	1224.0	11775.0	26558.0	9534.0	11877.0	20226.0	14290.0	5736.0	4149.0	27594.0	7486.0	10769.0	8935.0	3857.0	22431.0	10808.0	8536.0	18474.0	21154.0	12700.0
NF1_E21_STA100848	2570.0	9790.0	6080.0	1110.0	12661.0	6552.0	13352.0	7447.0	8687.0	7108.0	3739.0	2250.0	1316.0	5951.0	13596.0	4818.0	6485.0	11302.0	6903.0	3116.0	2004.0	13534.0	3468.0	6707.0	5909.0	2148.0	10733.0	5972.0	4994.0	11310.0	10253.0	6440.0
NF1_E22_STA100849	1431.0	5022.0	3250.0	613.0	7185.0	3586.0	6504.0	3723.0	4566.0	3879.0	2315.0	1348.0	710.0	3248.0	7049.0	2597.0	3750.0	6165.0	3206.0	1869.0	1104.0	6772.0	1811.0	3254.0	3055.0	1147.0	5109.0	2645.0	2609.0	6355.0	5419.0	3432.0
NF1_E22_STA100850	8381.0	40121.0	22420.0	4881.0	58939.0	18375.0	49966.0	29583.0	35568.0	31114.0	17913.0	7594.0	3009.0	26198.0	54083.0	17087.0	29331.0	54053.0	34815.0	12762.0	9213.0	51279.0	15430.0	31324.0	23504.0	9490.0	43603.0	29115.0	23215.0	46424.0	39184.0	26971.0
NF1_E22_STA100851	470.0	3301.0	2141.0	310.0	3492.0	1237.0	3745.0	1868.0	2901.0	1973.0	1181.0	436.0	96.0	2246.0	4462.0	1201.0	2620.0	4219.0	2474.0	722.0	840.0	4225.0	920.0	2191.0	2115.0	781.0	2723.0	2009.0	1717.0	2815.0	2887.0	1736.0
NF1_E23_STA100852	480.0	2018.0	1324.0	264.0	2754.0	1123.0	2335.0	1304.0	1579.0	1183.0	816.0	469.0	118.0	1263.0	2924.0	929.0	1429.0	2976.0	1274.0	482.0	422.0	2569.0	645.0	1856.0	1084.0	400.0	1709.0	1193.0	930.0	2189.0	2070.0	1069.0
NF1_E23_STA100853	323.0	1454.0	1069.0	165.0	1667.0	878.0	2214.0	1033.0	1452.0	1090.0	639.0	303.0	76.0	1124.0	2374.0	787.0	1047.0	1778.0	1076.0	611.0	353.0	2564.0	515.0	1010.0	994.0	307.0	1888.0	816.0	763.0	1636.0	1876.0	956.0
NF1_E23_STA100854	1374.0	6125.0	3739.0	743.0	9334.0	2950.0	6992.0	4002.0	4855.0	3864.0	2523.0	1090.0	413.0	4138.0	8320.0	2547.0	4436.0	7930.0	4562.0	1594.0	1281.0	7969.0	2190.0	4934.0	4056.0	1339.0	5942.0	4012.0	3346.0	7127.0	5994.0	3451.0
NF1_E24_STA100855	3002.0	11668.0	8075.0	1336.0	15774.0	5715.0	14355.0	7498.0	10318.0	8048.0	4734.0	2548.0	1007.0	7624.0	15956.0	5419.0	8960.0	14581.0	8042.0	3493.0	2602.0	15535.0	4168.0	8436.0	7674.0	2802.0	8791.0	7631.0	5847.0	13100.0	12133.0	7559.0
NF1_E24_STA103211	491.0	4178.0	2919.0	274.0	6056.0	1979.0	6581.0	4027.0	4654.0	3432.0	2414.0	1135.0	408.0	3784.0	7240.0	2165.0	3246.0	7075.0	3946.0	1778.0	1082.0	7470.0	1981.0	3039.0	2287.0	1222.0	6179.0	2916.0	2661.0	4957.0	5490.0	3059.0
NF1_E25_STA100857	484.0	2564.0	1510.0	180.0	3562.0	1091.0	3279.0	1554.0	1415.0	1807.0	1072.0	502.0	135.0	1602.0	3897.0	1295.0	1528.0	3478.0	1847.0	835.0	548.0	3331.0	930.0	1848.0	1630.0	593.0	2240.0	1592.0	1164.0	2656.0	2613.0	1359.0
NF1_E25_STA100858	1220.0	7524.0	5275.0	675.0	10283.0	4702.0	13398.0	7764.0	9545.0	6292.0	3727.0	2153.0	621.0	5746.0	13981.0	4693.0	5698.0	12379.0	6488.0	3221.0	2197.0	15116.0	4052.0	5924.0	4860.0	1707.0	12110.0	5877.0	4669.0	9466.0	11226.0	6409.0
NF1_E26_STA100859	377.0	2013.0	1144.0	206.0	3174.0	862.0	2634.0	1704.0	1823.0	1679.0	826.0	379.0	138.0	1137.0	2901.0	993.0	1803.0	3216.0	1431.0	682.0	491.0	2499.0	768.0	1688.0	1525.0	608.0	2121.0	1538.0	986.0	2088.0	2409.0	1363.0
NF1_E26_STA100860	4221.0	20660.0	12551.0	1694.0	26551.0	10800.0	25214.0	14018.0	17079.0	16101.0	7832.0	3432.0	1375.0	11895.0	25062.0	10030.0	12218.0	18248.0	12389.0	7592.0	5103.0	28240.0	9131.0	12727.0	12601.0	4297.0	21186.0	11019.0	10326.0	20715.0	18336.0	11520.0
NF1_E26_STA100861	651.0	4891.0	2989.0	364.0	5346.0	2000.0	6653.0	3309.0	3905.0	3571.0	1987.0	621.0	183.0	2741.0	5714.0	2749.0	2743.0	4558.0	3088.0	1741.0	1099.0	7178.0	1875.0	3042.0	2682.0	1014.0	4497.0	2908.0	2293.0	4210.0	4859.0	2292.0
NF1_E27_STA100862	472.0	3941.0	2207.0	233.0	4431.0	1037.0	4328.0	2374.0	3200.0	2596.0	1408.0	296.0	114.0	2206.0	4362.0	1811.0	2483.0	4012.0	3287.0	1134.0	841.0	4612.0	1246.0	2467.0	2739.0	879.0	3484.0	2666.0	1738.0	3470.0	3730.0	1914.0
NF1_E27_STA100863	2911.0	11838.0	7245.0	1038.0	15161.0	5078.0	13853.0	7376.0	9348.0	8637.0	5136.0	1762.0	844.0	7255.0	15132.0	5701.0	8835.0	13736.0	8067.0	3592.0	2624.0	15194.0	3965.0	8437.0	7810.0	2712.0	10697.0	7353.0	5811.0	11234.0	10964.0	7133.0
NF1_E27_STA100864	298.0	1968.0	1520.0	206.0	2510.0	1186.0	3450.0	2111.0	2225.0	1553.0	1031.0	389.0	63.0	1693.0	3235.0	1321.0	1311.0	2351.0	1716.0	869.0	545.0	3925.0	928.0	1369.0	1339.0	470.0	2856.0	1320.0	1130.0	1955.0	2769.0	1444.0
NF1_E27_STA100865	2499.0	9815.0	5600.0	1392.0	16336.0	6552.0	12039.0	7344.0	7596.0	7581.0	3825.0	2103.0	1571.0	5890.0	13310.0	4792.0	7842.0	11559.0	7303.0	3035.0	1901.0	11824.0	3456.0	7284.0	5967.0	1859.0	9849.0	6148.0	5278.0	13501.0	8715.0	6496.0
NF1_E28_STA100866	349.0	1844.0	1227.0	198.0	2335.0	689.0	2606.0	1161.0	1554.0	1327.0	599.0	239.0	30.0	1214.0	2707.0	831.0	1468.0	2545.0	1529.0	473.0	482.0	2709.0	697.0	1674.0	1560.0	544.0	1760.0	1604.0	856.0	1813.0	1972.0	993.0
NF1_E28_STA100867	2350.0	14756.0	9284.0	1264.0	20133.0	5874.0	18434.0	8941.0	12262.0	10851.0	5371.0	2447.0	738.0	8308.0	20300.0	6995.0	8917.0	19496.0	9408.0	4485.0	3192.0	19271.0	5086.0	11297.0	10428.0	3120.0	13661.0	9889.0	7504.0	14716.0	14048.0	8502.0
NF1_E29_STA100868	3402.0	13766.0	8403.0	1602.0	22038.0	7385.0	17026.0	8476.0	11870.0	10001.0	5147.0	2750.0	1462.0	8044.0	18567.0	6570.0	10369.0	17644.0	9707.0	3806.0	2989.0	17036.0	4902.0	9928.0	8434.0	3060.0	12572.0	8415.0	6799.0	16798.0	12677.0	9353.0
NF1_E29_STA100869	315.0	1680.0	1289.0	163.0	3408.0	1194.0	3286.0	1555.0	1672.0	1302.0	802.0	447.0	173.0	1208.0	3300.0	1036.0	1209.0	2174.0	1463.0	761.0	654.0	3321.0	902.0	1331.0	1100.0	365.0	2293.0	964.0	1212.0	1928.0	2415.0	1296.0
NF1_E30_STA100870	371.0	2142.0	1360.0	188.0	3567.0	976.0	2764.0	1256.0	1812.0	1306.0	799.0	285.0	89.0	1472.0	3292.0	980.0	1462.0	3139.0	1549.0	627.0	575.0	2926.0	723.0	1908.0	1539.0	330.0	2136.0	1706.0	979.0	2487.0	2074.0	1276.0
NF1_E30_STA100871	174.0	1759.0	1279.0	92.0	2701.0	1009.0	2955.0	1835.0	1797.0	1369.0	769.0	434.0	164.0	1305.0	3092.0	1145.0	1105.0	2492.0	1564.0	693.0	387.0	3911.0	793.0	1408.0	1031.0	331.0	2600.0	1218.0	1022.0	2171.0	2594.0	1287.0
NF1_E30_STA100872	380.0	1474.0	805.0	144.0	1642.0	966.0	2022.0	955.0	1365.0	938.0	480.0	370.0	104.0	947.0	2321.0	738.0	988.0	1683.0	1068.0	389.0	288.0	1953.0	486.0	982.0	907.0	327.0	1744.0	905.0	676.0	1491.0	1595.0	867.0
NF1_E31_STA100873	444.0	2255.0	1421.0	168.0	2386.0	1128.0	3267.0	1386.0	2189.0	1431.0	790.0	475.0	132.0	1576.0	3114.0	1257.0	1540.0	2450.0	1625.0	736.0	484.0	3276.0	764.0	1469.0	1458.0	424.0	2490.0	1331.0	1082.0	2062.0	2642.0	1201.0
NF1_E32_STA100874	6854.0	17363.0	10449.0	3564.0	30902.0	12717.0	20989.0	12846.0	14634.0	12779.0	7475.0	5754.0	2632.0	11406.0	24096.0	8014.0	13440.0	21121.0	13090.0	4864.0	3818.0	21396.0	6573.0	13039.0	11832.0	4251.0	18864.0	12330.0	9615.0	24980.0	16576.0	13440.0
NF1_E32_STA100875	5572.0	16921.0	10560.0	2476.0	28371.0	10392.0	18392.0	10028.0	12953.0	11136.0	6022.0	4624.0	2493.0	10406.0	21494.0	7172.0	11686.0	19862.0	11331.0	5165.0	3732.0	20558.0	6059.0	11929.0	10475.0	3562.0	15566.0	11379.0	8631.0	21057.0	15565.0	10659.0
NF1_E32_STA100876	4292.0	11945.0	7802.0	1897.0	19093.0	7879.0	13841.0	7028.0	8965.0	8782.0	4951.0	2909.0	1296.0	6981.0	18565.0	5794.0	8809.0	14216.0	7953.0	3452.0	2673.0	15415.0	4312.0	8815.0	7052.0	2695.0	11352.0	6682.0	5559.0	15094.0	11331.0	7657.0
NF1_E33_STA101832	1875.0	8041.0	5423.0	1384.0	11312.0	6080.0	12918.0	6574.0	8837.0	5447.0	3623.0	2787.0	814.0	6817.0	14933.0	4613.0	7126.0	10280.0	6620.0	2955.0	2062.0	14354.0	3482.0	6375.0	4805.0	1966.0	10722.0	4900.0	4172.0	10224.0	10276.0	5799.0
NF1_E33_STA101823	2962.0	13493.0	9127.0	2360.0	18560.0	10090.0	22038.0	11257.0	14888.0	9118.0	6237.0	4639.0	1296.0	11529.0	25268.0	7875.0	11743.0	16920.0	11132.0	5182.0	3541.0	24418.0	5853.0	10716.0	8157.0	3119.0	18125.0	8253.0	7054.0	16899.0	17595.0	9668.0
NF1_E33_STA100879	1292.0	3359.0	2453.0	687.0	5093.0	3042.0	4356.0	2282.0	3149.0	2415.0	1591.0	1232.0	440.0	2838.0	5868.0	1783.0	3213.0	4153.0	2307.0	894.0	782.0	4661.0	1167.0	2515.0	2038.0	767.0	3715.0	1855.0	1643.0	5186.0	3435.0	2458.0
NF1_E34_STA100880	1158.0	4797.0	2734.0	604.0	6317.0	2474.0	5251.0	2722.0	3325.0	3118.0	1630.0	940.0	342.0	2768.0	6019.0	2216.0	3486.0	5952.0	2933.0	1042.0	927.0	5128.0	1329.0	3453.0	2741.0	964.0	3965.0	2621.0	2063.0	5181.0	4270.0	2614.0
NF1_E34_STA100881	1023.0	5507.0	3673.0	673.0	7396.0	4121.0	7989.0	4174.0	5027.0	4410.0	2176.0	1460.0	335.0	3602.0	8562.0	3103.0	3513.0	6143.0	3560.0	2346.0	1366.0	9816.0	2730.0	3763.0	3109.0	1152.0	6917.0	3177.0	2841.0	5981.0	6255.0	3823.0
NF1_E34_STA100882	2204.0	7050.0	4624.0	1007.0	10578.0	5212.0	9970.0	5004.0	6735.0	5189.0	3001.0	2033.0	934.0	4825.0	11211.0	3973.0	5420.0	8174.0	5070.0	2237.0	1567.0	9904.0	2486.0	4903.0	4804.0	1544.0	8628.0	4303.0	3699.0	9141.0	7526.0	5004.0
NF1_E35_STA100883	340.0	2083.0	1172.0	200.0	3230.0	706.0	2573.0	1367.0	1725.0	1501.0	873.0	262.0	83.0	1262.0	3010.0	1114.0	1364.0	3201.0	1688.0	659.0	476.0	2679.0	713.0	1822.0	1388.0	479.0	1985.0	1317.0	1160.0	2062.0	1891.0	1043.0
NF1_E35_STA100884	1546.0	7329.0	4225.0	694.0	12456.0	3945.0	9319.0	4859.0	6047.0	5443.0	2821.0	1447.0	777.0	4717.0	10340.0	3453.0	5232.0	9505.0	5192.0	2198.0	1423.0	8749.0	2529.0	5516.0	4538.0	1533.0	7354.0	4939.0	3975.0	9640.0	7234.0	4519.0
NF1_E35_STA100885	1368.0	7802.0	5732.0	400.0	8765.0	3964.0	11723.0	6309.0	6778.0	5770.0	3359.0	1858.0	489.0	6002.0	11996.0	4045.0	5419.0	7937.0	6808.0	2318.0	2154.0	11873.0	2744.0	4482.0	5818.0	2207.0	9391.0	5132.0	3872.0	6879.0	9258.0	4752.0
NF1_E36_STA101837	1909.0	8225.0	4956.0	1065.0	13501.0	4392.0	9494.0	5424.0	7564.0	5624.0	3244.0	1994.0	796.0	5502.0	12392.0	3676.0	6521.0	12886.0	6226.0	2323.0	1765.0	10534.0	2745.0	6464.0	4629.0	2003.0	8652.0	4561.0	4230.0	10550.0	8018.0	5546.0
NF1_E36_STA100887	884.0	4194.0	2700.0	463.0	5934.0	2063.0	4977.0	2413.0	3985.0	2922.0	1441.0	795.0	355.0	3046.0	6362.0	1979.0	3102.0	6467.0	3098.0	1147.0	913.0	5345.0	1279.0	3401.0	2308.0	1059.0	3629.0	2543.0	1847.0	5356.0	4482.0	2739.0
NF1_E37_STA100888	407.0	2029.0	1154.0	253.0	3213.0	888.0	3087.0	1373.0	1793.0	1729.0	702.0	286.0	36.0	1388.0	3065.0	1222.0	1586.0	3281.0	1792.0	621.0	494.0	3097.0	655.0	2282.0	1280.0	622.0	2041.0	1436.0	983.0	2077.0	2418.0	1102.0
NF1_E37_STA100889	88.0	913.0	508.0	68.0	1100.0	495.0	1398.0	682.0	811.0	712.0	322.0	174.0	6.0	606.0	1399.0	554.0	644.0	1066.0	716.0	348.0	230.0	1433.0	362.0	590.0	604.0	242.0	1002.0	582.0	432.0	656.0	1260.0	520.0
NF1_E37_STA100890	856.0	5184.0	3404.0	343.0	7411.0	1913.0	6714.0	3446.0	4841.0	4414.0	2034.0	766.0	193.0	2678.0	7812.0	3016.0	3222.0	6721.0	3959.0	1666.0	1310.0	7315.0	2090.0	4361.0	3501.0	1168.0	5501.0	3888.0	2742.0	5505.0	5353.0	3041.0
NF1_E37_STA100891	1761.0	12487.0	7756.0	881.0	13940.0	6339.0	19451.0	9846.0	12825.0	10759.0	4469.0	2293.0	642.0	8071.0	18812.0	7524.0	8580.0	14235.0	9632.0	4470.0	3439.0	19187.0	5575.0	8486.0	8509.0	2971.0	16245.0	8597.0	7915.0	13442.0	14996.0	8282.0
NF1_E37_STA100893	907.0	5169.0	2972.0	381.0	6637.0	2355.0	6589.0	2983.0	4370.0	3914.0	1445.0	636.0	265.0	2440.0	6673.0	2383.0	3233.0	5699.0	3376.0	1207.0	1196.0	5779.0	1782.0	3674.0	2977.0	1192.0	5195.0	3623.0	2480.0	6356.0	4561.0	2743.0
NF1_E38_STA100894	995.0	6407.0	3808.0	599.0	10439.0	4392.0	10273.0	6068.0	7423.0	4997.0	2563.0	1897.0	663.0	4453.0	11212.0	3441.0	4439.0	9279.0	5272.0	2214.0	1898.0	11478.0	3006.0	4891.0	3422.0	1546.0	9594.0	4559.0	3783.0	9693.0	8246.0	5272.0
