	C21D01093	D21D01026T	D21D01032T	D21D01039T	D21D01059T	D21D01061T	D21D01081	D21D01082	D21D01087T	D21D01090	D21D01094T	D21D01102T	E21D01053T	M21D01116	N19D01411	N21D01072	N21D01084	N21D01085	N21D01113	O21D01018T	P21D01091M	P21D01092M	P21D01098	P21D01099	P21D01104	T21D01047	U21D01089	U21D01103	X21D01017	X21D01086	X21D01095
BRCA2_E11_STA100596	4296.0	10591.0	12849.0	10240.0	6170.0	6628.0	7953.0	6594.0	14691.0	1978.0	17278.0	3404.0	10726.0	6205.0	3279.0	591.0	6412.0	3231.0	3417.0	1434.0	5917.0	2375.0	7271.0	10440.0	7962.0	1249.0	4185.0	3357.0	4757.0	34107.0	8338.0
BRCA2_E11_STA100597	2202.0	6186.0	7006.0	5283.0	3725.0	4212.0	4969.0	3244.0	8032.0	968.0	9310.0	2351.0	5666.0	5125.0	2047.0	488.0	3515.0	2107.0	2109.0	841.0	3329.0	1196.0	3918.0	5675.0	3944.0	902.0	2763.0	1746.0	2869.0	20003.0	4145.0
BRCA2_E11_STA100598	1493.0	4661.0	5524.0	4234.0	2911.0	3075.0	2858.0	2222.0	6571.0	965.0	5913.0	1368.0	4119.0	4162.0	1232.0	363.0	2277.0	1181.0	1724.0	609.0	2997.0	872.0	3045.0	4483.0	2459.0	585.0	1354.0	1148.0	1817.0	15536.0	2726.0
BRCA2_E11_STA100599	8506.0	17183.0	20741.0	16860.0	11073.0	10284.0	12317.0	10260.0	32435.0	4534.0	36078.0	6021.0	17852.0	19632.0	5531.0	966.0	9083.0	4926.0	8304.0	2270.0	12922.0	4781.0	15312.0	22271.0	16516.0	1871.0	10003.0	6313.0	7882.0	61831.0	16411.0
BRCA2_E11_STA100600	5080.0	13824.0	18168.0	13948.0	10114.0	9184.0	10449.0	7413.0	20280.0	2681.0	23461.0	5660.0	13277.0	14529.0	4925.0	898.0	7766.0	4174.0	5427.0	1916.0	8555.0	2774.0	9845.0	14446.0	9689.0	1670.0	6242.0	4016.0	6763.0	52955.0	10239.0
BRCA2_E11_STA100601	2423.0	8832.0	9585.0	8093.0	6889.0	7065.0	5809.0	4069.0	9968.0	1416.0	10930.0	3248.0	7952.0	7796.0	2947.0	520.0	4781.0	3163.0	3120.0	1615.0	4578.0	1542.0	5126.0	7968.0	4961.0	993.0	3186.0	2140.0	4215.0	33210.0	5118.0
BRCA2_E12_STA101760	930.0	3278.0	4306.0	2876.0	2327.0	2684.0	2167.0	1550.0	3465.0	516.0	3141.0	1052.0	3047.0	2929.0	1218.0	278.0	1631.0	1067.0	1701.0	570.0	1685.0	488.0	1587.0	2738.0	1521.0	707.0	1214.0	862.0	1442.0	12664.0	1630.0
BRCA2_E12_STA100603	2750.0	5686.0	8194.0	6911.0	4331.0	3879.0	5593.0	4605.0	10911.0	1235.0	10905.0	2596.0	7344.0	6214.0	2751.0	698.0	3644.0	2510.0	2944.0	1096.0	4293.0	1711.0	4194.0	5813.0	5377.0	1259.0	3076.0	2604.0	3213.0	26306.0	5618.0
BRCA2_E13_STA103257	1116.0	3239.0	3519.0	2823.0	2034.0	2607.0	2290.0	1596.0	4741.0	578.0	5202.0	1451.0	2782.0	2983.0	1148.0	162.0	1825.0	949.0	1617.0	475.0	1886.0	573.0	1949.0	2911.0	2217.0	553.0	1227.0	1109.0	1361.0	10115.0	1960.0
BRCA2_E13_STA100605	1941.0	5741.0	6188.0	4940.0	3517.0	4434.0	4048.0	2870.0	8405.0	1003.0	9020.0	2515.0	4775.0	5296.0	2024.0	260.0	3199.0	1650.0	2893.0	826.0	3257.0	1037.0	3322.0	5009.0	3953.0	980.0	2171.0	1986.0	2389.0	17486.0	3461.0
BRCA2_E14_STA100606	640.0	1207.0	1558.0	1626.0	720.0	994.0	1024.0	760.0	2183.0	223.0	2312.0	393.0	1268.0	1282.0	478.0	106.0	697.0	518.0	528.0	188.0	763.0	276.0	914.0	1256.0	1006.0	210.0	546.0	478.0	523.0	4543.0	1033.0
BRCA2_E14_STA100607	3542.0	7780.0	10426.0	8050.0	5547.0	5384.0	6694.0	4990.0	13374.0	1929.0	15254.0	3192.0	7958.0	7635.0	3295.0	579.0	4462.0	2615.0	2886.0	1456.0	5303.0	1964.0	6508.0	8632.0	6962.0	1126.0	4098.0	2500.0	3398.0	26669.0	7583.0
BRCA2_E14_STA100608	1675.0	4142.0	5095.0	4078.0	3180.0	2898.0	3444.0	2636.0	6728.0	821.0	7285.0	1426.0	3973.0	4332.0	1534.0	218.0	2348.0	1498.0	1882.0	688.0	2664.0	988.0	3156.0	3946.0	3073.0	664.0	2010.0	1315.0	2064.0	15149.0	3426.0
BRCA2_E14_STA100609	3554.0	6708.0	8198.0	6646.0	5119.0	4812.0	5770.0	4485.0	12366.0	1884.0	13140.0	2578.0	8442.0	7947.0	2703.0	344.0	4292.0	2536.0	3314.0	1157.0	5201.0	1712.0	5494.0	8655.0	5951.0	877.0	3521.0	2002.0	3410.0	25739.0	6142.0
BRCA2_E14_STA100610	1164.0	3568.0	3819.0	2813.0	2386.0	2776.0	2715.0	1694.0	4284.0	557.0	3801.0	1184.0	3237.0	2837.0	1032.0	171.0	1721.0	1449.0	1291.0	692.0	1740.0	552.0	1809.0	3097.0	1904.0	407.0	1200.0	780.0	1528.0	12699.0	1850.0
BRCA2_E15_STA100611	4656.0	7703.0	14192.0	11071.0	7107.0	3134.0	6666.0	6186.0	18950.0	2061.0	18457.0	2708.0	12678.0	9239.0	3563.0	628.0	5315.0	3358.0	5607.0	2024.0	7994.0	3130.0	7624.0	10720.0	7645.0	1200.0	4472.0	3598.0	5352.0	39156.0	9633.0
BRCA2_E15_STA100612	3319.0	5574.0	9744.0	7693.0	4881.0	2303.0	4970.0	4375.0	12918.0	1427.0	12640.0	1932.0	8276.0	6328.0	2658.0	418.0	3615.0	2279.0	3599.0	1325.0	5609.0	1890.0	5087.0	7275.0	5291.0	858.0	2979.0	2471.0	3640.0	26774.0	6554.0
BRCA2_E15_STA100613	4017.0	9426.0	12026.0	8811.0	7883.0	6855.0	9473.0	5285.0	14346.0	1577.0	14816.0	4776.0	9008.0	10459.0	4256.0	650.0	6216.0	3978.0	4611.0	1992.0	5453.0	1874.0	6356.0	9762.0	6983.0	1622.0	4287.0	3226.0	4991.0	35504.0	8002.0
BRCA2_E16_STA101759	1587.0	3359.0	3749.0	2952.0	2681.0	2316.0	2694.0	1625.0	5687.0	564.0	6117.0	1433.0	3571.0	3447.0	1366.0	191.0	1864.0	1168.0	1514.0	582.0	1997.0	693.0	2420.0	3871.0	2498.0	731.0	1453.0	1078.0	1746.0	13677.0	2563.0
BRCA2_E16_STA100615	1870.0	3536.0	5434.0	3753.0	2342.0	2499.0	3536.0	2416.0	6362.0	727.0	6320.0	1534.0	3950.0	4156.0	1442.0	236.0	2211.0	1373.0	1440.0	712.0	2632.0	993.0	2778.0	3505.0	3081.0	474.0	1898.0	1135.0	1720.0	14159.0	3357.0
BRCA2_E16_STA100616	2193.0	6793.0	7542.0	5886.0	4878.0	4503.0	4482.0	3166.0	7950.0	1249.0	8212.0	2132.0	6951.0	5740.0	2318.0	446.0	3377.0	2412.0	2389.0	1001.0	3630.0	1192.0	3804.0	6203.0	3876.0	650.0	2099.0	1480.0	3567.0	25818.0	4619.0
BRCA2_E17_STA100617	3900.0	7611.0	11022.0	8224.0	6592.0	6725.0	7783.0	5398.0	13080.0	1577.0	13181.0	4122.0	8791.0	9472.0	3529.0	535.0	4953.0	3067.0	3952.0	1662.0	5215.0	1922.0	5508.0	8405.0	6991.0	1439.0	3390.0	3246.0	4183.0	32345.0	8080.0
BRCA2_E17_STA100618	1586.0	2787.0	4189.0	5365.0	1741.0	1697.0	4383.0	3795.0	9990.0	580.0	6047.0	2000.0	8126.0	5939.0	1530.0	486.0	4593.0	1602.0	1597.0	1029.0	5719.0	1276.0	4392.0	3090.0	4975.0	1001.0	1669.0	904.0	2432.0	19931.0	5502.0
BRCA2_E17_STA100619	3749.0	9189.0	13672.0	9536.0	7007.0	6530.0	5924.0	5775.0	13952.0	1990.0	15737.0	3240.0	10971.0	9294.0	2926.0	845.0	5077.0	3001.0	3829.0	1602.0	6891.0	2025.0	6832.0	10588.0	6810.0	840.0	3746.0	3023.0	4279.0	35187.0	8094.0
BRCA2_E18_STA100620	3927.0	8428.0	11060.0	9258.0	5241.0	5235.0	6898.0	5816.0	14243.0	1910.0	16679.0	3039.0	9530.0	8672.0	3232.0	676.0	4867.0	2600.0	3689.0	1506.0	6117.0	2004.0	6950.0	9783.0	7158.0	1329.0	4281.0	3043.0	3181.0	29123.0	7985.0
BRCA2_E18_STA100621	5318.0	12678.0	15977.0	13051.0	7956.0	7086.0	9208.0	7178.0	20438.0	2889.0	24233.0	3721.0	12660.0	12159.0	3598.0	648.0	7283.0	3876.0	4093.0	1724.0	8214.0	2618.0	9222.0	13626.0	10121.0	1266.0	5270.0	3821.0	5219.0	40336.0	11490.0
BRCA2_E18_STA100622	1458.0	3046.0	3870.0	2400.0	1471.0	1557.0	1748.0	1493.0	4938.0	836.0	6717.0	1098.0	2473.0	3376.0	757.0	164.0	1339.0	736.0	1529.0	370.0	2470.0	906.0	2556.0	4311.0	3045.0	218.0	1731.0	975.0	1217.0	8698.0	3513.0
BRCA2_E18_STA100623	761.0	2963.0	2918.0	2255.0	2135.0	2077.0	1946.0	1215.0	2818.0	452.0	3305.0	958.0	2338.0	2354.0	805.0	272.0	1447.0	1006.0	894.0	476.0	1442.0	482.0	1493.0	2746.0	1545.0	371.0	992.0	552.0	1205.0	9085.0	1515.0
BRCA2_E19_STA100624	3840.0	10926.0	12535.0	10297.0	6905.0	8227.0	9154.0	5677.0	14968.0	1757.0	16415.0	4477.0	9721.0	12293.0	4145.0	1016.0	6277.0	4635.0	5040.0	1722.0	5074.0	2164.0	5774.0	9414.0	7094.0	2084.0	4478.0	3730.0	4542.0	40761.0	8115.0
BRCA2_E19_STA100625	2150.0	4749.0	6566.0	5265.0	4685.0	4474.0	4683.0	2828.0	7350.0	1052.0	8175.0	2676.0	5318.0	5208.0	2247.0	262.0	3288.0	2018.0	2587.0	1194.0	3098.0	1080.0	3383.0	4867.0	3426.0	904.0	2050.0	1590.0	2931.0	20871.0	4016.0
BRCA2_E19_STA100626	712.0	1296.0	2116.0	2150.0	911.0	496.0	1302.0	1166.0	3467.0	312.0	3563.0	370.0	1974.0	1412.0	680.0	141.0	918.0	743.0	834.0	206.0	1290.0	434.0	1149.0	1794.0	1298.0	298.0	863.0	448.0	1178.0	7448.0	1548.0
BRCA2_E20_STA100627	2453.0	3383.0	7121.0	5460.0	2743.0	1819.0	4351.0	3187.0	9900.0	1011.0	10005.0	1122.0	5611.0	5024.0	2094.0	298.0	2580.0	1800.0	2271.0	825.0	3156.0	1452.0	3534.0	5151.0	4246.0	814.0	2629.0	1834.0	2792.0	19568.0	5485.0
BRCA2_E20_STA100628	2187.0	4054.0	6087.0	4659.0	2775.0	2483.0	3311.0	2619.0	9814.0	993.0	8886.0	1626.0	5073.0	4631.0	1690.0	284.0	2300.0	1389.0	2280.0	635.0	2985.0	1030.0	3319.0	5511.0	3896.0	565.0	2348.0	1364.0	2385.0	18210.0	4572.0
BRCA2_E21_STA100629	973.0	2570.0	3276.0	2553.0	2516.0	2236.0	2494.0	1488.0	3602.0	496.0	3487.0	1162.0	2944.0	2730.0	1030.0	248.0	1538.0	1258.0	1148.0	684.0	1820.0	724.0	1655.0	2991.0	1820.0	368.0	1130.0	826.0	1330.0	11193.0	2014.0
BRCA2_E21_STA100630	2474.0	5929.0	7974.0	6029.0	4977.0	4382.0	5874.0	3624.0	9370.0	1162.0	10220.0	2818.0	6119.0	6116.0	2796.0	450.0	3751.0	2759.0	3027.0	1136.0	3510.0	1389.0	4121.0	6424.0	4726.0	999.0	2628.0	1806.0	2736.0	23352.0	5242.0
BRCA2_E22_STA100631	859.0	2305.0	2695.0	2357.0	1661.0	1638.0	1616.0	1514.0	4465.0	604.0	4424.0	892.0	2609.0	2125.0	782.0	144.0	1176.0	852.0	1193.0	454.0	1934.0	463.0	2121.0	2370.0	1872.0	362.0	977.0	640.0	1212.0	8358.0	2176.0
BRCA2_E22_STA100632	9317.0	20760.0	24414.0	20300.0	13664.0	13087.0	15945.0	11898.0	31365.0	3930.0	35872.0	7975.0	20493.0	22192.0	5824.0	1276.0	11784.0	6675.0	7150.0	2622.0	12455.0	4062.0	14562.0	19527.0	15912.0	2457.0	8283.0	6358.0	9457.0	64324.0	16763.0
BRCA2_E22_STA100633	2326.0	5482.0	6115.0	5550.0	3062.0	3666.0	4074.0	3284.0	6711.0	1206.0	10867.0	1589.0	5229.0	4800.0	1757.0	362.0	3122.0	1533.0	2037.0	758.0	3398.0	1060.0	4028.0	5495.0	3902.0	768.0	2972.0	1648.0	2133.0	18242.0	4849.0
BRCA2_E23_STA100634	1094.0	4372.0	4516.0	3725.0	2776.0	3708.0	2774.0	1938.0	4372.0	677.0	4468.0	1698.0	3765.0	3730.0	1307.0	274.0	2049.0	1284.0	1668.0	666.0	2047.0	636.0	2183.0	3764.0	2127.0	671.0	1288.0	946.0	1879.0	14513.0	2054.0
BRCA2_E23_STA100635	2862.0	7536.0	8069.0	6380.0	4657.0	5425.0	5137.0	3940.0	11749.0	1540.0	12697.0	3015.0	7732.0	7425.0	2492.0	471.0	3567.0	2437.0	3159.0	1067.0	5123.0	1556.0	5344.0	7624.0	5441.0	984.0	2940.0	2168.0	3168.0	24690.0	6105.0
BRCA2_E23_STA100636	1851.0	4141.0	5883.0	4542.0	3206.0	3163.0	3910.0	2618.0	7236.0	820.0	8340.0	1410.0	4583.0	4600.0	1504.0	242.0	2525.0	1320.0	1779.0	579.0	2801.0	858.0	3028.0	4751.0	3445.0	863.0	2096.0	1676.0	2179.0	16506.0	3814.0
BRCA2_E23_STA100637	1851.0	4141.0	5883.0	4542.0	3206.0	3163.0	3910.0	2618.0	7236.0	820.0	8340.0	1410.0	4583.0	4600.0	1504.0	242.0	2525.0	1320.0	1779.0	579.0	2801.0	858.0	3028.0	4751.0	3445.0	863.0	2096.0	1676.0	2179.0	16506.0	3814.0
BRCA2_E24_STA100638	3548.0	8601.0	10519.0	8582.0	6165.0	5470.0	6513.0	4522.0	11905.0	1721.0	14097.0	3118.0	8542.0	7845.0	3140.0	572.0	4803.0	2796.0	2969.0	1469.0	5102.0	1674.0	5932.0	8029.0	5902.0	1121.0	3111.0	2509.0	3643.0	28607.0	6424.0
BRCA2_E24_STA100639	868.0	2957.0	3530.0	2815.0	2101.0	2087.0	2154.0	1657.0	3899.0	684.0	4391.0	906.0	3078.0	2406.0	1001.0	243.0	1650.0	986.0	1120.0	554.0	1819.0	539.0	1763.0	3248.0	1995.0	462.0	1112.0	931.0	1322.0	11217.0	1947.0
BRCA2_E25_STA100640	1774.0	4271.0	5264.0	5135.0	2840.0	3419.0	3261.0	3582.0	10225.0	1129.0	10425.0	1428.0	5165.0	5380.0	1515.0	380.0	2252.0	1291.0	2742.0	867.0	3453.0	880.0	4222.0	4797.0	4413.0	627.0	2346.0	1344.0	2404.0	16821.0	4649.0
BRCA2_E25_STA101752	1759.0	4045.0	4857.0	4281.0	2628.0	2435.0	3110.0	2587.0	6841.0	884.0	7928.0	1009.0	2791.0	3577.0	1335.0	193.0	2176.0	1384.0	1426.0	612.0	2681.0	874.0	3060.0	4943.0	2936.0	588.0	1690.0	1106.0	1787.0	13433.0	3049.0
BRCA2_E25_STA100642	4761.0	11124.0	14274.0	10949.0	6777.0	6946.0	8029.0	5820.0	15960.0	2239.0	19966.0	3401.0	10522.0	9998.0	3157.0	613.0	6020.0	3196.0	3729.0	1679.0	7566.0	2452.0	8213.0	12670.0	7542.0	1479.0	5035.0	3236.0	4473.0	34997.0	8660.0
BRCA2_E25_STA100643	6452.0	12673.0	17084.0	15858.0	8030.0	7807.0	10102.0	9216.0	20919.0	2615.0	24688.0	5165.0	15588.0	13399.0	4418.0	793.0	7093.0	4015.0	4891.0	2092.0	9006.0	3035.0	11391.0	12272.0	11209.0	1636.0	6526.0	4633.0	5887.0	38715.0	11958.0
BRCA2_E25_STA100644	1282.0	4769.0	5456.0	3950.0	3270.0	3310.0	2812.0	2208.0	4681.0	646.0	5494.0	1670.0	3831.0	4074.0	1447.0	254.0	2263.0	1497.0	1696.0	744.0	2537.0	784.0	2749.0	4478.0	2358.0	636.0	1524.0	922.0	1784.0	14679.0	2463.0
BRCA2_E26_STA100645	10742.0	21975.0	26027.0	21356.0	12641.0	14140.0	15840.0	13028.0	35812.0	5492.0	44655.0	7868.0	21537.0	25796.0	6044.0	1484.0	11560.0	6804.0	8397.0	2448.0	15451.0	5235.0	18489.0	26114.0	19312.0	2781.0	12231.0	7651.0	8224.0	69782.0	22876.0
BRCA2_E26_STA100646	7549.0	14349.0	16267.0	14099.0	7184.0	8344.0	8891.0	8785.0	26587.0	3128.0	30055.0	5785.0	16590.0	15994.0	3942.0	731.0	7530.0	4237.0	7106.0	1620.0	10287.0	3632.0	13106.0	16899.0	12802.0	1716.0	6995.0	4837.0	6140.0	48661.0	15950.0
BRCA2_E26_STA100647	628.0	2223.0	2505.0	1970.0	1482.0	1795.0	1417.0	1016.0	2438.0	417.0	2332.0	715.0	2050.0	2066.0	743.0	168.0	1028.0	1027.0	911.0	149.0	1234.0	304.0	1276.0	2075.0	1199.0	238.0	606.0	492.0	885.0	7713.0	1094.0
BRCA2_E27_STA100648	3144.0	8215.0	10957.0	7430.0	5134.0	4359.0	5860.0	4570.0	11574.0	1282.0	14490.0	2175.0	8033.0	7430.0	2713.0	415.0	4453.0	2508.0	2700.0	964.0	5469.0	1890.0	5860.0	8356.0	5875.0	901.0	3829.0	2352.0	3710.0	27990.0	6283.0
BRCA2_E27_STA100649	834.0	2473.0	2232.0	2803.0	1344.0	1513.0	1167.0	1298.0	3966.0	639.0	3263.0	730.0	2532.0	2344.0	600.0	248.0	951.0	1021.0	1254.0	289.0	1929.0	622.0	1708.0	2173.0	1982.0	182.0	713.0	692.0	1118.0	6974.0	1830.0
BRCA2_E27_STA100650	9584.0	17483.0	21266.0	15959.0	12731.0	8988.0	12564.0	11252.0	32532.0	4375.0	37536.0	6562.0	17599.0	20432.0	5726.0	911.0	9014.0	6668.0	7955.0	2807.0	14258.0	4506.0	16528.0	21772.0	17989.0	2221.0	9322.0	5713.0	8678.0	60387.0	18673.0
BRCA2_E27_STA100651	4290.0	8126.0	11453.0	9791.0	6762.0	5205.0	7857.0	6026.0	14471.0	1964.0	18831.0	3035.0	8797.0	9002.0	2702.0	868.0	5138.0	3002.0	3636.0	1570.0	6761.0	1895.0	8065.0	10405.0	8056.0	1515.0	4587.0	3204.0	4163.0	31800.0	8533.0
BRCA2_E27_STA100652	184.0	351.0	490.0	460.0	282.0	312.0	240.0	336.0	978.0	102.0	382.0	108.0	460.0	338.0	86.0	36.0	152.0	112.0	162.0	84.0	398.0	98.0	250.0	377.0	188.0	35.0	198.0	88.0	134.0	1297.0	238.0
BRCA2_E27_STA100653	10941.0	18245.0	24326.0	20993.0	13403.0	10656.0	15844.0	14139.0	34569.0	4092.0	37632.0	6661.0	21339.0	20777.0	6235.0	1119.0	11066.0	6104.0	7425.0	2984.0	13208.0	4789.0	16014.0	17799.0	17278.0	2141.0	9240.0	6137.0	7390.0	60966.0	18357.0
BRCA2_E27_STA100654	3050.0	5676.0	7316.0	6677.0	4651.0	4428.0	6221.0	4661.0	12202.0	1346.0	13012.0	3094.0	7343.0	7357.0	2457.0	578.0	3500.0	2538.0	3208.0	1449.0	4208.0	1657.0	5650.0	6788.0	5651.0	1278.0	3167.0	2452.0	3422.0	22526.0	6601.0
RB1_E2_STA100657	286.0	672.0	670.0	710.0	424.0	488.0	484.0	480.0	1540.0	152.0	1310.0	233.0	831.0	676.0	252.0	52.0	384.0	337.0	314.0	166.0	593.0	120.0	459.0	612.0	476.0	152.0	350.0	150.0	401.0	3096.0	364.0
RB1_E2_STA100658	2091.0	6125.0	6920.0	5732.0	4444.0	3127.0	3907.0	2711.0	8073.0	1094.0	8288.0	1785.0	6112.0	4992.0	1979.0	443.0	3073.0	2135.0	2468.0	1152.0	3622.0	1129.0	3266.0	5670.0	3403.0	757.0	2523.0	1483.0	2690.0	23496.0	2609.0
RB1_E2_STA100659	962.0	2309.0	3097.0	2456.0	1934.0	1068.0	2430.0	1143.0	3768.0	473.0	4341.0	1306.0	2575.0	2523.0	939.0	140.0	1353.0	1101.0	1204.0	559.0	1850.0	449.0	1589.0	2672.0	2063.0	433.0	1170.0	846.0	1366.0	10087.0	1449.0
RB1_E3_STA100660	1555.0	7462.0	6568.0	5124.0	4132.0	3463.0	4409.0	2800.0	6839.0	1078.0	6486.0	2357.0	5281.0	5962.0	1731.0	494.0	3319.0	1912.0	2139.0	976.0	3468.0	1126.0	3607.0	5214.0	3168.0	841.0	2106.0	1497.0	2928.0	20420.0	2582.0
RB1_E3_STA100661	1615.0	4640.0	4631.0	4161.0	2816.0	1884.0	3321.0	2083.0	6188.0	823.0	7211.0	1411.0	3950.0	4235.0	1479.0	364.0	2493.0	1083.0	1672.0	763.0	2640.0	684.0	2812.0	3788.0	2964.0	730.0	1876.0	1339.0	1849.0	12551.0	2442.0
RB1_E4_STA101840	2124.0	6726.0	8328.0	6767.0	3696.0	3309.0	5233.0	3254.0	8752.0	1016.0	10980.0	2374.0	6406.0	6409.0	2645.0	639.0	4148.0	1892.0	2575.0	878.0	4271.0	1441.0	3985.0	6191.0	4470.0	1037.0	2890.0	2277.0	2719.0	22626.0	3557.0
RB1_E4_STA101833	928.0	2637.0	3133.0	2611.0	1526.0	1179.0	2081.0	1178.0	4080.0	465.0	4535.0	987.0	2871.0	2514.0	922.0	179.0	1628.0	781.0	1204.0	236.0	1765.0	510.0	1769.0	2705.0	1793.0	370.0	1190.0	780.0	1125.0	9343.0	1682.0
RB1_E4_STA100664	518.0	1734.0	1760.0	1501.0	980.0	708.0	1088.0	713.0	2493.0	301.0	2828.0	552.0	1536.0	1614.0	680.0	158.0	834.0	524.0	635.0	343.0	1320.0	310.0	1146.0	1991.0	1223.0	274.0	721.0	528.0	717.0	6636.0	814.0
RB1_E5_STA102086	906.0	2502.0	3506.0	2857.0	1468.0	1470.0	1712.0	1469.0	3418.0	471.0	3866.0	839.0	2342.0	2317.0	852.0	153.0	1538.0	683.0	1113.0	432.0	1460.0	462.0	1322.0	2499.0	1739.0	416.0	1008.0	746.0	1107.0	7842.0	1278.0
RB1_E5_STA100666	1623.0	6169.0	6343.0	4944.0	3809.0	2965.0	3554.0	1997.0	5664.0	949.0	6462.0	1916.0	5165.0	4341.0	1576.0	384.0	2856.0	1602.0	2089.0	794.0	3513.0	945.0	2776.0	5821.0	2921.0	677.0	1960.0	1220.0	2224.0	18981.0	2089.0
RB1_E6_STA100667	2322.0	6290.0	6239.0	4933.0	4047.0	3019.0	5366.0	2713.0	7538.0	1291.0	9619.0	2725.0	5225.0	6271.0	2172.0	509.0	3671.0	2382.0	2622.0	1321.0	3699.0	1274.0	4144.0	5407.0	4637.0	1344.0	2716.0	2197.0	2635.0	19576.0	3131.0
RB1_E6_STA100668	4430.0	14272.0	14851.0	11767.0	7589.0	6668.0	10169.0	6090.0	16522.0	2242.0	19070.0	4010.0	12370.0	13327.0	4945.0	1214.0	7372.0	4870.0	5421.0	1766.0	8611.0	2521.0	8077.0	11877.0	10050.0	2258.0	6351.0	4184.0	5417.0	45502.0	6702.0
RB1_E7_STA100669	2104.0	5992.0	6386.0	5150.0	4205.0	3391.0	4855.0	2812.0	7371.0	1126.0	8917.0	2280.0	5156.0	6758.0	2416.0	414.0	2896.0	1991.0	2705.0	1278.0	4024.0	1200.0	4405.0	6293.0	4251.0	1221.0	2903.0	1931.0	2714.0	20762.0	3109.0
RB1_E7_STA100670	1900.0	4612.0	5005.0	4701.0	2598.0	2128.0	3211.0	2327.0	5879.0	702.0	6659.0	1192.0	4332.0	3981.0	1356.0	330.0	2314.0	1265.0	1624.0	654.0	3025.0	936.0	2913.0	4702.0	3511.0	569.0	1972.0	1333.0	2085.0	14286.0	2640.0
RB1_E8_STA100671	2082.0	5294.0	6773.0	5104.0	3303.0	3265.0	4829.0	2819.0	7842.0	1078.0	8514.0	2135.0	4400.0	5796.0	2136.0	367.0	3182.0	1782.0	2600.0	766.0	3430.0	1163.0	3201.0	5603.0	3730.0	1062.0	2514.0	1928.0	2559.0	19412.0	3039.0
RB1_E8_STA100672	720.0	2372.0	2834.0	2280.0	1788.0	1240.0	1806.0	1168.0	3807.0	454.0	4231.0	1062.0	2147.0	2341.0	888.0	234.0	1376.0	666.0	1352.0	416.0	1817.0	556.0	1764.0	2682.0	1632.0	374.0	1067.0	732.0	991.0	9129.0	1309.0
RB1_E9_STA100674	778.0	2212.0	2712.0	2115.0	1600.0	1172.0	1861.0	1306.0	4060.0	539.0	3966.0	865.0	2334.0	2648.0	1011.0	154.0	1220.0	894.0	1198.0	472.0	1470.0	499.0	1726.0	2490.0	1901.0	446.0	1197.0	783.0	1293.0	9435.0	1584.0
RB1_E9_STA100675	1788.0	6310.0	7262.0	5830.0	4409.0	3755.0	3636.0	2660.0	7617.0	1090.0	8240.0	2135.0	6446.0	5562.0	1807.0	360.0	3340.0	1876.0	2698.0	960.0	4094.0	971.0	3483.0	6373.0	3777.0	720.0	2124.0	1544.0	2908.0	24061.0	2733.0
RB1_E10_STA100676	848.0	2339.0	2946.0	2716.0	1498.0	1278.0	2293.0	1417.0	3836.0	392.0	4340.0	971.0	2146.0	2420.0	900.0	162.0	1279.0	780.0	1248.0	414.0	1398.0	318.0	1469.0	2044.0	1646.0	519.0	1240.0	689.0	1097.0	7693.0	1518.0
RB1_E10_STA100677	1439.0	3551.0	4579.0	3689.0	2632.0	1994.0	3234.0	1672.0	5382.0	799.0	6214.0	1554.0	3694.0	3654.0	1696.0	302.0	2012.0	1162.0	1946.0	513.0	2547.0	721.0	2694.0	3764.0	2541.0	740.0	1780.0	1374.0	1907.0	13482.0	1978.0
RB1_E11_STA100678	759.0	2020.0	2437.0	1770.0	1418.0	1193.0	1689.0	1083.0	3415.0	418.0	3170.0	708.0	1935.0	1858.0	683.0	124.0	1027.0	736.0	1096.0	362.0	1450.0	383.0	1308.0	1687.0	1447.0	407.0	998.0	620.0	952.0	8049.0	1158.0
RB1_E11_STA101836	676.0	2112.0	2903.0	2069.0	1896.0	1200.0	1412.0	894.0	2887.0	454.0	2713.0	750.0	2190.0	1991.0	834.0	236.0	1248.0	884.0	996.0	362.0	1553.0	360.0	990.0	2675.0	1264.0	306.0	838.0	572.0	1137.0	9990.0	1108.0
RB1_E12_STA100680	1260.0	2493.0	3418.0	3984.0	1420.0	1222.0	2151.0	1885.0	5583.0	605.0	5565.0	735.0	3080.0	2572.0	1045.0	152.0	1849.0	948.0	1212.0	378.0	2117.0	514.0	1719.0	2043.0	2091.0	281.0	1168.0	958.0	1306.0	8671.0	1635.0
RB1_E12_STA100681	1245.0	3098.0	3847.0	3147.0	2138.0	1836.0	2281.0	1522.0	4892.0	658.0	5286.0	1281.0	3412.0	3215.0	1164.0	220.0	1802.0	1133.0	1466.0	588.0	2442.0	650.0	2250.0	2889.0	2504.0	450.0	1524.0	1116.0	1614.0	12873.0	2036.0
RB1_E13_STA100682	4036.0	10782.0	11630.0	9508.0	7342.0	5972.0	8006.0	5211.0	14191.0	2073.0	16446.0	4576.0	9826.0	9771.0	3462.0	710.0	6270.0	3491.0	4073.0	1405.0	6639.0	1972.0	6640.0	10527.0	7499.0	1495.0	4026.0	3201.0	4918.0	34511.0	5809.0
