	19T10717	19T18091	20T33159	D20D02352	E20D02359T	M20D02354	N20D02344	N20D02353	P20D02335	P20D02348	P20D02350	P20D02355	P20D02360	U20D02340	X20D02334	X20D02342	X20D02365
NF1_E29_STA100868	6417.0	8420.0	7841.0	8678.0	42464.0	33033.0	2280.0	31334.0	31259.0	16716.0	10139.0	13947.0	10933.0	11497.0	28534.0	15457.0	24476.0
NF1_E29_STA100869	1646.0	3422.0	2385.0	2186.0	8857.0	9275.0	633.0	8472.0	9169.0	2767.0	2286.0	3278.0	1934.0	2923.0	6417.0	4476.0	4823.0
NF1_E30_STA100870	1508.0	2033.0	1950.0	1626.0	10458.0	6230.0	422.0	6206.0	6611.0	3245.0	1550.0	2390.0	1853.0	2033.0	5627.0	3144.0	4960.0
NF1_E30_STA100871	1426.0	2049.0	2128.0	1306.0	8051.0	8146.0	346.0	6312.0	7507.0	2336.0	1388.0	2659.0	1633.0	2236.0	5899.0	2516.0	4104.0
NF1_E30_STA100872	881.0	1202.0	1253.0	1161.0	4205.0	4916.0	234.0	3693.0	3960.0	2192.0	1256.0	1743.0	1278.0	1567.0	3801.0	2492.0	3254.0
NF1_E31_STA100873	1333.0	1988.0	1714.0	1551.0	5920.0	7154.0	331.0	5145.0	6719.0	3050.0	1848.0	2505.0	2053.0	2052.0	5849.0	3160.0	4976.0
NF1_E32_STA100874	8157.0	11080.0	8411.0	12158.0	54546.0	42165.0	2619.0	33540.0	39433.0	21533.0	13731.0	22866.0	10594.0	14286.0	32920.0	21469.0	28968.0
NF1_E32_STA100875	7552.0	10117.0	9604.0	8333.0	46814.0	42672.0	2801.0	29392.0	39675.0	18664.0	12889.0	20902.0	10827.0	12231.0	32529.0	18604.0	29218.0
NF1_E32_STA100876	5786.0	7601.0	6264.0	6958.0	37130.0	28579.0	1905.0	22815.0	26155.0	13697.0	8921.0	13965.0	8066.0	10035.0	23704.0	15312.0	22034.0
NF1_E33_STA101832	6003.0	9104.0	6730.0	7219.0	31275.0	27931.0	1502.0	21262.0	24451.0	9672.0	8113.0	14431.0	6491.0	10423.0	23246.0	13961.0	18657.0
NF1_E33_STA101823	10107.0	15133.0	11177.0	11881.0	53079.0	47578.0	2474.0	35954.0	41252.0	16033.0	13152.0	23972.0	10541.0	17529.0	38150.0	23282.0	31155.0
NF1_E33_STA100879	1935.0	3483.0	2903.0	2945.0	12054.0	11504.0	526.0	7724.0	10632.0	4687.0	3488.0	6270.0	2797.0	4409.0	9267.0	5586.0	7133.0
NF1_E34_STA100880	2338.0	3210.0	3460.0	2990.0	15881.0	13213.0	884.0	10391.0	11780.0	6331.0	3747.0	5812.0	3700.0	4197.0	11828.0	6347.0	8916.0
NF1_E34_STA100881	4047.0	5902.0	4649.0	4833.0	24854.0	23608.0	1070.0	18919.0	24308.0	7013.0	5555.0	11342.0	4675.0	8030.0	16370.0	8945.0	13990.0
NF1_E34_STA100882	3534.0	5332.0	5753.0	5084.0	21800.0	21093.0	955.0	17460.0	18633.0	8743.0	6426.0	10025.0	5309.0	7072.0	18071.0	9446.0	13857.0
NF1_E35_STA100883	1157.0	1567.0	1631.0	1381.0	8529.0	5514.0	336.0	4879.0	5294.0	2444.0	2107.0	2939.0	2018.0	1854.0	5256.0	2214.0	4633.0
NF1_E35_STA100884	2728.0	4010.0	4005.0	3397.0	21031.0	17343.0	981.0	13897.0	17705.0	7894.0	5564.0	7585.0	4420.0	5217.0	13620.0	7415.0	11406.0
NF1_E35_STA100885	3871.0	5033.0	4821.0	5502.0	16013.0	21214.0	900.0	15391.0	18716.0	8540.0	5026.0	8557.0	5870.0	6007.0	16086.0	7758.0	15102.0
NF1_E36_STA101837	4246.0	6464.0	5642.0	5314.0	27341.0	20314.0	1002.0	16957.0	19155.0	9694.0	7449.0	9375.0	5773.0	7634.0	19721.0	9747.0	16038.0
NF1_E36_STA100887	1895.0	2754.0	2480.0	2402.0	12910.0	9262.0	491.0	7798.0	8923.0	4658.0	3944.0	4240.0	2699.0	3454.0	9300.0	4724.0	7092.0
NF1_E37_STA100888	1488.0	2222.0	2164.0	1716.0	11599.0	7826.0	398.0	5759.0	6707.0	3898.0	2267.0	3211.0	2664.0	2530.0	6555.0	3150.0	5583.0
NF1_E37_STA100889	481.0	1089.0	890.0	883.0	2597.0	3519.0	174.0	2789.0	3012.0	1530.0	774.0	1206.0	802.0	1075.0	2631.0	1436.0	2040.0
NF1_E37_STA100890	2266.0	3145.0	3130.0	2799.0	14850.0	12385.0	437.0	11200.0	11585.0	5471.0	3560.0	4525.0	4013.0	4021.0	10722.0	4569.0	8435.0
NF1_E37_STA100891	6655.0	9417.0	9480.0	7965.0	31230.0	34120.0	1442.0	32395.0	34970.0	14780.0	8534.0	12997.0	10532.0	9699.0	28138.0	12406.0	23379.0
NF1_E37_STA100893	2423.0	3131.0	3617.0	2714.0	12379.0	10904.0	732.0	10961.0	11229.0	5121.0	2022.0	3981.0	3547.0	4000.0	10430.0	5163.0	9010.0
NF1_E38_STA100894	4071.0	6270.0	5152.0	4893.0	23761.0	21686.0	1102.0	18633.0	23130.0	6364.0	4569.0	8090.0	4094.0	7978.0	18093.0	8479.0	12818.0
NF1_E38_STA100895	2781.0	3722.0	3344.0	3332.0	16676.0	13896.0	848.0	11671.0	13182.0	5669.0	3403.0	4559.0	3506.0	4503.0	11942.0	5705.0	9863.0
NF1_E38_STA100896	3287.0	4498.0	4116.0	4048.0	21845.0	16001.0	880.0	15178.0	16764.0	8826.0	4857.0	5553.0	6016.0	5707.0	15314.0	6369.0	12774.0
NF1_E38_STA100897	3224.0	4945.0	3851.0	3951.0	20116.0	18074.0	847.0	16530.0	16817.0	5567.0	4260.0	5893.0	3514.0	6078.0	12965.0	6380.0	10302.0
NF1_E38_STA100898	1950.0	3115.0	3666.0	2571.0	11120.0	13481.0	568.0	10651.0	12593.0	5301.0	2827.0	4104.0	3896.0	3652.0	11944.0	4473.0	8453.0
NF1_E39_STA100899	3888.0	5368.0	4878.0	4110.0	25936.0	20027.0	1074.0	15051.0	17710.0	9142.0	5681.0	9292.0	5308.0	6295.0	15876.0	9695.0	11122.0
NF1_E39_STA100900	7378.0	9947.0	8654.0	8908.0	34502.0	36689.0	2206.0	28389.0	32660.0	15821.0	10493.0	16685.0	8872.0	12311.0	28220.0	15455.0	24271.0
NF1_E39_STA101822	5354.0	7251.0	6438.0	6483.0	28157.0	25688.0	1563.0	20067.0	23171.0	11308.0	8130.0	11806.0	6502.0	8999.0	21577.0	11892.0	17604.0
NF1_E39_STA100902	7003.0	8775.0	6644.0	8775.0	36861.0	29399.0	2051.0	25942.0	29284.0	15314.0	10782.0	13180.0	9147.0	10965.0	28116.0	18330.0	20933.0
NF1_E40_STA100903	4821.0	7034.0	7467.0	6537.0	36150.0	26037.0	1406.0	22009.0	24552.0	12865.0	8228.0	11476.0	7412.0	8138.0	24514.0	12359.0	18073.0
NF1_E40_STA100904	2374.0	3181.0	3394.0	3578.0	14148.0	12796.0	653.0	10384.0	12561.0	5296.0	3733.0	5582.0	3531.0	4606.0	10687.0	6142.0	7981.0
NF1_E40_STA100905	1135.0	1324.0	1362.0	1527.0	5980.0	4781.0	420.0	3673.0	4258.0	2658.0	1328.0	2174.0	2117.0	1522.0	4051.0	2019.0	3874.0
NF1_E40_STA100906	5002.0	6687.0	7140.0	6037.0	33130.0	27172.0	1566.0	22353.0	26249.0	12509.0	8508.0	14428.0	7071.0	10427.0	23990.0	12462.0	16605.0
NF1_E41_STA100907	3871.0	6386.0	5852.0	5431.0	27042.0	23354.0	1416.0	19126.0	19405.0	6844.0	5378.0	11070.0	4845.0	8129.0	17869.0	11528.0	14564.0
NF1_E41_STA100908	5564.0	7645.0	8656.0	8318.0	41146.0	30678.0	1955.0	23086.0	25034.0	13605.0	8628.0	14760.0	9739.0	9704.0	24907.0	13865.0	21452.0
NF1_E41_STA100909	2547.0	3732.0	3699.0	3247.0	11390.0	12220.0	694.0	9484.0	12494.0	4478.0	3343.0	5074.0	3807.0	4002.0	10046.0	5294.0	8421.0
NF1_E42_STA100910	2219.0	3871.0	4150.0	3869.0	15330.0	15125.0	659.0	12991.0	13762.0	5988.0	3276.0	6691.0	4097.0	5455.0	12914.0	7027.0	8915.0
NF1_E42_STA100911	1723.0	2488.0	2104.0	2426.0	12612.0	11261.0	653.0	9091.0	10321.0	3594.0	2847.0	4568.0	2070.0	3529.0	7734.0	4584.0	5475.0
NF1_E42_STA100912	9013.0	12796.0	12450.0	12451.0	64330.0	54338.0	3314.0	46363.0	50908.0	25771.0	17037.0	24399.0	17245.0	18052.0	45112.0	24067.0	38573.0
NF1_E42_STA100913	7814.0	9272.0	7860.0	8961.0	50587.0	40281.0	2020.0	31053.0	37882.0	17985.0	11980.0	18089.0	11859.0	13484.0	33568.0	17065.0	25088.0
NF1_E42_STA100914	3923.0	4566.0	3749.0	4342.0	24565.0	20534.0	1118.0	15767.0	18073.0	9340.0	5946.0	8864.0	6140.0	6582.0	16292.0	9072.0	11722.0
NF1_E43_STA101828	3413.0	4853.0	4388.0	5118.0	20972.0	19993.0	1103.0	14706.0	17532.0	7557.0	6136.0	9593.0	4646.0	6646.0	16289.0	9375.0	12197.0
NF1_E43_STA100916	3062.0	4728.0	3678.0	4312.0	20120.0	19692.0	793.0	14117.0	18141.0	5803.0	4511.0	8418.0	5008.0	6537.0	13625.0	6792.0	10509.0
NF1_E43_STA100917	1951.0	3385.0	2518.0	3231.0	14697.0	13235.0	668.0	9198.0	11380.0	4656.0	3262.0	6078.0	3622.0	4312.0	9954.0	5171.0	7612.0
NF1_E43_STA100918	978.0	1707.0	1130.0	1704.0	6892.0	7169.0	250.0	5799.0	6225.0	1900.0	1273.0	3138.0	1336.0	2467.0	5183.0	3629.0	3213.0
NF1_E44_STA101827	1378.0	2464.0	1741.0	1951.0	10602.0	8357.0	360.0	6022.0	7355.0	4469.0	3158.0	4294.0	2500.0	2834.0	7638.0	4166.0	6467.0
NF1_E45_STA100920	6006.0	8927.0	7140.0	7101.0	33547.0	32689.0	1610.0	26041.0	29185.0	12902.0	10109.0	16111.0	9541.0	10608.0	27188.0	16166.0	22985.0
NF1_E45_STA100921	4532.0	6403.0	5901.0	5187.0	26015.0	22020.0	1348.0	14650.0	20342.0	10528.0	6518.0	10720.0	5954.0	7259.0	18469.0	9736.0	16798.0
NF1_E46_STA101835	5951.0	9188.0	7848.0	8696.0	39736.0	30591.0	1782.0	24357.0	28272.0	12460.0	9777.0	17038.0	7757.0	10393.0	26835.0	16003.0	23745.0
NF1_E46_STA100923	1878.0	3150.0	2880.0	2814.0	11110.0	9815.0	462.0	7666.0	9651.0	3367.0	3205.0	5058.0	1677.0	2956.0	8553.0	4484.0	5935.0
NF1_E47_STA100924	2871.0	4656.0	4136.0	3781.0	21723.0	17603.0	679.0	13642.0	16720.0	8056.0	5509.0	7443.0	4861.0	5740.0	14200.0	7285.0	11132.0
NF1_E47_STA101816	13218.0	21171.0	15164.0	16126.0	79136.0	74027.0	3319.0	59759.0	69561.0	23759.0	19172.0	32330.0	16499.0	23078.0	51622.0	28793.0	45165.0
NF1_E47_STA100926	3666.0	5015.0	5116.0	5204.0	20128.0	21325.0	1064.0	15534.0	19881.0	8725.0	6156.0	10039.0	4585.0	7067.0	17338.0	8987.0	12455.0
NF1_E48_STA100927	5271.0	7274.0	7548.0	6271.0	32507.0	26798.0	1723.0	21626.0	25888.0	11871.0	6465.0	12988.0	5530.0	9314.0	21133.0	12672.0	18009.0
NF1_E48_STA100928	1093.0	1473.0	1934.0	1204.0	7498.0	5602.0	374.0	4435.0	4793.0	2368.0	1126.0	1912.0	1553.0	1720.0	4669.0	2416.0	4342.0
NF1_E49_STA100929	9336.0	12318.0	9747.0	10063.0	44005.0	40199.0	1638.0	32817.0	40852.0	17654.0	10511.0	18620.0	10226.0	13972.0	33014.0	19608.0	24844.0
NF1_E49_STA100930	6546.0	9142.0	7577.0	7299.0	40339.0	31329.0	1651.0	25855.0	29683.0	13243.0	9823.0	15100.0	8081.0	11956.0	27208.0	16111.0	18368.0
NF1_E49_STA100931	4958.0	6659.0	5552.0	5612.0	30377.0	23332.0	1300.0	19226.0	22148.0	10344.0	7419.0	11495.0	6132.0	9030.0	20588.0	12125.0	13783.0
NF1_E49_STA100932	4009.0	4673.0	3903.0	3913.0	24457.0	17168.0	1234.0	14811.0	15154.0	8533.0	5634.0	8453.0	5246.0	6207.0	14174.0	8209.0	11407.0
NF1_E50_STA101821	4443.0	5997.0	4980.0	4727.0	23867.0	22495.0	1124.0	19357.0	20245.0	6961.0	5397.0	10172.0	4625.0	7286.0	18200.0	10313.0	14058.0
NF1_E50_STA100934	460.0	614.0	688.0	572.0	2945.0	1900.0	130.0	2052.0	2231.0	1207.0	1078.0	1306.0	530.0	851.0	2149.0	1206.0	1940.0
NF1_E51_STA100935	4940.0	6098.0	5263.0	6821.0	31493.0	27746.0	1347.0	21772.0	24308.0	9423.0	6283.0	10073.0	5726.0	10847.0	20168.0	12201.0	14461.0
NF1_E51_STA100936	12318.0	15716.0	13758.0	15735.0	80787.0	62870.0	3611.0	55295.0	57362.0	28181.0	16853.0	22582.0	18139.0	18974.0	50697.0	25619.0	43165.0
NF1_E51_STA100937	4210.0	7010.0	6598.0	5491.0	29121.0	28202.0	1340.0	24781.0	29380.0	10388.0	6622.0	9700.0	6616.0	8563.0	24159.0	10114.0	17185.0
NF1_E51_STA100938	2232.0	3650.0	3239.0	3403.0	12912.0	13701.0	533.0	11653.0	12661.0	4793.0	3482.0	4770.0	2871.0	4578.0	10647.0	6204.0	7663.0
NF1_E52_STA100939	3326.0	5188.0	4160.0	4836.0	18152.0	16137.0	768.0	12698.0	12395.0	7430.0	4408.0	5995.0	6283.0	4662.0	14863.0	6409.0	13559.0
NF1_E52_STA100940	1220.0	1533.0	1467.0	1144.0	6646.0	4693.0	237.0	3918.0	4874.0	2300.0	1778.0	2149.0	1308.0	1572.0	4410.0	2356.0	3821.0
NF1_E53_STA100941	1814.0	2619.0	2419.0	2186.0	10451.0	10554.0	407.0	8376.0	10457.0	3824.0	3376.0	4801.0	2701.0	3699.0	8649.0	4758.0	6669.0
NF1_E53_STA100942	5494.0	7688.0	6911.0	6195.0	35011.0	29590.0	1377.0	23700.0	30990.0	13192.0	9070.0	12905.0	7033.0	9653.0	23003.0	13397.0	16671.0
NF1_E54_STA100943	1103.0	1879.0	1370.0	1327.0	6632.0	5399.0	290.0	4053.0	4568.0	2309.0	1782.0	2238.0	1933.0	1496.0	4403.0	1917.0	3533.0
NF1_E54_STA100944	13392.0	18209.0	14529.0	15962.0	60277.0	61257.0	2812.0	54622.0	60783.0	26332.0	17888.0	27905.0	19062.0	18339.0	51683.0	27385.0	44139.0
NF1_E54_STA100945	932.0	1488.0	1185.0	1058.0	6263.0	5095.0	290.0	4202.0	5229.0	1523.0	1292.0	2159.0	934.0	1697.0	3937.0	2303.0	2524.0
NF1_E55_STA101834	3435.0	5545.0	4203.0	4269.0	22660.0	17399.0	675.0	15714.0	15039.0	6374.0	4591.0	8358.0	3665.0	6750.0	14398.0	8573.0	8909.0
NF1_E55_STA100947	3190.0	5204.0	4073.0	3895.0	19808.0	15931.0	702.0	13807.0	13267.0	7219.0	4158.0	7183.0	5419.0	5485.0	14348.0	7338.0	10819.0
NF1_E55_STA100948	2636.0	3767.0	3318.0	3086.0	14892.0	13767.0	705.0	9788.0	11353.0	5660.0	4064.0	5962.0	3635.0	4029.0	10239.0	5882.0	8950.0
NF1_E56_STA100949	3662.0	5177.0	4484.0	4647.0	17478.0	17696.0	1023.0	14412.0	16938.0	7340.0	5406.0	9293.0	4472.0	6373.0	15362.0	8897.0	10530.0
NF1_E57_STA100950	4091.0	6098.0	5813.0	6804.0	23660.0	24634.0	1369.0	21001.0	23871.0	9950.0	7091.0	10817.0	6389.0	8200.0	21197.0	11962.0	15150.0
NF1_E57_STA100951	4809.0	6861.0	6936.0	6404.0	30355.0	29530.0	1436.0	25197.0	30886.0	9392.0	7805.0	11119.0	5921.0	9958.0	20621.0	10822.0	17371.0
NF1_E57_STA100952	5881.0	7528.0	5947.0	7127.0	35048.0	29141.0	1820.0	23636.0	26096.0	13428.0	7595.0	12469.0	8863.0	8275.0	23031.0	11898.0	19844.0
NF1_E57_STA100953	8575.0	11257.0	8324.0	10089.0	55048.0	41345.0	2512.0	34354.0	37063.0	19783.0	13206.0	19820.0	13297.0	14703.0	34468.0	20293.0	25901.0
NF1_E58_STA100954	3467.0	4674.0	3460.0	3636.0	20361.0	19951.0	909.0	15848.0	18200.0	5475.0	4315.0	8083.0	3861.0	7839.0	12527.0	6969.0	7658.0
NF1_E58_STA100955	3618.0	5866.0	5072.0	5429.0	21479.0	21606.0	794.0	21059.0	20826.0	8913.0	5287.0	8155.0	5367.0	6749.0	18023.0	8561.0	12839.0
NF1_E58_STA100956	6533.0	7827.0	6845.0	8291.0	35912.0	34311.0	1562.0	28185.0	31522.0	17716.0	9606.0	12076.0	11086.0	10840.0	27917.0	11758.0	21645.0
RAD51D_E10_STA100957	5203.0	7037.0	6146.0	6133.0	30066.0	25612.0	1661.0	21750.0	25362.0	13470.0	4372.0	5862.0	6816.0	8762.0	25503.0	9660.0	15081.0
RAD51D_E9_STA100958	2524.0	2688.0	3198.0	2745.0	11823.0	14652.0	795.0	10831.0	14625.0	4405.0	1831.0	2134.0	2286.0	5300.0	10557.0	4504.0	4516.0
RAD51D_E9_STA100959	4952.0	6695.0	8410.0	6634.0	27880.0	31129.0	1580.0	24865.0	31100.0	14550.0	5104.0	5155.0	5158.0	9740.0	27366.0	10838.0	17097.0
RAD51D_E8_STA100960	1611.0	1945.0	1904.0	1773.0	6701.0	8305.0	363.0	6638.0	8536.0	3860.0	1035.0	1383.0	1473.0	2386.0	7193.0	2567.0	4300.0
RAD51D_E8_STA100961	1841.0	2558.0	2299.0	2602.0	7241.0	12469.0	443.0	9579.0	11588.0	4100.0	1226.0	1867.0	1828.0	3073.0	8999.0	3404.0	4801.0
RAD51D_E8_STA100962	385.0	568.0	540.0	481.0	1805.0	3177.0	140.0	2220.0	2199.0	520.0	185.0	376.0	597.0	609.0	2046.0	644.0	1038.0
RAD51D_E7_STA100963	8440.0	8225.0	9638.0	8415.0	43999.0	40612.0	2436.0	32308.0	42872.0	18008.0	5879.0	7226.0	9982.0	12616.0	33142.0	11651.0	22630.0
RAD51D_E7_STA101783	6709.0	7571.0	7447.0	7604.0	37726.0	31728.0	2010.0	29043.0	31308.0	14737.0	5267.0	6121.0	7044.0	9219.0	28371.0	10435.0	16648.0
RAD51D_E6_STA100965	1232.0	1976.0	2011.0	1976.0	7214.0	9846.0	430.0	7589.0	9993.0	3989.0	1671.0	1957.0	2077.0	2941.0	8122.0	2897.0	3862.0
RAD51D_E6_STA100966	4347.0	5854.0	4302.0	4496.0	28876.0	31478.0	1274.0	23913.0	26151.0	9130.0	3798.0	5318.0	5389.0	9566.0	22280.0	8901.0	11063.0
RAD51D_E5_STA100967	7872.0	10376.0	9081.0	9827.0	38221.0	39544.0	2323.0	34023.0	37845.0	18062.0	7717.0	10252.0	8923.0	13635.0	33383.0	13488.0	19623.0
RAD51D_E5_STA100968	13459.0	13877.0	12702.0	13692.0	78021.0	69075.0	3234.0	53856.0	62578.0	31810.0	13561.0	16085.0	14430.0	20203.0	57137.0	22421.0	32135.0
RAD51D_E5_STA100969	7681.0	7992.0	6817.0	7933.0	41820.0	36548.0	2163.0	28713.0	34081.0	19395.0	6802.0	8503.0	8824.0	12189.0	33440.0	13221.0	17286.0
RAD51D_E4_STA100970	11046.0	12833.0	13135.0	13120.0	60318.0	62528.0	3942.0	50008.0	62553.0	30791.0	12412.0	13987.0	13898.0	19406.0	52484.0	18566.0	32365.0
RAD51D_E4_STA100971	3828.0	5120.0	4070.0	4344.0	21547.0	18950.0	969.0	16441.0	22934.0	7186.0	3630.0	4964.0	3358.0	6826.0	15540.0	7374.0	7854.0
RAD51D_E3_STA100972	9153.0	9308.0	8195.0	11723.0	46412.0	40194.0	3466.0	31494.0	42935.0	22230.0	7410.0	9433.0	8112.0	15317.0	39218.0	17105.0	21776.0
RAD51D_E3_STA100973	2690.0	3344.0	2987.0	3526.0	15638.0	15175.0	723.0	10629.0	16810.0	5093.0	1785.0	2682.0	2324.0	5365.0	13281.0	4932.0	6292.0
RAD51D_E3_STA100974	6982.0	6974.0	7235.0	8238.0	29251.0	32414.0	1672.0	25061.0	35179.0	15196.0	5053.0	6188.0	5678.0	12031.0	30391.0	11368.0	18326.0
RAD51D_E2_STA100975	3031.0	3889.0	3607.0	3462.0	18500.0	13595.0	1038.0	11678.0	15099.0	7856.0	1973.0	2617.0	2724.0	5716.0	14439.0	5542.0	8182.0
RAD51D_E1_STA100976	831.0	843.0	1080.0	1302.0	4171.0	3930.0	315.0	3166.0	4121.0	2515.0	519.0	553.0	989.0	1307.0	4166.0	1607.0	2478.0
ERBB2_E0_STA101633	1269.0	1770.0	1544.0	1643.0	5120.0	6148.0	490.0	5867.0	8061.0	3723.0	1072.0	975.0	1465.0	2353.0	7508.0	1865.0	4873.0
ERBB2_E5_STA101346	2105.0	2710.0	3130.0	1789.0	11659.0	10259.0	730.0	6428.0	9311.0	6445.0	912.0	1319.0	1818.0	3225.0	9431.0	2961.0	6720.0
ERBB2_E6_STA101347	595.0	506.0	530.0	430.0	2376.0	2438.0	106.0	1614.0	2444.0	850.0	207.0	349.0	284.0	1054.0	1932.0	984.0	1028.0
ERBB2_E7_STA101348	12157.0	9782.0	9930.0	7114.0	45240.0	39199.0	2934.0	30698.0	40383.0	21364.0	4877.0	7794.0	5912.0	14730.0	40884.0	13558.0	25255.0
ERBB2_E8_STA101349	4739.0	5145.0	4149.0	3013.0	22704.0	18327.0	1361.0	15270.0	21261.0	10501.0	2491.0	2663.0	2689.0	6299.0	17784.0	7301.0	13287.0
ERBB2_E9_STA101350	4990.0	5889.0	5350.0	4515.0	28525.0	22368.0	1579.0	17291.0	23087.0	12972.0	2785.0	3649.0	4115.0	7923.0	23616.0	7480.0	17134.0
ERBB2_E10_STA101351	12911.0	12748.0	12627.0	9702.0	54894.0	52071.0	3507.0	43840.0	54513.0	32166.0	5403.0	8309.0	8144.0	18259.0	54446.0	18108.0	36999.0
ERBB2_E11_STA101352	2013.0	1739.0	2601.0	1500.0	7757.0	9509.0	527.0	7668.0	10838.0	4662.0	1374.0	1833.0	1323.0	3730.0	8726.0	2577.0	4708.0
ERBB2_E13_STA101354	451.0	483.0	590.0	393.0	1757.0	2509.0	128.0	1889.0	2948.0	756.0	195.0	380.0	334.0	856.0	1762.0	612.0	1046.0
ERBB2_E14_STA101355	5131.0	5135.0	5052.0	3108.0	22065.0	18853.0	1421.0	15178.0	18903.0	10863.0	2333.0	3112.0	4112.0	6323.0	19018.0	7128.0	11777.0
ERBB2_E15_STA101356	7152.0	9266.0	7589.0	6588.0	33861.0	34955.0	2292.0	26967.0	36032.0	12610.0	2473.0	4951.0	4923.0	12119.0	30626.0	11767.0	21964.0
ERBB2_E16_STA101357	1332.0	1757.0	2477.0	1439.0	4316.0	7270.0	343.0	5240.0	7268.0	3392.0	642.0	749.0	1170.0	1963.0	6940.0	2273.0	4802.0
ERBB2_E17_STA101642	1248.0	1561.0	1584.0	1354.0	7353.0	5649.0	350.0	5861.0	6891.0	3372.0	894.0	812.0	1039.0	1661.0	6184.0	2065.0	4626.0
ERBB2_E18_STA101359	7721.0	9015.0	7578.0	5043.0	41792.0	34784.0	1894.0	23534.0	30580.0	18149.0	3679.0	5884.0	6171.0	10562.0	30513.0	11775.0	22225.0
ERBB2_E19_STA101360	5958.0	5605.0	5070.0	3983.0	24343.0	23475.0	1089.0	17770.0	21255.0	12872.0	3041.0	3361.0	5236.0	7118.0	22517.0	7309.0	14108.0
ERBB2_E20_STA101645	6465.0	6137.0	7348.0	5067.0	34872.0	27886.0	2168.0	24036.0	33878.0	16072.0	3150.0	4434.0	4469.0	10806.0	28960.0	11304.0	20302.0
ERBB2_E21_STA101362	560.0	1255.0	659.0	962.0	4947.0	4174.0	123.0	1777.0	4857.0	1732.0	637.0	464.0	560.0	1094.0	2689.0	2044.0	1582.0
ERBB2_E22_STA101613	10156.0	10434.0	10550.0	7581.0	34390.0	41330.0	2885.0	36569.0	42119.0	16263.0	5118.0	7187.0	5467.0	14789.0	38100.0	14856.0	27878.0
ERBB2_E22_STA100071	9181.0	10635.0	11819.0	6766.0	39922.0	35430.0	3006.0	35262.0	43832.0	20310.0	4488.0	7381.0	6962.0	13762.0	38759.0	12806.0	27703.0
ERBB2_E23_STA100072	3073.0	3053.0	3024.0	2288.0	14535.0	12776.0	773.0	10981.0	13851.0	7208.0	1028.0	1869.0	1780.0	4399.0	13058.0	4539.0	8682.0
ERBB2_E23_STA100073	4782.0	4101.0	5397.0	3263.0	22412.0	18273.0	1323.0	16065.0	19701.0	10773.0	1601.0	2430.0	2648.0	6055.0	18413.0	6208.0	11994.0
ERBB2_E23_STA100074	515.0	597.0	979.0	364.0	1683.0	2275.0	80.0	1948.0	2257.0	1126.0	276.0	253.0	386.0	622.0	2471.0	778.0	1618.0
ERBB2_E24_STA100075	3170.0	3096.0	3485.0	2078.0	15329.0	10774.0	986.0	10222.0	12621.0	7144.0	1158.0	1809.0	2014.0	4501.0	11006.0	4681.0	7809.0
ERBB2_E24_STA100076	9206.0	8156.0	7707.0	5067.0	33707.0	30280.0	2014.0	25517.0	37358.0	13630.0	3183.0	4929.0	3426.0	11833.0	29118.0	10663.0	17931.0
ERBB2_E26_STA101363	10394.0	9314.0	10340.0	6088.0	43720.0	36992.0	2621.0	30684.0	44676.0	21694.0	4130.0	5204.0	6002.0	13542.0	38093.0	13869.0	22258.0
ERBB2_E27_STA101364	727.0	1026.0	1159.0	558.0	2548.0	3829.0	186.0	2676.0	3391.0	1819.0	381.0	380.0	661.0	1018.0	3486.0	996.0	2190.0
ERBB2_E28_STA101365	5452.0	5010.0	6480.0	3535.0	20669.0	23191.0	1138.0	18455.0	25450.0	11577.0	2424.0	2707.0	4186.0	7438.0	23707.0	6804.0	15296.0
ERBB2_E29_STA101366	6160.0	5219.0	5589.0	3964.0	24497.0	24469.0	1345.0	17954.0	26094.0	13614.0	3320.0	3278.0	4080.0	7637.0	24335.0	7562.0	17706.0
ERBB2_E30_STA101367	2193.0	2136.0	1753.0	1327.0	8430.0	7997.0	584.0	4890.0	7091.0	4826.0	733.0	983.0	1602.0	2147.0	7356.0	2760.0	4571.0
BRCA1_E23_STA100977	7521.0	7727.0	7956.0	4878.0	42184.0	39562.0	2086.0	34189.0	38277.0	12679.0	6111.0	8984.0	5696.0	13715.0	30351.0	12605.0	14549.0
BRCA1_E23_STA100978	5806.0	5923.0	6403.0	3540.0	36629.0	25656.0	1396.0	24600.0	26407.0	12192.0	4169.0	6526.0	4941.0	9257.0	23414.0	10425.0	9568.0
BRCA1_E22_STA100979	3539.0	4697.0	5698.0	2597.0	20213.0	17323.0	673.0	18017.0	17594.0	7210.0	2745.0	4035.0	3573.0	5277.0	14769.0	6647.0	9349.0
BRCA1_E21_STA100980	4924.0	6070.0	7189.0	4130.0	30555.0	28822.0	1532.0	25141.0	27724.0	11398.0	7000.0	10870.0	6817.0	10639.0	23689.0	11022.0	11746.0
BRCA1_E20_STA101745	4183.0	4817.0	4813.0	3668.0	24765.0	20776.0	1319.0	17380.0	22166.0	10776.0	6053.0	7316.0	6003.0	6555.0	17736.0	7658.0	9794.0
BRCA1_E19_STA101746	6531.0	7730.0	9397.0	4491.0	39667.0	29557.0	1923.0	33324.0	34599.0	14533.0	6037.0	7552.0	6272.0	10380.0	26467.0	12018.0	16081.0
