	C21D00402	C21D00444	D21D00412	M21D00435	N21D00374	N21D00379	N21D00401	N21D00404	N21D00438	N21D00440	P21D00366	P21D00372	P21D00373	P21D00386	P21D00389	P21D00391	P21D00395	P21D00396	P21D00397	P21D00398	P21D00399	P21D00405	P21D00408	P21D00436	P21D00437	P21D00442	P21D00447	S21D00410	X20D02486	X21D00400T
RB1_E17_STA100692	1360.0	2569.0	2205.0	3255.0	4843.0	5317.0	7631.0	2419.0	2482.0	106.0	7206.0	1398.0	2477.0	3990.0	144.0	496.0	6072.0	6396.0	3822.0	3009.0	7690.0	4294.0	2314.0	7492.0	6056.0	7672.0	968.0	901.0	5945.0	3266.0
RB1_E18_STA100693	2274.0	3468.0	4138.0	6841.0	6864.0	8823.0	14377.0	4206.0	3849.0	242.0	8600.0	1913.0	3645.0	4886.0	239.0	680.0	6748.0	10749.0	6360.0	5186.0	7658.0	5991.0	3741.0	11614.0	10039.0	13528.0	1254.0	1269.0	7237.0	4395.0
RB1_E18_STA100694	1979.0	3233.0	3513.0	5382.0	6988.0	6679.0	10864.0	3702.0	3393.0	148.0	8182.0	1257.0	3498.0	3971.0	335.0	549.0	6470.0	9653.0	5994.0	4224.0	7344.0	4550.0	3607.0	9772.0	7979.0	11952.0	1051.0	959.0	6877.0	3892.0
RB1_E19_STA100695	568.0	954.0	1219.0	1728.0	1788.0	2294.0	4027.0	726.0	1030.0	40.0	2748.0	456.0	1150.0	1097.0	32.0	200.0	1869.0	3097.0	1718.0	1058.0	2522.0	1617.0	1135.0	2965.0	1956.0	3557.0	264.0	304.0	2454.0	1055.0
RB1_E19_STA101820	1150.0	2565.0	2561.0	3480.0	3795.0	5285.0	11100.0	2444.0	2653.0	52.0	7330.0	1149.0	2569.0	3415.0	208.0	748.0	5182.0	6957.0	4161.0	2969.0	7462.0	4258.0	3354.0	7637.0	5225.0	8793.0	477.0	314.0	6088.0	3156.0
RB1_E19_STA100697	1404.0	2520.0	2362.0	3131.0	4285.0	4148.0	8001.0	3076.0	2004.0	238.0	5169.0	949.0	1898.0	2482.0	147.0	418.0	4004.0	5115.0	3067.0	2650.0	4409.0	3868.0	2665.0	6213.0	4260.0	7524.0	982.0	638.0	4181.0	2554.0
RB1_E20_STA100698	2688.0	3747.0	4485.0	6234.0	7148.0	9986.0	18731.0	3997.0	4253.0	100.0	13862.0	2206.0	3401.0	5724.0	282.0	1190.0	7835.0	10134.0	6260.0	5683.0	13136.0	7911.0	5358.0	12476.0	8490.0	15633.0	1159.0	484.0	9620.0	6776.0
RB1_E20_STA100699	3052.0	5128.0	5527.0	6442.0	8708.0	11655.0	21939.0	5016.0	5419.0	242.0	17648.0	2654.0	4555.0	7643.0	328.0	1230.0	10597.0	12314.0	8293.0	6678.0	15737.0	9842.0	6334.0	14499.0	12168.0	17890.0	1456.0	714.0	13302.0	7758.0
RB1_E20_STA100700	6818.0	8778.0	12617.0	13348.0	19617.0	27153.0	38918.0	11509.0	8117.0	316.0	25795.0	3412.0	8307.0	10448.0	417.0	1689.0	16938.0	25741.0	17041.0	12087.0	23767.0	14221.0	10129.0	23422.0	20896.0	34984.0	3875.0	2971.0	22858.0	10464.0
RB1_E21_STA100702	1386.0	2164.0	2900.0	3611.0	4704.0	5120.0	9589.0	2458.0	2545.0	142.0	6440.0	1177.0	2821.0	4379.0	128.0	352.0	4853.0	8180.0	4026.0	2921.0	5844.0	3719.0	3457.0	7946.0	5808.0	9065.0	701.0	736.0	6081.0	2530.0
RB1_E21_STA101831	1987.0	3587.0	4219.0	5256.0	7688.0	6234.0	11529.0	2826.0	4190.0	212.0	9305.0	1510.0	3555.0	5404.0	174.0	763.0	6896.0	10246.0	5607.0	4102.0	8480.0	5569.0	4434.0	11268.0	9123.0	13597.0	938.0	1235.0	9142.0	3634.0
RB1_E21_STA100704	412.0	834.0	1070.0	1165.0	1604.0	1573.0	2763.0	786.0	753.0	100.0	1940.0	330.0	865.0	1515.0	24.0	194.0	1420.0	2470.0	1365.0	1000.0	1906.0	1014.0	1188.0	2630.0	1950.0	3162.0	316.0	274.0	2117.0	873.0
RB1_E22_STA100706	2361.0	3864.0	3340.0	5397.0	6810.0	7158.0	14974.0	4702.0	3594.0	291.0	9648.0	1660.0	3586.0	6095.0	193.0	935.0	6834.0	9064.0	5359.0	3933.0	8800.0	5951.0	4526.0	11708.0	10189.0	13351.0	1785.0	1305.0	6710.0	4871.0
RB1_E22_STA100707	2341.0	4022.0	3634.0	5621.0	7024.0	6826.0	15249.0	4585.0	4125.0	162.0	9917.0	1610.0	3293.0	6235.0	392.0	716.0	7406.0	9710.0	5178.0	4363.0	9138.0	5651.0	4669.0	11084.0	9525.0	12414.0	1442.0	930.0	7876.0	5088.0
RB1_E23_STA101818	5771.0	8376.0	9151.0	12860.0	17599.0	19788.0	31876.0	8606.0	7788.0	485.0	18021.0	2959.0	7911.0	11452.0	365.0	1476.0	15496.0	20880.0	12557.0	10330.0	19169.0	11935.0	8788.0	22099.0	18333.0	28441.0	3134.0	2231.0	16433.0	10197.0
RB1_E23_STA100709	1865.0	3143.0	2586.0	3476.0	6785.0	6917.0	10266.0	2358.0	2511.0	184.0	10092.0	1776.0	3008.0	4332.0	164.0	613.0	6703.0	8276.0	5063.0	3428.0	10270.0	5017.0	3211.0	8736.0	7928.0	9409.0	1081.0	368.0	7872.0	4735.0
RB1_E24_STA100710	729.0	1232.0	1499.0	1887.0	2618.0	2394.0	4881.0	1857.0	1444.0	50.0	3166.0	669.0	1045.0	1986.0	80.0	225.0	2528.0	3269.0	1484.0	1893.0	3722.0	2346.0	1583.0	4690.0	3527.0	5067.0	451.0	356.0	3538.0	1811.0
RB1_E25_STA100711	604.0	1167.0	837.0	1326.0	2339.0	2122.0	3549.0	1131.0	1019.0	36.0	2853.0	546.0	1049.0	1769.0	88.0	208.0	2221.0	2604.0	1491.0	1421.0	3161.0	1739.0	1186.0	3269.0	2962.0	3350.0	371.0	380.0	1981.0	1400.0
RB1_E25_STA100712	6854.0	11024.0	10703.0	16842.0	17342.0	20882.0	38156.0	8681.0	12127.0	378.0	28204.0	4445.0	9763.0	17644.0	912.0	2934.0	22000.0	27140.0	17675.0	13630.0	27302.0	17796.0	11419.0	38380.0	29766.0	38595.0	2813.0	1819.0	23082.0	13151.0
RB1_E25_STA101817	6414.0	9964.0	8210.0	14801.0	15547.0	15382.0	31031.0	6077.0	9726.0	813.0	19724.0	3550.0	7724.0	12365.0	698.0	1647.0	17112.0	20333.0	12468.0	11705.0	18230.0	14815.0	9250.0	31095.0	25201.0	30956.0	2604.0	1911.0	20445.0	9997.0
RB1_E26_STA100714	572.0	1236.0	1389.0	1836.0	2270.0	1974.0	4206.0	1165.0	1166.0	62.0	2951.0	446.0	987.0	1787.0	62.0	246.0	2267.0	4081.0	1987.0	1280.0	2901.0	1757.0	1400.0	4157.0	2932.0	4563.0	400.0	385.0	2484.0	1335.0
RB1_E27_STA100715	10948.0	12335.0	12427.0	24073.0	29379.0	33346.0	48569.0	9734.0	14491.0	943.0	37365.0	5177.0	13188.0	19938.0	655.0	3043.0	28240.0	39651.0	25622.0	19264.0	36029.0	25113.0	12335.0	44120.0	38541.0	47363.0	4247.0	2946.0	28754.0	17070.0
AKT1_E5_STA100038	1103.0	1070.0	1292.0	236.0	2508.0	3269.0	5174.0	4811.0	587.0	20.0	2622.0	359.0	900.0	822.0	140.0	214.0	2133.0	2665.0	1186.0	1412.0	3635.0	1516.0	2207.0	896.0	906.0	4649.0	408.0	264.0	3248.0	1403.0
AKT1_E5_STA100039	2122.0	1840.0	2826.0	753.0	8160.0	6258.0	10127.0	10146.0	1184.0	143.0	4037.0	1012.0	2234.0	1954.0	128.0	255.0	3544.0	6636.0	2814.0	3452.0	6135.0	3052.0	4095.0	2428.0	2181.0	10547.0	1379.0	728.0	6101.0	1516.0
AKT1_E4_STA100040	2003.0	2204.0	2418.0	530.0	7688.0	7216.0	8333.0	9848.0	1374.0	103.0	5201.0	1247.0	2316.0	2776.0	128.0	262.0	3987.0	5580.0	2689.0	3590.0	8733.0	2637.0	5374.0	2105.0	1927.0	8485.0	1375.0	746.0	7989.0	2515.0
AKT1_E4_STA100041	1309.0	1058.0	1317.0	206.0	2956.0	3503.0	5044.0	5350.0	448.0	40.0	2173.0	350.0	937.0	815.0	74.0	68.0	1854.0	2540.0	1285.0	1506.0	2627.0	1234.0	2152.0	700.0	631.0	5079.0	811.0	454.0	2883.0	891.0
MAP2K1_E2_STA100042	572.0	379.0	423.0	483.0	1067.0	1512.0	2875.0	727.0	593.0	26.0	1968.0	292.0	533.0	316.0	23.0	111.0	871.0	1180.0	880.0	2319.0	2138.0	900.0	392.0	1307.0	948.0	2169.0	128.0	94.0	929.0	771.0
MAP2K1_E2_STA100043	12821.0	7940.0	8096.0	9810.0	32103.0	30957.0	41807.0	16123.0	8747.0	411.0	26357.0	3306.0	9599.0	5732.0	433.0	1200.0	15869.0	23435.0	14197.0	45409.0	34632.0	16549.0	7887.0	22444.0	18934.0	41002.0	4289.0	2134.0	19955.0	11120.0
MAP2K1_E2_STA100044	417.0	370.0	310.0	422.0	830.0	992.0	1940.0	399.0	499.0	28.0	1308.0	206.0	278.0	197.0	24.0	30.0	804.0	762.0	628.0	1300.0	1816.0	754.0	328.0	1054.0	665.0	1424.0	139.0	110.0	742.0	653.0
MAP2K1_E3_STA100045	4212.0	2121.0	3703.0	4347.0	10742.0	9250.0	15524.0	3169.0	4641.0	94.0	11408.0	1452.0	3896.0	1963.0	346.0	472.0	6027.0	12334.0	6233.0	16717.0	14395.0	6027.0	4230.0	8103.0	5178.0	14863.0	962.0	377.0	7262.0	4887.0
MAP2K1_E3_STA100046	5142.0	3418.0	4033.0	4970.0	13445.0	13555.0	20360.0	5913.0	6146.0	162.0	16395.0	2320.0	4494.0	3268.0	431.0	708.0	9623.0	14553.0	7700.0	21011.0	21955.0	9595.0	4695.0	12173.0	9027.0	18647.0	1235.0	450.0	9065.0	7038.0
MAP2K1_E3_STA100047	7389.0	4849.0	5260.0	6178.0	15928.0	14832.0	24471.0	9312.0	5588.0	326.0	14289.0	1774.0	6013.0	4191.0	472.0	1125.0	8527.0	14389.0	8554.0	23945.0	17325.0	9320.0	4695.0	12875.0	10482.0	24293.0	2410.0	1328.0	9347.0	7088.0
MAP2K1_E6_STA100048	6762.0	3567.0	4023.0	4256.0	13183.0	11825.0	16884.0	9138.0	4035.0	286.0	9861.0	1566.0	5062.0	2521.0	150.0	629.0	7518.0	12821.0	6555.0	17762.0	15844.0	7370.0	4547.0	8210.0	6817.0	19442.0	2548.0	1073.0	8308.0	4661.0
MAP2K1_E6_STA100049	4952.0	3414.0	3221.0	3554.0	10823.0	9381.0	14137.0	7822.0	3614.0	256.0	11302.0	1605.0	4496.0	2949.0	227.0	448.0	7279.0	10049.0	5496.0	15818.0	16489.0	6408.0	4033.0	6452.0	6354.0	15659.0	2084.0	797.0	8672.0	5388.0
MAP2K1_E7_STA100050	9598.0	5553.0	6270.0	6350.0	17302.0	15083.0	25145.0	10251.0	5477.0	466.0	16598.0	2030.0	5899.0	4163.0	351.0	978.0	8769.0	13780.0	7926.0	26575.0	20212.0	11806.0	6686.0	12019.0	10509.0	30278.0	3630.0	1767.0	10480.0	7554.0
MAP2K1_E7_STA100051	8353.0	5081.0	5424.0	4878.0	17340.0	18170.0	23589.0	10705.0	4075.0	258.0	15867.0	2536.0	6355.0	3613.0	332.0	483.0	9482.0	17602.0	9394.0	23891.0	22181.0	8635.0	5670.0	9860.0	8835.0	26408.0	2736.0	1152.0	12434.0	6599.0
MAP2K1_E7_STA100052	6071.0	2976.0	4676.0	3647.0	12973.0	10977.0	16950.0	9541.0	3549.0	216.0	10371.0	1600.0	4535.0	1991.0	268.0	554.0	5390.0	11172.0	6243.0	17514.0	15901.0	6294.0	3859.0	7089.0	5532.0	17890.0	1732.0	822.0	9509.0	4246.0
MAP2K1_E7_STA100053	7653.0	5643.0	5752.0	4278.0	19214.0	15824.0	22946.0	14596.0	4076.0	485.0	18444.0	2809.0	6073.0	4865.0	311.0	710.0	11126.0	14808.0	9403.0	24957.0	27483.0	10030.0	6329.0	12109.0	9646.0	25038.0	3145.0	1172.0	14176.0	7524.0
MAP2K1_E11_STA100054	1405.0	820.0	1054.0	1081.0	2364.0	2734.0	5532.0	1208.0	1030.0	42.0	3253.0	493.0	905.0	700.0	20.0	112.0	1298.0	2523.0	1914.0	4420.0	3478.0	1490.0	956.0	1996.0	1324.0	4201.0	410.0	328.0	1754.0	1338.0
MAP2K1_E11_STA100055	8148.0	4089.0	5011.0	6159.0	17928.0	16418.0	25423.0	6558.0	5845.0	244.0	16580.0	2750.0	5714.0	3228.0	390.0	976.0	9171.0	16674.0	9096.0	26184.0	23950.0	10488.0	5562.0	14792.0	11688.0	23230.0	1832.0	1282.0	11931.0	8153.0
MAP2K1_E11_STA101612	8599.0	5416.0	5031.0	7507.0	17284.0	15055.0	27905.0	8695.0	6993.0	238.0	19562.0	2394.0	5586.0	3283.0	599.0	956.0	11709.0	16938.0	8912.0	29751.0	23131.0	12408.0	5499.0	16717.0	14030.0	27044.0	2218.0	749.0	11551.0	8710.0
IDH2_E4_STA100057	4403.0	3395.0	4171.0	2750.0	8091.0	7774.0	12425.0	11172.0	2397.0	151.0	7919.0	973.0	3373.0	1762.0	97.0	556.0	5522.0	6858.0	3780.0	3436.0	10446.0	5258.0	4715.0	4318.0	4270.0	13042.0	1852.0	644.0	6658.0	4217.0
IDH2_E4_STA100058	2985.0	2062.0	2627.0	1535.0	7133.0	6073.0	7799.0	4897.0	1711.0	94.0	7346.0	1064.0	2357.0	1470.0	186.0	359.0	3936.0	5495.0	2802.0	2604.0	10929.0	4148.0	3512.0	3609.0	2842.0	8504.0	899.0	368.0	5799.0	3318.0
PALB2_E13_STA100716	592.0	431.0	662.0	501.0	1272.0	1232.0	2847.0	538.0	641.0	24.0	1357.0	291.0	436.0	430.0	10.0	98.0	997.0	1514.0	933.0	675.0	1307.0	546.0	642.0	1047.0	1008.0	1663.0	230.0	87.0	1157.0	736.0
PALB2_E13_STA100717	13536.0	9707.0	12150.0	16669.0	29831.0	28761.0	49346.0	11970.0	10747.0	759.0	26648.0	4500.0	11383.0	8945.0	502.0	1103.0	23185.0	30692.0	21491.0	15546.0	35472.0	18750.0	10708.0	29992.0	26443.0	39095.0	7624.0	3198.0	24266.0	15636.0
PALB2_E13_STA100718	6373.0	4282.0	6518.0	7899.0	8473.0	12467.0	21952.0	5951.0	7137.0	437.0	9974.0	2571.0	5510.0	6272.0	582.0	987.0	11683.0	13789.0	9042.0	7816.0	18032.0	10491.0	7792.0	10636.0	9293.0	21042.0	2230.0	763.0	491.0	9958.0
PALB2_E12_STA100719	896.0	1265.0	1079.0	1127.0	2559.0	2837.0	5987.0	1081.0	955.0	66.0	3474.0	775.0	1138.0	1232.0	82.0	234.0	2265.0	2383.0	2425.0	1314.0	4831.0	2414.0	1457.0	2207.0	2111.0	3808.0	607.0	148.0	2361.0	1856.0
PALB2_E12_STA100720	4726.0	3477.0	4354.0	4792.0	11133.0	10056.0	19748.0	3453.0	4294.0	136.0	9368.0	1523.0	3935.0	4005.0	367.0	904.0	6597.0	9392.0	8077.0	4715.0	12826.0	6976.0	3677.0	8772.0	7981.0	15457.0	2217.0	564.0	8592.0	4590.0
PALB2_E12_STA100721	12134.0	8709.0	10699.0	12776.0	27705.0	25446.0	36187.0	13087.0	7716.0	916.0	21586.0	3693.0	9477.0	8906.0	432.0	1520.0	16863.0	22985.0	16819.0	13277.0	27336.0	14913.0	10947.0	20060.0	18138.0	32446.0	7749.0	2970.0	18315.0	12037.0
PALB2_E11_STA100722	3759.0	2571.0	4819.0	5064.0	9362.0	8827.0	14909.0	3472.0	3146.0	262.0	8649.0	1357.0	3423.0	3195.0	126.0	785.0	6133.0	9526.0	7435.0	4241.0	10230.0	5837.0	3716.0	8539.0	6593.0	11552.0	1691.0	989.0	7674.0	3960.0
PALB2_E11_STA100723	865.0	937.0	908.0	1183.0	2869.0	2483.0	4222.0	1031.0	1226.0	100.0	3105.0	526.0	800.0	1000.0	26.0	170.0	2339.0	2942.0	1730.0	1492.0	5560.0	1654.0	1459.0	3418.0	2443.0	2984.0	481.0	113.0	2886.0	1875.0
PALB2_E10_STA100724	6708.0	4729.0	6823.0	9448.0	14948.0	15258.0	28133.0	6617.0	5426.0	281.0	15877.0	2261.0	5317.0	4609.0	445.0	1411.0	11243.0	15529.0	12340.0	8232.0	17788.0	10289.0	6553.0	15487.0	11885.0	22910.0	2744.0	1364.0	13581.0	7148.0
PALB2_E10_STA100725	5592.0	5144.0	6147.0	7384.0	13472.0	10929.0	19834.0	5531.0	4308.0	327.0	12131.0	2533.0	5390.0	3780.0	470.0	1079.0	9302.0	14131.0	9010.0	6166.0	16705.0	9995.0	6181.0	14216.0	12417.0	16738.0	3426.0	1907.0	9238.0	6098.0
PALB2_E9_STA100726	1402.0	1299.0	1313.0	1684.0	3611.0	3079.0	5634.0	2138.0	1077.0	86.0	3661.0	462.0	1196.0	1130.0	64.0	267.0	2173.0	2720.0	1876.0	1831.0	3906.0	2127.0	1767.0	3342.0	3156.0	4338.0	897.0	306.0	2405.0	1727.0
PALB2_E9_STA100727	6449.0	4608.0	5977.0	4861.0	13867.0	14012.0	25541.0	4923.0	4888.0	414.0	17166.0	2284.0	4808.0	5951.0	460.0	1705.0	9578.0	11794.0	8890.0	8475.0	21917.0	10581.0	5784.0	12360.0	11787.0	19940.0	2248.0	604.0	15290.0	8755.0
PALB2_E8_STA100728	8044.0	6747.0	8663.0	10622.0	21306.0	21688.0	29644.0	7356.0	6472.0	470.0	19157.0	2828.0	7580.0	9513.0	559.0	1224.0	13548.0	19428.0	13542.0	11092.0	27277.0	12325.0	9066.0	18479.0	15447.0	28348.0	4935.0	2242.0	21378.0	9104.0
PALB2_E8_STA100729	1386.0	1807.0	1494.0	1844.0	5067.0	4079.0	6765.0	1930.0	1509.0	178.0	4728.0	679.0	1442.0	2035.0	124.0	382.0	3632.0	3852.0	2455.0	1889.0	7285.0	3337.0	2495.0	4258.0	4163.0	5072.0	996.0	198.0	4093.0	2385.0
PALB2_E7_STA100730	6610.0	6814.0	5857.0	7199.0	14350.0	14262.0	29890.0	5206.0	6640.0	323.0	19151.0	3446.0	5851.0	5944.0	492.0	1689.0	13095.0	15460.0	12420.0	7146.0	24456.0	11952.0	7889.0	16031.0	12950.0	18291.0	3003.0	971.0	15243.0	10131.0
PALB2_E7_STA100731	5344.0	4498.0	4665.0	5965.0	11043.0	10233.0	20245.0	4618.0	3307.0	432.0	9643.0	1624.0	3287.0	3234.0	286.0	608.0	7932.0	10851.0	7774.0	5859.0	10351.0	7056.0	4733.0	11332.0	9095.0	14195.0	3045.0	1606.0	6917.0	5492.0
PALB2_E7_STA100732	4398.0	3401.0	5128.0	5133.0	11055.0	9367.0	16047.0	4869.0	3129.0	316.0	9053.0	1616.0	3821.0	3235.0	96.0	648.0	6404.0	10381.0	7814.0	5574.0	12029.0	5850.0	5033.0	9239.0	7552.0	14273.0	2628.0	1898.0	8859.0	4247.0
PALB2_E6_STA100733	2128.0	2536.0	2350.0	3164.0	6614.0	5120.0	9702.0	2373.0	2639.0	111.0	8472.0	1175.0	2618.0	2102.0	54.0	497.0	6225.0	6497.0	4810.0	3317.0	11341.0	4755.0	3196.0	8654.0	6642.0	7370.0	1414.0	434.0	6838.0	3719.0
PALB2_E5_STA100734	4849.0	4640.0	3834.0	5663.0	9547.0	8926.0	21527.0	4031.0	5116.0	312.0	13285.0	1886.0	4074.0	2259.0	342.0	1017.0	8339.0	10144.0	7478.0	5682.0	14363.0	8502.0	5031.0	12236.0	10373.0	14520.0	2104.0	876.0	7791.0	6831.0
PALB2_E5_STA100735	9768.0	5547.0	6893.0	9707.0	21097.0	21916.0	30568.0	6030.0	7980.0	338.0	18417.0	2824.0	6428.0	3256.0	206.0	1049.0	13957.0	17380.0	13286.0	8998.0	22234.0	11889.0	5939.0	17991.0	15644.0	22700.0	3669.0	1162.0	14787.0	8654.0
PALB2_E5_STA100736	3161.0	1928.0	2877.0	3561.0	6343.0	6881.0	13504.0	2114.0	2752.0	134.0	7423.0	1381.0	2526.0	1292.0	126.0	396.0	5091.0	6706.0	5796.0	3444.0	9140.0	4656.0	2407.0	7373.0	5670.0	8153.0	987.0	465.0	4746.0	3347.0
PALB2_E5_STA101784	7463.0	4945.0	6195.0	8427.0	16574.0	15422.0	24059.0	5258.0	5888.0	250.0	14281.0	2559.0	5516.0	3178.0	278.0	772.0	11143.0	13677.0	10410.0	7884.0	18337.0	9004.0	5646.0	15889.0	13059.0	20539.0	3455.0	1715.0	11758.0	7391.0
PALB2_E5_STA100738	1228.0	1128.0	851.0	1255.0	2391.0	2423.0	4786.0	1015.0	1272.0	44.0	3738.0	667.0	1143.0	946.0	156.0	172.0	2431.0	2362.0	1774.0	1282.0	4863.0	2149.0	1470.0	3284.0	2347.0	3022.0	460.0	248.0	1917.0	2045.0
PALB2_E5_STA100739	10494.0	8649.0	9295.0	13585.0	22132.0	21863.0	38533.0	6821.0	12861.0	454.0	37223.0	6874.0	10981.0	9488.0	710.0	1650.0	24442.0	25800.0	22939.0	13612.0	41041.0	20884.0	12341.0	27987.0	24821.0	33218.0	3469.0	1169.0	23482.0	15953.0
PALB2_E5_STA100740	6061.0	5819.0	5446.0	9049.0	13109.0	11029.0	21261.0	7791.0	6337.0	472.0	13385.0	2373.0	5953.0	3799.0	492.0	1184.0	10870.0	12827.0	9482.0	6758.0	15216.0	10486.0	6612.0	16280.0	14575.0	18230.0	3055.0	1508.0	9042.0	7806.0
PALB2_E5_STA100741	4830.0	3447.0	4578.0	5955.0	10074.0	10504.0	19085.0	3794.0	4448.0	196.0	9935.0	1896.0	3919.0	3029.0	326.0	1035.0	7986.0	11527.0	9211.0	5305.0	12811.0	7112.0	4420.0	12003.0	9620.0	15479.0	1821.0	921.0	8626.0	5136.0
PALB2_E5_STA100742	7686.0	5839.0	7295.0	10078.0	17887.0	16871.0	30790.0	5979.0	7345.0	354.0	18022.0	3128.0	6351.0	4642.0	421.0	1522.0	12858.0	19546.0	14537.0	9331.0	22201.0	11705.0	7326.0	20076.0	15859.0	26674.0	3061.0	1614.0	15884.0	8098.0
PALB2_E5_STA100743	8619.0	8484.0	7743.0	12317.0	17296.0	16850.0	27395.0	11884.0	8733.0	673.0	18423.0	3371.0	6856.0	5696.0	664.0	1412.0	16075.0	17571.0	12910.0	9322.0	23067.0	15764.0	9015.0	23675.0	22196.0	27183.0	5002.0	2657.0	13744.0	9730.0
PALB2_E4_STA100744	1496.0	1932.0	2476.0	2317.0	2452.0	4085.0	7229.0	4035.0	1785.0	82.0	2355.0	723.0	1775.0	1983.0	220.0	456.0	3381.0	2030.0	2618.0	2465.0	4905.0	2955.0	2303.0	2530.0	2394.0	6601.0	1117.0	662.0	1888.0	2769.0
PALB2_E4_STA100745	10832.0	7431.0	10340.0	10767.0	25629.0	24786.0	45547.0	9624.0	9394.0	650.0	28082.0	5954.0	11581.0	10840.0	624.0	2096.0	19954.0	20404.0	18889.0	14848.0	41834.0	19157.0	12902.0	27045.0	23543.0	35189.0	5489.0	1495.0	21695.0	15826.0
PALB2_E4_STA100746	5851.0	4377.0	5307.0	6034.0	11133.0	9645.0	23128.0	3641.0	4951.0	172.0	14125.0	1883.0	4892.0	4565.0	483.0	1094.0	8569.0	10799.0	8777.0	6621.0	17669.0	9388.0	4485.0	12824.0	11066.0	15458.0	1793.0	563.0	11232.0	6633.0
PALB2_E4_STA100747	6150.0	4544.0	5561.0	6302.0	11802.0	10189.0	24422.0	3847.0	5230.0	174.0	15018.0	1997.0	5123.0	4796.0	344.0	1132.0	9069.0	11391.0	9198.0	6992.0	18919.0	9908.0	4776.0	13630.0	11688.0	16120.0	1880.0	588.0	11715.0	7134.0
PALB2_E4_STA100748	9805.0	6171.0	9078.0	9929.0	18660.0	16536.0	35614.0	5222.0	8013.0	326.0	18814.0	2744.0	7599.0	5549.0	426.0	1484.0	14739.0	20203.0	12846.0	9385.0	24983.0	14055.0	8110.0	21085.0	19764.0	25090.0	3474.0	1124.0	14064.0	10544.0
PALB2_E4_STA100749	2083.0	1339.0	2368.0	2426.0	4824.0	4202.0	8915.0	1698.0	2105.0	82.0	4911.0	604.0	2067.0	1566.0	146.0	294.0	4247.0	5739.0	4234.0	2932.0	7186.0	3130.0	2339.0	5261.0	4842.0	6754.0	789.0	232.0	4490.0	2607.0
PALB2_E4_STA100750	2182.0	1646.0	1613.0	2225.0	4499.0	3362.0	6602.0	1143.0	1883.0	108.0	4563.0	794.0	1704.0	1762.0	120.0	314.0	2830.0	4323.0	2993.0	1762.0	5603.0	2610.0	2323.0	4845.0	3548.0	5535.0	749.0	571.0	3255.0	2350.0
PALB2_E4_STA100751	13623.0	9450.0	12238.0	18944.0	26394.0	23845.0	42969.0	9257.0	10588.0	750.0	25128.0	4003.0	9958.0	10086.0	810.0	2090.0	19288.0	27778.0	19385.0	14649.0	30371.0	19827.0	11711.0	33362.0	28112.0	36879.0	5941.0	2838.0	18517.0	12366.0
PALB2_E4_STA100752	8205.0	6977.0	7783.0	11599.0	19123.0	15223.0	31606.0	9311.0	8208.0	629.0	17963.0	3590.0	6930.0	7595.0	434.0	1941.0	14548.0	18491.0	11528.0	9250.0	23926.0	14558.0	8872.0	24656.0	20164.0	25662.0	4669.0	2097.0	13164.0	10414.0
PALB2_E4_STA100753	7387.0	6714.0	7382.0	10939.0	15538.0	13230.0	28970.0	8246.0	7929.0	454.0	17766.0	3117.0	5573.0	7426.0	448.0	1798.0	13033.0	14771.0	11425.0	8719.0	23192.0	13520.0	8365.0	22155.0	17308.0	24098.0	3426.0	1383.0	12476.0	9417.0
PALB2_E4_STA100754	2305.0	2367.0	2814.0	4021.0	5914.0	5034.0	10827.0	2235.0	2989.0	74.0	8605.0	1122.0	1854.0	2915.0	262.0	751.0	4605.0	5142.0	5174.0	3921.0	9885.0	4694.0	2847.0	8320.0	5995.0	9275.0	607.0	274.0	5790.0	3446.0
PALB2_E4_STA100755	1635.0	1636.0	1536.0	2245.0	4979.0	4246.0	9074.0	1541.0	2515.0	98.0	6753.0	1341.0	1864.0	1959.0	150.0	487.0	5084.0	5017.0	3605.0	2227.0	9477.0	4417.0	2136.0	6665.0	5944.0	5785.0	732.0	154.0	3757.0	3372.0
PALB2_E4_STA100756	1635.0	1633.0	1531.0	2242.0	4970.0	4243.0	9052.0	1533.0	2508.0	97.0	6753.0	1338.0	1863.0	1959.0	147.0	483.0	5084.0	5013.0	3596.0	2220.0	9477.0	4410.0	2131.0	6660.0	5930.0	5785.0	732.0	154.0	3753.0	3359.0
PALB2_E4_STA100757	4138.0	6186.0	8794.0	12898.0	22628.0	19690.0	33844.0	6144.0	9221.0	430.0	23063.0	4087.0	8612.0	7967.0	466.0	1669.0	17043.0	24491.0	17382.0	10809.0	26560.0	14629.0	8530.0	26205.0	23196.0	29973.0	3330.0	1349.0	16569.0	11110.0
PALB2_E4_STA100758	5891.0	3893.0	5638.0	8381.0	14281.0	14144.0	20677.0	4351.0	5451.0	543.0	15807.0	2350.0	6001.0	5312.0	476.0	712.0	11007.0	15723.0	10735.0	7752.0	18082.0	10287.0	5452.0	16130.0	15469.0	18656.0	2172.0	999.0	12707.0	6590.0
PALB2_E4_STA100759	3845.0	2908.0	3431.0	6007.0	8682.0	8576.0	15546.0	3940.0	3691.0	363.0	8878.0	1454.0	3376.0	4086.0	220.0	683.0	6685.0	10208.0	6870.0	4838.0	11519.0	5998.0	4217.0	11095.0	9404.0	13009.0	1652.0	949.0	7215.0	4516.0
