	D20D02477T	D20D02527	D21D00009T	D21D00012T	K20D02522T	M20D02483	M20D02521	M20D02532	M21D00003	M21D00004	M21D00010	N21D00002	N21D00011	N21D00032	P20D02524	P20D02526	P20D02528	P20D02529	P21D00014	P21D00017	P21D00020	P21D00025	P21D00036	P21D00039	P21D00041	S21D00030T	U21D00008	X20D02446HPV
DDR2_E10_STA100405	6378.0	3827.0	10896.0	2600.0	1771.0	2910.0	7518.0	4336.0	4085.0	14109.0	11653.0	18027.0	14998.0	42526.0	462.0	268.0	313.0	12788.0	388.0	4047.0	2122.0	4024.0	12382.0	3067.0	10247.0	1275.0	643.0	4083.0
DDR2_E10_STA100406	10921.0	8878.0	25461.0	5029.0	3069.0	5900.0	18164.0	12802.0	8058.0	29573.0	30845.0	40270.0	56901.0	86287.0	884.0	520.0	470.0	32745.0	1252.0	9557.0	3979.0	10616.0	31324.0	5725.0	19047.0	2722.0	1486.0	8869.0
DDR2_E10_STA100407	6248.0	4868.0	13929.0	2738.0	1631.0	3225.0	9527.0	6091.0	4070.0	15903.0	16678.0	21573.0	30454.0	48530.0	368.0	267.0	279.0	16557.0	652.0	5146.0	2084.0	5053.0	16167.0	3183.0	10332.0	1346.0	810.0	4769.0
DDR2_E10_STA100408	8247.0	5092.0	15986.0	3237.0	2187.0	3451.0	10531.0	6262.0	4060.0	18113.0	20198.0	25056.0	39650.0	62188.0	361.0	334.0	465.0	17914.0	822.0	5880.0	2518.0	5199.0	17579.0	3657.0	12106.0	1320.0	1013.0	4947.0
DDR2_E10_STA100409	15394.0	9755.0	34362.0	6137.0	3908.0	8966.0	23346.0	15051.0	10719.0	37496.0	33784.0	43462.0	57249.0	96343.0	1054.0	691.0	1254.0	40321.0	1197.0	9628.0	4847.0	14837.0	34483.0	9377.0	26968.0	3803.0	2148.0	8809.0
DDR2_E11_STA100410	3009.0	2640.0	6912.0	1518.0	1099.0	1974.0	4869.0	3065.0	2208.0	7800.0	10576.0	7429.0	15736.0	22948.0	273.0	155.0	199.0	6584.0	479.0	3007.0	1118.0	2816.0	8380.0	1648.0	5501.0	970.0	457.0	1938.0
DDR2_E12_STA100411	10043.0	5195.0	18206.0	3811.0	2931.0	4719.0	11550.0	6539.0	5534.0	16481.0	21809.0	20727.0	34153.0	55673.0	594.0	220.0	590.0	17727.0	734.0	5988.0	2488.0	6393.0	16481.0	4398.0	14713.0	1951.0	1146.0	4964.0
DDR2_E12_STA100412	980.0	691.0	1448.0	664.0	205.0	299.0	788.0	568.0	527.0	1180.0	2278.0	2598.0	4293.0	9136.0	36.0	48.0	132.0	1996.0	125.0	805.0	263.0	260.0	1990.0	487.0	1111.0	153.0	110.0	463.0
DDR2_E13_STA100413	11154.0	7272.0	22640.0	4246.0	4000.0	6364.0	16233.0	9903.0	6220.0	27583.0	25218.0	31729.0	47809.0	68776.0	678.0	322.0	919.0	23624.0	1403.0	7471.0	4531.0	8106.0	22343.0	5395.0	20566.0	2723.0	1272.0	6871.0
DDR2_E13_STA100414	4615.0	4084.0	10086.0	2635.0	1113.0	2600.0	7709.0	3808.0	2956.0	13525.0	4581.0	17230.0	22317.0	36400.0	241.0	324.0	387.0	13786.0	682.0	3552.0	1977.0	2846.0	14320.0	2908.0	8357.0	1298.0	736.0	3612.0
DDR2_E13_STA100415	10043.0	6003.0	21140.0	3290.0	2284.0	5763.0	16368.0	9787.0	6352.0	27077.0	25631.0	26014.0	40280.0	59800.0	587.0	444.0	448.0	22157.0	987.0	6898.0	3374.0	11503.0	20411.0	5586.0	17201.0	2063.0	862.0	6154.0
DDR2_E14_STA100416	6433.0	3948.0	12561.0	2100.0	1291.0	3120.0	7604.0	5008.0	4430.0	13918.0	17013.0	18997.0	28211.0	49306.0	506.0	186.0	259.0	14911.0	660.0	4114.0	1829.0	5371.0	14265.0	2806.0	8990.0	941.0	721.0	3927.0
DDR2_E14_STA101731	13095.0	10716.0	28807.0	5031.0	2704.0	6753.0	20056.0	8976.0	7311.0	34653.0	29528.0	40126.0	75240.0	89760.0	869.0	426.0	1069.0	34125.0	1920.0	10677.0	4566.0	10496.0	38507.0	6798.0	22893.0	2423.0	1127.0	10445.0
DDR2_E14_STA100418	19477.0	13585.0	43519.0	7510.0	4247.0	10741.0	30976.0	16628.0	12704.0	50332.0	51737.0	63008.0	87357.0	146200.0	1331.0	694.0	1168.0	48234.0	2345.0	13621.0	5633.0	16452.0	48696.0	11012.0	32968.0	4080.0	2100.0	12977.0
DDR2_E14_STA100419	7019.0	5764.0	18217.0	3020.0	1713.0	4224.0	12612.0	7525.0	5527.0	20222.0	23926.0	23216.0	37755.0	61143.0	480.0	283.0	471.0	17691.0	1018.0	5733.0	2360.0	6823.0	19776.0	4113.0	13444.0	1512.0	1123.0	5522.0
DDR2_E15_STA100420	10055.0	6779.0	18839.0	4214.0	3494.0	5233.0	13065.0	8879.0	6123.0	18397.0	28481.0	19035.0	35542.0	52818.0	498.0	216.0	616.0	17569.0	973.0	6313.0	3087.0	6200.0	20466.0	5295.0	13625.0	3119.0	1635.0	5037.0
DDR2_E15_STA100421	2680.0	1833.0	5761.0	1370.0	762.0	1289.0	3840.0	2107.0	1803.0	4989.0	8620.0	6122.0	10952.0	15435.0	169.0	162.0	190.0	4947.0	307.0	2132.0	1031.0	1662.0	5844.0	1356.0	3786.0	715.0	435.0	1675.0
DDR2_E16_STA100422	8919.0	5468.0	16676.0	3952.0	3453.0	4529.0	12912.0	8176.0	4514.0	17930.0	25802.0	13758.0	32461.0	37187.0	463.0	282.0	374.0	12427.0	841.0	5407.0	2596.0	8513.0	16508.0	4404.0	12717.0	2363.0	835.0	4642.0
DDR2_E16_STA100423	6115.0	5479.0	13545.0	2871.0	2403.0	3323.0	9699.0	5427.0	3773.0	15713.0	16410.0	15589.0	32881.0	34707.0	314.0	271.0	480.0	10513.0	1054.0	5470.0	2124.0	4511.0	16366.0	2877.0	11343.0	1930.0	900.0	4185.0
DDR2_E16_STA100424	9527.0	8077.0	19308.0	4112.0	2607.0	3945.0	13586.0	7982.0	5886.0	17371.0	23479.0	26400.0	40241.0	65378.0	528.0	289.0	1058.0	21281.0	1037.0	7105.0	2895.0	4856.0	25945.0	4945.0	14702.0	2939.0	1447.0	4966.0
DDR2_E17_STA100425	4566.0	3991.0	8428.0	2127.0	1550.0	2312.0	6809.0	4189.0	2739.0	8356.0	13519.0	10772.0	21714.0	32992.0	268.0	278.0	240.0	8478.0	606.0	3546.0	1540.0	2792.0	11949.0	2420.0	6628.0	1242.0	522.0	2691.0
DDR2_E17_STA100426	15475.0	10836.0	31089.0	6126.0	4946.0	7347.0	21237.0	13572.0	9862.0	32003.0	38727.0	43172.0	60177.0	106262.0	765.0	511.0	1358.0	34983.0	1529.0	10619.0	5114.0	9246.0	34208.0	8150.0	23397.0	4378.0	1812.0	8729.0
DDR2_E17_STA100427	28234.0	18664.0	55733.0	11409.0	8872.0	14882.0	39364.0	25447.0	17904.0	56527.0	66057.0	81703.0	105433.0	179538.0	1303.0	1024.0	2526.0	69749.0	2796.0	17383.0	9846.0	17817.0	56620.0	15265.0	42131.0	7291.0	3291.0	16596.0
DDR2_E18_STA100428	7350.0	4728.0	13424.0	2785.0	2129.0	3678.0	8648.0	5924.0	3128.0	12375.0	17449.0	12468.0	25355.0	40033.0	367.0	339.0	387.0	11899.0	791.0	5157.0	2062.0	4401.0	15035.0	3820.0	9941.0	1676.0	1070.0	4025.0
DDR2_E18_STA100429	20224.0	14960.0	38054.0	9785.0	6026.0	10475.0	29621.0	16489.0	9478.0	40691.0	44164.0	45848.0	83370.0	114180.0	839.0	1021.0	1721.0	39661.0	2797.0	15571.0	7737.0	11021.0	47032.0	10612.0	32176.0	6303.0	2553.0	11485.0
DDR2_E18_STA100430	12603.0	10313.0	24994.0	6522.0	5238.0	6481.0	20708.0	12310.0	6882.0	32121.0	31423.0	33169.0	58272.0	73956.0	714.0	652.0	1456.0	24920.0	1658.0	10998.0	4770.0	8569.0	28601.0	6307.0	23817.0	4737.0	1902.0	8269.0
DDR2_E19_STA100431	5452.0	4427.0	11112.0	2495.0	1446.0	2550.0	7818.0	5367.0	3445.0	10532.0	14034.0	11418.0	22383.0	36295.0	431.0	244.0	517.0	11110.0	786.0	4478.0	2171.0	3664.0	15737.0	2818.0	8914.0	1952.0	958.0	3104.0
DDR2_E19_STA100432	18634.0	13059.0	37267.0	7624.0	4609.0	8887.0	28412.0	19014.0	11319.0	42713.0	48693.0	52430.0	82381.0	137271.0	984.0	1141.0	1942.0	45565.0	1945.0	12269.0	6888.0	10379.0	44046.0	9191.0	28990.0	4649.0	2625.0	12976.0
DDR2_E19_STA100433	8319.0	5610.0	15654.0	3159.0	1902.0	4125.0	13223.0	7716.0	3710.0	16434.0	22174.0	20770.0	34476.0	59355.0	438.0	319.0	388.0	17228.0	1051.0	5712.0	2420.0	4929.0	16171.0	3886.0	12758.0	1804.0	1032.0	5154.0
H3F3A_E2_STA100009	10393.0	7581.0	17932.0	5723.0	3377.0	5110.0	12304.0	9283.0	6437.0	10484.0	20536.0	25449.0	41300.0	69348.0	553.0	611.0	1397.0	19194.0	1230.0	7088.0	4106.0	4595.0	22626.0	4757.0	14353.0	3839.0	1076.0	6290.0
H3F3A_E2_STA101614	13968.0	11410.0	30069.0	7178.0	6995.0	7949.0	22018.0	14248.0	9193.0	23154.0	32765.0	41803.0	70698.0	97216.0	762.0	700.0	1119.0	29267.0	1492.0	10073.0	5985.0	8056.0	30535.0	7209.0	22639.0	5594.0	1566.0	9358.0
H3F3A_E2_STA100011	7981.0	5400.0	16917.0	3433.0	3389.0	4272.0	10240.0	7086.0	4538.0	11608.0	17348.0	17989.0	31287.0	46547.0	410.0	293.0	484.0	14554.0	798.0	4391.0	2715.0	5389.0	14004.0	4086.0	11465.0	2243.0	1023.0	4550.0
ALK_E29_STA100103	13978.0	15532.0	38052.0	3938.0	2123.0	7454.0	18508.0	10152.0	4288.0	32136.0	9041.0	38611.0	48467.0	42448.0	394.0	417.0	993.0	23687.0	794.0	8136.0	2638.0	6151.0	25611.0	7643.0	19379.0	1208.0	1622.0	3762.0
ALK_E29_STA101368	11885.0	12742.0	33658.0	3575.0	2267.0	7088.0	17110.0	8382.0	6538.0	31744.0	17046.0	36404.0	46624.0	76829.0	725.0	385.0	684.0	18415.0	1318.0	7709.0	3404.0	11684.0	24023.0	5792.0	15172.0	1192.0	1107.0	7256.0
ALK_E29_STA100104	8437.0	11854.0	26153.0	3259.0	2164.0	5199.0	12391.0	6505.0	5793.0	27766.0	9701.0	31064.0	45436.0	63354.0	709.0	425.0	620.0	14538.0	948.0	6796.0	2950.0	6839.0	21486.0	4659.0	14588.0	1251.0	937.0	6910.0
ALK_E29_STA100105	7309.0	10272.0	20286.0	2539.0	1978.0	8198.0	9916.0	6004.0	6859.0	23407.0	13114.0	23173.0	32574.0	69623.0	842.0	331.0	615.0	14775.0	758.0	6566.0	3455.0	9518.0	23118.0	4367.0	10954.0	1293.0	989.0	7015.0
ALK_E29_STA100106	9009.0	10088.0	24761.0	2749.0	1217.0	4958.0	11100.0	5555.0	5429.0	22021.0	10800.0	28090.0	37474.0	61672.0	656.0	154.0	787.0	15416.0	726.0	5881.0	2942.0	8351.0	21477.0	5397.0	11210.0	1186.0	1064.0	5162.0
ALK_E29_STA100107	9377.0	12880.0	27753.0	3647.0	1369.0	6593.0	14263.0	6475.0	5893.0	31812.0	9970.0	36864.0	49296.0	74235.0	545.0	434.0	940.0	17875.0	1138.0	7574.0	4072.0	8717.0	32811.0	6439.0	14137.0	1865.0	1201.0	6770.0
ALK_E29_STA100108	11221.0	14494.0	33609.0	3821.0	1842.0	7055.0	17372.0	8656.0	7123.0	35836.0	14913.0	40877.0	55136.0	84941.0	645.0	562.0	739.0	19579.0	1346.0	8353.0	4458.0	12624.0	32089.0	6891.0	16026.0	1706.0	1361.0	8018.0
ALK_E29_STA100109	13371.0	16225.0	37876.0	4844.0	2656.0	7892.0	18191.0	9196.0	8647.0	30162.0	19089.0	37229.0	57317.0	92290.0	997.0	557.0	702.0	20339.0	1201.0	9775.0	4642.0	11138.0	30237.0	7121.0	16665.0	1851.0	1502.0	7520.0
ALK_E29_STA101369	3566.0	4050.0	9123.0	1109.0	934.0	1755.0	4503.0	2723.0	2135.0	7538.0	5906.0	9125.0	16994.0	22821.0	204.0	181.0	156.0	4602.0	364.0	2543.0	1006.0	2866.0	7069.0	1729.0	4766.0	537.0	487.0	1947.0
ALK_E28_STA100110	15375.0	20748.0	39839.0	7477.0	6913.0	8477.0	21716.0	14687.0	10106.0	29236.0	26239.0	33135.0	59031.0	79226.0	1314.0	655.0	1104.0	20057.0	1534.0	9266.0	6404.0	11682.0	29577.0	7844.0	20973.0	4270.0	1610.0	8691.0
ALK_E28_STA100111	5847.0	10334.0	18443.0	2792.0	2821.0	3212.0	8881.0	6041.0	4171.0	14606.0	11561.0	14951.0	35078.0	39021.0	496.0	170.0	537.0	7364.0	596.0	4997.0	2643.0	4810.0	16542.0	3053.0	8571.0	1709.0	1054.0	3476.0
ALK_E28_STA100112	6762.0	11017.0	18950.0	3928.0	2386.0	3747.0	11284.0	7973.0	4553.0	14419.0	12630.0	19025.0	38783.0	47744.0	474.0	312.0	468.0	10942.0	814.0	6265.0	3010.0	4750.0	18493.0	3260.0	9475.0	2190.0	1078.0	4907.0
ALK_E27_STA101615	2927.0	6794.0	7904.0	1605.0	1136.0	1972.0	4924.0	2629.0	2389.0	8230.0	3966.0	11254.0	15402.0	26486.0	212.0	176.0	421.0	5186.0	502.0	2838.0	1338.0	2076.0	9495.0	1839.0	5184.0	1145.0	319.0	2874.0
ALK_E27_STA100114	3807.0	4502.0	8550.0	1389.0	625.0	1443.0	3335.0	1764.0	1822.0	4623.0	4748.0	10847.0	15387.0	31230.0	171.0	142.0	296.0	6053.0	285.0	2696.0	1161.0	1202.0	7176.0	1610.0	3776.0	669.0	542.0	2523.0
ALK_E27_STA100115	7155.0	9354.0	18883.0	2904.0	2124.0	3316.0	9890.0	5427.0	4248.0	13041.0	9312.0	19541.0	27215.0	48145.0	419.0	391.0	586.0	12057.0	894.0	4668.0	2648.0	3616.0	14731.0	3382.0	8789.0	1908.0	829.0	4098.0
ALK_E26_STA100116	1218.0	2803.0	4049.0	899.0	403.0	640.0	2878.0	1131.0	1073.0	4184.0	1832.0	6245.0	7565.0	12640.0	86.0	81.0	153.0	3434.0	292.0	1444.0	864.0	757.0	5260.0	739.0	2177.0	807.0	260.0	1163.0
ALK_E26_STA100117	3939.0	6036.0	12091.0	1778.0	1243.0	1700.0	7064.0	3597.0	2787.0	10517.0	6394.0	15511.0	24765.0	31950.0	210.0	143.0	487.0	6708.0	553.0	3720.0	1668.0	1920.0	10889.0	1686.0	5548.0	1283.0	482.0	2745.0
ALK_E25_STA100118	6229.0	6866.0	17504.0	2004.0	1282.0	3184.0	8263.0	4800.0	4369.0	14307.0	7757.0	21339.0	29956.0	45878.0	350.0	197.0	524.0	11184.0	467.0	3599.0	2353.0	4571.0	14198.0	3344.0	7573.0	948.0	617.0	4211.0
ALK_E25_STA100119	3557.0	3642.0	9251.0	1564.0	854.0	579.0	4366.0	2555.0	1968.0	4300.0	4994.0	8761.0	16757.0	24295.0	226.0	125.0	130.0	4473.0	184.0	1157.0	1025.0	2694.0	8111.0	1480.0	4050.0	442.0	352.0	1824.0
ALK_E24_STA100120	7353.0	6992.0	20547.0	2132.0	1618.0	4740.0	11672.0	5288.0	4811.0	20166.0	9498.0	23292.0	32557.0	43897.0	448.0	137.0	292.0	12333.0	661.0	4022.0	2761.0	6870.0	16264.0	3990.0	10958.0	1271.0	631.0	4012.0
ALK_E24_STA100121	12140.0	10657.0	32169.0	2985.0	1194.0	7057.0	13054.0	6235.0	7370.0	27010.0	12041.0	34086.0	49715.0	78512.0	856.0	307.0	614.0	18958.0	1040.0	5932.0	3723.0	9436.0	24164.0	6213.0	14358.0	1098.0	949.0	6317.0
ALK_E24_STA100122	5704.0	4355.0	14401.0	1100.0	652.0	3355.0	5920.0	2656.0	3208.0	11912.0	4939.0	12882.0	20146.0	29951.0	383.0	92.0	186.0	7187.0	435.0	2428.0	1423.0	4909.0	8982.0	2616.0	6821.0	386.0	368.0	2448.0
ALK_E23_STA100123	1763.0	1855.0	4272.0	652.0	152.0	735.0	2143.0	1154.0	1020.0	3710.0	1585.0	5765.0	8076.0	13944.0	118.0	60.0	83.0	3036.0	169.0	1030.0	748.0	1745.0	4913.0	919.0	1847.0	140.0	128.0	1035.0
ALK_E23_STA100124	5215.0	4998.0	14338.0	1406.0	767.0	3026.0	7204.0	3643.0	3093.0	13225.0	4734.0	16865.0	27791.0	35008.0	294.0	258.0	213.0	8599.0	584.0	2990.0	1828.0	4251.0	11897.0	2471.0	6924.0	678.0	359.0	3048.0
ALK_E22_STA100125	542.0	478.0	1162.0	146.0	51.0	252.0	452.0	246.0	310.0	921.0	340.0	1778.0	2712.0	3276.0	31.0	18.0	45.0	948.0	29.0	292.0	159.0	205.0	1051.0	252.0	582.0	46.0	21.0	354.0
ALK_E21_STA100126	2428.0	3245.0	7325.0	756.0	448.0	1583.0	3501.0	1704.0	1687.0	9473.0	2442.0	10920.0	16381.0	20197.0	227.0	94.0	251.0	4806.0	279.0	1738.0	1107.0	2194.0	8301.0	1540.0	4507.0	280.0	231.0	1971.0
ALK_E20_STA101611	1115.0	1290.0	3206.0	317.0	78.0	698.0	1142.0	692.0	822.0	3989.0	1088.0	4960.0	7326.0	9872.0	74.0	37.0	48.0	1705.0	96.0	856.0	426.0	649.0	2675.0	478.0	1595.0	100.0	90.0	1012.0
ALK_E20_STA100128	4690.0	7316.0	16459.0	1515.0	863.0	5873.0	7183.0	6157.0	5045.0	25869.0	5952.0	27796.0	30204.0	62712.0	510.0	273.0	387.0	15149.0	469.0	4637.0	3108.0	6028.0	14989.0	3019.0	4971.0	861.0	568.0	3966.0
ALK_E20_STA100129	17839.0	15636.0	45628.0	3805.0	2004.0	11500.0	19647.0	12900.0	10309.0	46998.0	15021.0	55396.0	74715.0	113993.0	1430.0	533.0	703.0	29860.0	1187.0	8418.0	5777.0	14751.0	35842.0	9100.0	20313.0	1284.0	1322.0	10614.0
ALK_E20_STA100130	8449.0	6740.0	20049.0	1929.0	933.0	4925.0	7899.0	4909.0	4522.0	18110.0	7111.0	26462.0	40292.0	57755.0	699.0	306.0	491.0	12995.0	558.0	3608.0	2515.0	5457.0	16264.0	4640.0	9894.0	683.0	668.0	5731.0
ALK_E19_STA101370	11892.0	7106.0	26068.0	2443.0	1429.0	7200.0	14065.0	7954.0	6456.0	31965.0	10043.0	32470.0	56326.0	64191.0	782.0	362.0	331.0	17088.0	478.0	4837.0	3374.0	14173.0	23294.0	6648.0	16402.0	772.0	496.0	5329.0
ALK_E18_STA101371	4651.0	3061.0	10476.0	962.0	717.0	2101.0	3263.0	1974.0	2216.0	8253.0	2867.0	13676.0	19833.0	34789.0	300.0	185.0	254.0	6507.0	237.0	2217.0	1325.0	2428.0	8585.0	2341.0	5434.0	269.0	361.0	2366.0
ALK_E17_STA101372	8807.0	6754.0	20304.0	2216.0	1261.0	4175.0	9550.0	4726.0	4117.0	22103.0	6482.0	22641.0	46379.0	53421.0	587.0	238.0	140.0	12315.0	748.0	4916.0	2833.0	7982.0	16182.0	3616.0	10681.0	643.0	437.0	4248.0
ALK_E15_STA101374	5559.0	5762.0	12999.0	1711.0	589.0	3715.0	5990.0	2987.0	2664.0	15744.0	3469.0	17961.0	31575.0	35482.0	370.0	251.0	436.0	8403.0	602.0	3111.0	2208.0	3948.0	13899.0	3130.0	7926.0	532.0	301.0	3879.0
ALK_E14_STA101375	2816.0	2790.0	7426.0	867.0	464.0	1463.0	2979.0	1904.0	1463.0	5902.0	2953.0	6680.0	11391.0	17534.0	255.0	79.0	143.0	3748.0	165.0	1633.0	978.0	1759.0	5287.0	1129.0	3192.0	416.0	229.0	1536.0
ALK_E13_STA101376	924.0	759.0	1922.0	239.0	62.0	421.0	837.0	396.0	597.0	1726.0	1172.0	2454.0	4685.0	7328.0	24.0	64.0	32.0	1193.0	68.0	637.0	151.0	617.0	1903.0	281.0	731.0	90.0	55.0	625.0
ALK_E12_STA101377	433.0	461.0	908.0	97.0	32.0	162.0	359.0	143.0	212.0	831.0	195.0	1309.0	2208.0	2718.0	17.0	12.0	30.0	470.0	38.0	233.0	117.0	192.0	832.0	200.0	466.0	10.0	31.0	283.0
ALK_E11_STA101378	11286.0	12755.0	27177.0	2816.0	2275.0	5926.0	14495.0	7890.0	6209.0	24911.0	10807.0	27817.0	41795.0	62609.0	466.0	468.0	563.0	17045.0	835.0	6421.0	3905.0	7913.0	23502.0	5614.0	13663.0	1478.0	1084.0	6246.0
ALK_E10_STA101379	18899.0	24270.0	56046.0	5111.0	3968.0	9609.0	25435.0	14188.0	14047.0	47098.0	18521.0	61780.0	97040.0	134047.0	1505.0	713.0	1897.0	33354.0	1743.0	12561.0	6416.0	16703.0	53787.0	10628.0	26424.0	2235.0	1695.0	13981.0
ALK_E9_STA101380	666.0	760.0	1369.0	210.0	67.0	162.0	435.0	159.0	340.0	691.0	540.0	2049.0	2541.0	6169.0	60.0	10.0	126.0	906.0	53.0	479.0	145.0	196.0	1519.0	315.0	593.0	52.0	40.0	308.0
ALK_E8_STA101381	4231.0	11860.0	22549.0	3081.0	2033.0	5270.0	13823.0	5968.0	5531.0	23447.0	7715.0	28995.0	21024.0	53541.0	244.0	370.0	986.0	16583.0	1005.0	5622.0	3872.0	4722.0	22054.0	4695.0	12636.0	2359.0	664.0	5889.0
ALK_E7_STA101382	10663.0	12507.0	32591.0	3045.0	1935.0	5711.0	14897.0	9821.0	7776.0	30123.0	14043.0	40307.0	58142.0	78506.0	731.0	265.0	700.0	20498.0	954.0	8015.0	4372.0	8102.0	29730.0	5347.0	13953.0	1876.0	684.0	7557.0
ALK_E6_STA101383	7312.0	8767.0	18877.0	2574.0	933.0	3811.0	10405.0	4359.0	5318.0	23421.0	6162.0	29003.0	47936.0	56414.0	585.0	371.0	594.0	12173.0	789.0	4949.0	2493.0	5660.0	20042.0	4091.0	11211.0	787.0	537.0	5783.0
ALK_E5_STA101384	24716.0	23807.0	69940.0	8655.0	5208.0	14425.0	35065.0	16280.0	16936.0	60509.0	30192.0	71605.0	94331.0	161027.0	1676.0	618.0	1414.0	42493.0	1853.0	15896.0	8922.0	20288.0	54754.0	13267.0	28661.0	4469.0	1928.0	13070.0
ALK_E4_STA101385	1383.0	1600.0	2945.0	527.0	99.0	487.0	1120.0	702.0	755.0	2180.0	1519.0	4073.0	5040.0	10546.0	58.0	48.0	142.0	1809.0	121.0	878.0	390.0	529.0	2715.0	593.0	1239.0	144.0	87.0	826.0
ALK_E3_STA101640	12273.0	18021.0	38065.0	4790.0	1929.0	6009.0	17978.0	8328.0	9593.0	43012.0	14543.0	50121.0	74040.0	97642.0	1107.0	734.0	1309.0	23982.0	1481.0	11055.0	5538.0	8818.0	41475.0	6000.0	17434.0	2190.0	1650.0	9909.0
ALK_E2_STA101387	6454.0	9334.0	16884.0	2897.0	2280.0	3152.0	8972.0	7712.0	3662.0	13178.0	14303.0	13549.0	31640.0	37583.0	340.0	230.0	264.0	7791.0	741.0	5381.0	2288.0	4933.0	16336.0	2942.0	7572.0	1365.0	692.0	3520.0
ALK_E1_STA101388	4047.0	3680.0	10369.0	955.0	437.0	2788.0	5047.0	2798.0	2049.0	10197.0	3981.0	12694.0	23650.0	28011.0	284.0	193.0	102.0	5617.0	267.0	2773.0	1021.0	5007.0	9450.0	2200.0	5844.0	325.0	298.0	2074.0
ALK_E1_STA102007	1454.0	1599.0	3225.0	297.0	133.0	664.0	1311.0	542.0	788.0	4577.0	730.0	6204.0	10431.0	11905.0	123.0	65.0	97.0	1466.0	163.0	1078.0	302.0	1112.0	4321.0	515.0	2071.0	65.0	180.0	873.0
IDH1_E4_STA100131	6171.0	7738.0	20887.0	4494.0	3553.0	3261.0	12490.0	7314.0	4417.0	13614.0	13298.0	17618.0	40420.0	43230.0	570.0	431.0	746.0	8728.0	1040.0	6333.0	3956.0	3669.0	20432.0	2680.0	7256.0	3118.0	1026.0	4728.0
IDH1_E4_STA100132	9529.0	7668.0	24893.0	5079.0	4228.0	4491.0	12584.0	7496.0	5092.0	12053.0	17219.0	19007.0	36211.0	55464.0	476.0	345.0	718.0	11897.0	1017.0	7547.0	3898.0	4085.0	21723.0	4033.0	7100.0	2502.0	1188.0	5244.0
IDH1_E4_STA100133	10406.0	7905.0	28431.0	4688.0	4858.0	5307.0	14939.0	8888.0	5808.0	14619.0	18149.0	19741.0	33706.0	52394.0	713.0	385.0	785.0	11495.0	1125.0	5601.0	4506.0	6323.0	20245.0	5097.0	8000.0	3053.0	1147.0	5703.0
IDH1_E4_STA100134	4745.0	6202.0	15305.0	3882.0	2717.0	2579.0	10748.0	5263.0	4002.0	10486.0	8502.0	14787.0	27371.0	32012.0	471.0	378.0	868.0	8265.0	717.0	4637.0	3626.0	3072.0	18398.0	2904.0	6068.0	2700.0	589.0	3688.0
ERBB4_E12_STA100135	13247.0	9469.0	34391.0	4930.0	6796.0	6841.0	21299.0	10252.0	8790.0	20728.0	23404.0	29800.0	59168.0	80619.0	975.0	390.0	1055.0	18157.0	1381.0	8485.0	4623.0	9935.0	28399.0	7941.0	11924.0	3574.0	1096.0	7997.0
ERBB4_E12_STA100136	6662.0	4498.0	15926.0	2577.0	2429.0	2937.0	8202.0	4661.0	3743.0	7755.0	11078.0	12573.0	27803.0	36553.0	406.0	228.0	461.0	7741.0	544.0	3953.0	2101.0	3228.0	13263.0	3374.0	5204.0	1738.0	751.0	3530.0
ERBB4_E12_STA100137	9014.0	5608.0	19093.0	3032.0	3311.0	3330.0	9475.0	5722.0	4175.0	9193.0	12635.0	16623.0	33628.0	47038.0	473.0	311.0	641.0	9481.0	775.0	4627.0	2851.0	4122.0	16843.0	4535.0	6767.0	2348.0	892.0	3938.0
ERBB4_E11_STA100138	1060.0	1661.0	2911.0	897.0	687.0	578.0	2183.0	930.0	970.0	2037.0	2364.0	3819.0	7175.0	8483.0	74.0	82.0	146.0	1691.0	152.0	1031.0	410.0	648.0	4306.0	655.0	1192.0	533.0	130.0	796.0
ERBB4_E11_STA101738	1333.0	1331.0	4152.0	595.0	769.0	752.0	2343.0	1297.0	1157.0	2583.0	3701.0	3671.0	7537.0	10232.0	138.0	57.0	140.0	1842.0	257.0	1180.0	492.0	1344.0	4171.0	804.0	1321.0	642.0	266.0	758.0
ERBB4_E10_STA100140	5701.0	3315.0	14488.0	1812.0	2517.0	2926.0	7707.0	3545.0	3492.0	8270.0	9430.0	11547.0	26325.0	30440.0	350.0	128.0	283.0	6167.0	428.0	3047.0	1736.0	3849.0	11046.0	3038.0	4292.0	1273.0	652.0	3273.0
VHL_E1_STA103214	1082.0	426.0	1391.0	201.0	88.0	733.0	894.0	421.0	440.0	984.0	522.0	2213.0	3189.0	5064.0	61.0	20.0	24.0	1130.0	58.0	398.0	330.0	684.0	1472.0	457.0	815.0	78.0	58.0	393.0
VHL_E1_STA101149	4086.0	1756.0	5792.0	755.0	310.0	2616.0	2882.0	1600.0	1868.0	3779.0	2244.0	10322.0	17025.0	23294.0	177.0	106.0	207.0	4881.0	246.0	1816.0	1232.0	1909.0	6321.0	1559.0	2998.0	255.0	207.0	1533.0
VHL_E1_STA102009	2926.0	1168.0	3891.0	558.0	328.0	1639.0	1442.0	889.0	1104.0	2196.0	1503.0	6674.0	9625.0	19684.0	142.0	65.0	156.0	3728.0	252.0	1662.0	962.0	888.0	4683.0	929.0	1714.0	108.0	231.0	997.0
