	C21D00284	C21D00304	C21D00307	D21D00280T	D21D00289	D21D00299	D21D00327T	D21D00329T	D21D00335T	D21D00342T	M21D00265	M21D00302	N21D00272	N21D00273	N21D00290	N21D00301	N21D00310	P21D00308	P21D00309	P21D00322	P21D00332	P21D00334	P21D00338	P21D00341	P21D00343	P21D00346	S21D00266	U21D00339	X21D00263	X21D00340
DDR2_E8_STA100399	6504.0	2040.0	7872.0	6292.0	5253.0	2572.0	9894.0	3094.0	2932.0	34051.0	6785.0	7522.0	8899.0	2152.0	9215.0	2508.0	591.0	14111.0	5946.0	7833.0	2203.0	13993.0	9662.0	1893.0	1726.0	3492.0	2522.0	242.0	4446.0	4363.0
DDR2_E9_STA100400	10736.0	2762.0	13760.0	7210.0	6805.0	3937.0	11339.0	3458.0	3827.0	50169.0	8175.0	10243.0	11854.0	2190.0	17405.0	3795.0	852.0	14262.0	7800.0	10064.0	3343.0	14802.0	11546.0	2482.0	2065.0	4060.0	3240.0	379.0	5486.0	4263.0
DDR2_E9_STA100401	11735.0	2723.0	13938.0	7679.0	7741.0	4438.0	12187.0	3648.0	4743.0	52286.0	9240.0	9721.0	13807.0	2309.0	18383.0	4059.0	644.0	14865.0	8388.0	10834.0	3692.0	16223.0	12541.0	2468.0	2229.0	4167.0	3378.0	465.0	5517.0	4736.0
DDR2_E9_STA100402	10829.0	3027.0	15428.0	8811.0	8430.0	5344.0	13484.0	4689.0	5702.0	54027.0	11064.0	8593.0	15063.0	2628.0	20604.0	5084.0	644.0	16660.0	8635.0	11680.0	3349.0	17954.0	15483.0	2905.0	2276.0	5722.0	4066.0	520.0	5601.0	6743.0
DDR2_E9_STA100403	5404.0	1343.0	4969.0	4636.0	3794.0	2267.0	5255.0	2027.0	2651.0	22228.0	5082.0	4406.0	5033.0	1085.0	6482.0	2367.0	495.0	6800.0	4576.0	4232.0	1821.0	8335.0	5961.0	1412.0	1126.0	2310.0	1595.0	210.0	3302.0	2814.0
DDR2_E10_STA100404	3069.0	765.0	3172.0	2308.0	1683.0	796.0	3194.0	965.0	956.0	13686.0	1654.0	3182.0	3331.0	678.0	3552.0	1136.0	288.0	4010.0	2874.0	2593.0	1020.0	4095.0	2739.0	614.0	538.0	1346.0	858.0	110.0	1510.0	1176.0
DDR2_E10_STA100405	6653.0	1417.0	8006.0	4679.0	4292.0	2676.0	7068.0	2309.0	2547.0	28124.0	3983.0	5520.0	8402.0	1254.0	9538.0	2324.0	560.0	8650.0	6100.0	5494.0	2074.0	7998.0	7200.0	1402.0	1341.0	3137.0	1972.0	230.0	3376.0	2789.0
DDR2_E10_STA100406	17295.0	4729.0	22157.0	10367.0	10916.0	6526.0	21419.0	5307.0	6958.0	82896.0	15371.0	17465.0	23044.0	3719.0	29867.0	6295.0	1492.0	27380.0	13841.0	18399.0	6283.0	31302.0	19052.0	3576.0	3251.0	7244.0	4580.0	743.0	8750.0	7691.0
DDR2_E10_STA100407	9456.0	2549.0	11580.0	5740.0	5426.0	3140.0	11361.0	2259.0	3651.0	44754.0	6439.0	9343.0	12296.0	1810.0	15897.0	3456.0	798.0	14305.0	7813.0	9856.0	3196.0	14696.0	10127.0	1890.0	1698.0	3830.0	2471.0	347.0	4580.0	4218.0
DDR2_E10_STA100408	10936.0	2553.0	11856.0	6187.0	5731.0	3531.0	11469.0	2084.0	3898.0	46450.0	6177.0	9791.0	14302.0	1698.0	15985.0	3268.0	864.0	15284.0	8881.0	10089.0	3083.0	13972.0	10638.0	2303.0	1983.0	4571.0	2828.0	386.0	4834.0	4177.0
DDR2_E10_STA100409	13855.0	3302.0	13709.0	10382.0	9348.0	5630.0	13607.0	5315.0	5892.0	54597.0	12973.0	11367.0	16059.0	2673.0	20221.0	4913.0	1257.0	16721.0	11128.0	10821.0	4958.0	21834.0	15770.0	3143.0	2636.0	5793.0	3741.0	420.0	7752.0	6442.0
DDR2_E11_STA100410	4071.0	962.0	3547.0	3986.0	2837.0	1364.0	4665.0	1621.0	1456.0	17351.0	3104.0	4249.0	3876.0	1076.0	4031.0	1740.0	316.0	6459.0	3362.0	4069.0	1240.0	6830.0	4875.0	940.0	872.0	1802.0	1485.0	166.0	2212.0	2324.0
DDR2_E12_STA100411	8653.0	2010.0	8158.0	7426.0	5362.0	3104.0	8042.0	2958.0	3583.0	30542.0	5983.0	7397.0	6858.0	1759.0	9579.0	2864.0	603.0	9861.0	7235.0	7022.0	2679.0	11657.0	9387.0	2135.0	1539.0	3646.0	2030.0	434.0	4268.0	4473.0
DDR2_E12_STA100412	1600.0	375.0	1451.0	1302.0	825.0	320.0	1492.0	336.0	336.0	5281.0	578.0	1658.0	911.0	338.0	1410.0	516.0	140.0	1750.0	1684.0	1175.0	329.0	1726.0	1371.0	214.0	232.0	486.0	304.0	70.0	791.0	724.0
DDR2_E13_STA100413	8526.0	2154.0	9808.0	7401.0	6134.0	4453.0	10757.0	3362.0	3910.0	37865.0	7649.0	7636.0	11293.0	1971.0	15039.0	3228.0	726.0	13977.0	7467.0	8266.0	2504.0	14758.0	11010.0	2014.0	1894.0	4280.0	3190.0	486.0	4749.0	4959.0
DDR2_E13_STA100414	6319.0	1600.0	10033.0	4546.0	4898.0	3187.0	8457.0	2387.0	3366.0	31249.0	6601.0	5998.0	11005.0	1815.0	13923.0	2481.0	502.0	12069.0	5390.0	7447.0	2187.0	13112.0	8118.0	1265.0	1376.0	3301.0	2243.0	317.0	3067.0	4027.0
DDR2_E13_STA100415	10933.0	2416.0	11295.0	6642.0	6584.0	4667.0	11327.0	3420.0	5264.0	44447.0	9285.0	9653.0	15347.0	2089.0	17503.0	3492.0	763.0	14203.0	7973.0	9556.0	3794.0	17102.0	11672.0	2364.0	2249.0	4181.0	2807.0	446.0	4566.0	5153.0
DDR2_E14_STA100416	7662.0	2131.0	9714.0	4282.0	5309.0	3139.0	8741.0	1978.0	2968.0	35511.0	5290.0	7274.0	10321.0	1526.0	12415.0	2104.0	438.0	10765.0	5969.0	7610.0	2675.0	11358.0	6989.0	1798.0	1376.0	2583.0	1541.0	343.0	2946.0	2805.0
DDR2_E14_STA101731	24905.0	7198.0	29762.0	11476.0	19479.0	12217.0	32755.0	9206.0	10166.0	124569.0	23409.0	24832.0	26977.0	6479.0	45237.0	8198.0	1321.0	44849.0	20793.0	26712.0	7018.0	45326.0	23156.0	4989.0	4449.0	9562.0	6605.0	1288.0	10276.0	13195.0
DDR2_E14_STA100418	22122.0	5552.0	23228.0	17158.0	15029.0	8412.0	26244.0	8922.0	8688.0	99621.0	21692.0	20806.0	25602.0	5378.0	29997.0	8338.0	1824.0	32942.0	17894.0	21562.0	7981.0	40137.0	21907.0	5133.0	4177.0	8638.0	5191.0	986.0	10132.0	12321.0
DDR2_E14_STA100419	10476.0	2621.0	11948.0	8483.0	6905.0	3569.0	13185.0	4475.0	4034.0	46910.0	10022.0	10125.0	12087.0	2503.0	13672.0	3782.0	958.0	16944.0	8663.0	10903.0	3606.0	19410.0	10658.0	2340.0	1896.0	4300.0	2646.0	442.0	4842.0	6084.0
DDR2_E15_STA100420	8772.0	2284.0	6611.0	8826.0	4602.0	2618.0	7936.0	3017.0	3250.0	34359.0	6656.0	7284.0	6512.0	1938.0	8089.0	3606.0	650.0	11474.0	6812.0	7252.0	2645.0	12507.0	10442.0	2063.0	1593.0	3293.0	2771.0	500.0	5550.0	4509.0
DDR2_E15_STA100421	2533.0	598.0	2306.0	2730.0	1351.0	810.0	2700.0	728.0	938.0	10439.0	1758.0	2313.0	1906.0	541.0	2440.0	998.0	249.0	3182.0	1922.0	2059.0	703.0	3509.0	2921.0	538.0	416.0	1051.0	686.0	140.0	1502.0	1392.0
DDR2_E16_STA100422	5760.0	1682.0	5862.0	6157.0	3824.0	2380.0	6762.0	2218.0	3054.0	26417.0	5069.0	5192.0	6576.0	1494.0	7516.0	2198.0	570.0	9795.0	4614.0	6130.0	2000.0	10297.0	8475.0	1608.0	1576.0	2470.0	2422.0	344.0	3768.0	3401.0
DDR2_E16_STA100423	4671.0	1763.0	5296.0	5808.0	3429.0	1920.0	7230.0	1926.0	2114.0	24692.0	4429.0	5171.0	5725.0	1760.0	6441.0	1701.0	482.0	10201.0	4546.0	5805.0	1517.0	10179.0	7605.0	1102.0	1454.0	2697.0	2034.0	250.0	2843.0	3735.0
DDR2_E16_STA100424	15899.0	4685.0	13992.0	14850.0	8292.0	4391.0	16145.0	4978.0	5237.0	57956.0	10646.0	15531.0	12176.0	4372.0	16871.0	5606.0	1183.0	22682.0	13193.0	14639.0	4686.0	25605.0	16968.0	2833.0	2592.0	7248.0	4634.0	832.0	8191.0	8413.0
DDR2_E17_STA100425	4834.0	1464.0	4721.0	4530.0	2990.0	1744.0	5659.0	1222.0	1795.0	21504.0	3718.0	4847.0	4887.0	1306.0	5349.0	1722.0	478.0	8168.0	4729.0	5479.0	1478.0	8142.0	6834.0	1154.0	1114.0	2098.0	1748.0	212.0	2818.0	2333.0
DDR2_E17_STA100426	20264.0	6317.0	20062.0	19405.0	12805.0	6642.0	20522.0	7509.0	8334.0	78603.0	16675.0	19588.0	17269.0	5066.0	27753.0	7482.0	2044.0	29051.0	16961.0	18718.0	6698.0	34016.0	24013.0	4220.0	3995.0	8989.0	6766.0	779.0	11089.0	10753.0
DDR2_E17_STA100427	29030.0	7225.0	30810.0	25479.0	16352.0	10960.0	26137.0	10081.0	13701.0	102639.0	23018.0	22642.0	26441.0	6780.0	43656.0	11687.0	2473.0	34155.0	21218.0	23360.0	8815.0	43663.0	31765.0	7141.0	4777.0	13234.0	9383.0	1194.0	15416.0	15568.0
DDR2_E18_STA100428	6660.0	1830.0	5731.0	6491.0	3798.0	1886.0	6729.0	2062.0	2444.0	23487.0	3864.0	6102.0	5253.0	1478.0	6157.0	2341.0	503.0	8571.0	5512.0	5654.0	1957.0	10433.0	8097.0	1506.0	1199.0	2828.0	1942.0	268.0	3503.0	3655.0
DDR2_E18_STA100429	18748.0	5581.0	17831.0	17050.0	11747.0	7211.0	21127.0	6676.0	8229.0	71384.0	13531.0	16623.0	17263.0	4196.0	24963.0	6662.0	1435.0	28068.0	15982.0	18419.0	5519.0	31308.0	26212.0	3941.0	4488.0	9391.0	6127.0	974.0	10216.0	11583.0
DDR2_E18_STA100430	9499.0	2418.0	9330.0	9484.0	6474.0	4360.0	12031.0	3686.0	4574.0	39794.0	8253.0	9234.0	10890.0	2794.0	15282.0	3493.0	812.0	17280.0	9771.0	10004.0	3002.0	17601.0	14607.0	2701.0	2436.0	5903.0	4062.0	647.0	5582.0	7119.0
DDR2_E19_STA100431	9263.0	2618.0	7669.0	8684.0	5052.0	2965.0	9348.0	2893.0	3350.0	34363.0	6636.0	9436.0	8272.0	2411.0	9198.0	3549.0	703.0	13645.0	8217.0	9196.0	2982.0	16409.0	10934.0	1851.0	1869.0	3733.0	2687.0	413.0	4564.0	5284.0
DDR2_E19_STA100432	28162.0	8434.0	29228.0	22750.0	15559.0	9698.0	27985.0	8817.0	11274.0	103213.0	19922.0	27042.0	31194.0	6495.0	40745.0	11406.0	2152.0	39181.0	21952.0	25143.0	7858.0	46533.0	28841.0	5678.0	4964.0	10813.0	7981.0	1242.0	12498.0	16428.0
DDR2_E19_STA100433	7566.0	2225.0	8646.0	4872.0	4060.0	2521.0	7809.0	1642.0	3124.0	28160.0	4060.0	7103.0	9971.0	1472.0	11730.0	2183.0	671.0	10017.0	5842.0	6986.0	2197.0	9794.0	8236.0	1547.0	1320.0	3165.0	2040.0	206.0	3325.0	2985.0
H3F3A_E2_STA100009	9914.0	4207.0	10592.0	12198.0	6003.0	2804.0	12265.0	4063.0	4735.0	45804.0	5495.0	13731.0	10527.0	2461.0	11923.0	4242.0	1512.0	15941.0	7217.0	10924.0	3715.0	14040.0	13538.0	2510.0	2203.0	3864.0	5228.0	485.0	7086.0	6451.0
H3F3A_E2_STA101614	12865.0	4917.0	21309.0	16668.0	10077.0	7097.0	18147.0	7483.0	8236.0	70060.0	13500.0	16193.0	20285.0	3690.0	28532.0	6159.0	1951.0	27310.0	8769.0	15335.0	5098.0	22844.0	23041.0	4320.0	4245.0	5600.0	8344.0	592.0	10077.0	9995.0
H3F3A_E2_STA100011	5208.0	1814.0	7367.0	6445.0	3523.0	2501.0	6124.0	2462.0	2884.0	25705.0	4759.0	6176.0	6941.0	1377.0	9098.0	2233.0	727.0	8483.0	3297.0	5355.0	2143.0	8099.0	7809.0	1663.0	1547.0	1738.0	2971.0	224.0	3993.0	3612.0
ALK_E29_STA100103	7416.0	41.0	13000.0	4331.0	8178.0	4731.0	12180.0	4657.0	7707.0	35538.0	5386.0	5477.0	17470.0	2457.0	16271.0	2150.0	542.0	4807.0	5543.0	10158.0	5091.0	14908.0	10394.0	3357.0	2616.0	2298.0	2247.0	10.0	6.0	5716.0
ALK_E29_STA101368	6617.0	3543.0	11620.0	3342.0	7751.0	4346.0	12076.0	4466.0	6471.0	33919.0	8732.0	10496.0	16292.0	2565.0	14556.0	4157.0	638.0	9206.0	6035.0	10632.0	4464.0	14359.0	8935.0	2490.0	2460.0	3389.0	1900.0	348.0	3333.0	4518.0
ALK_E29_STA100104	5267.0	2930.0	10223.0	2250.0	7267.0	4687.0	11094.0	3355.0	5360.0	30101.0	7341.0	8275.0	16807.0	2134.0	13119.0	2507.0	534.0	10069.0	4090.0	8667.0	2964.0	11760.0	7448.0	2196.0	2043.0	2816.0	1833.0	232.0	2508.0	4556.0
ALK_E29_STA100105	8957.0	5048.0	13526.0	4027.0	11010.0	5871.0	15671.0	5093.0	7597.0	41056.0	13028.0	14189.0	22657.0	3060.0	19556.0	4899.0	1035.0	13201.0	6658.0	13386.0	5215.0	18046.0	9378.0	3070.0	2264.0	4646.0	2587.0	586.0	4401.0	6244.0
ALK_E29_STA100106	8046.0	4062.0	13572.0	3792.0	10023.0	5787.0	13814.0	4999.0	7150.0	38300.0	10044.0	12078.0	20162.0	3148.0	16241.0	4172.0	693.0	11878.0	5717.0	12139.0	5606.0	18001.0	8571.0	2920.0	2266.0	3339.0	1602.0	449.0	3530.0	5395.0
ALK_E29_STA100107	7293.0	3405.0	14097.0	3423.0	10026.0	7342.0	15001.0	4486.0	6720.0	40311.0	12345.0	9985.0	23171.0	2729.0	20604.0	3886.0	562.0	13033.0	4811.0	13681.0	4826.0	18880.0	10045.0	2835.0	3059.0	3775.0	2068.0	404.0	2764.0	5341.0
ALK_E29_STA100108	7700.0	3934.0	14546.0	3700.0	9797.0	7165.0	15198.0	4239.0	6933.0	40932.0	12430.0	11031.0	23078.0	2738.0	19548.0	3862.0	716.0	12923.0	5299.0	13723.0	5170.0	18103.0	9919.0	2875.0	3213.0	3602.0	2293.0	438.0	2891.0	5092.0
ALK_E29_STA100109	7321.0	3676.0	12459.0	3901.0	9835.0	4424.0	14797.0	4141.0	6965.0	38949.0	9038.0	11678.0	17595.0	2997.0	16279.0	4380.0	834.0	11062.0	6359.0	11770.0	4007.0	15967.0	9820.0	3147.0	2188.0	3569.0	2887.0	458.0	3881.0	4811.0
ALK_E29_STA101369	1506.0	831.0	2923.0	882.0	1759.0	832.0	3035.0	840.0	1604.0	9069.0	1923.0	2806.0	3665.0	653.0	3228.0	901.0	155.0	2872.0	1378.0	2777.0	775.0	3334.0	2666.0	740.0	534.0	768.0	586.0	96.0	936.0	1076.0
ALK_E28_STA100110	8732.0	4394.0	10512.0	8277.0	7277.0	3738.0	13671.0	5678.0	7471.0	40627.0	10273.0	11427.0	11986.0	2949.0	11954.0	6007.0	1168.0	10665.0	6324.0	10957.0	3996.0	13970.0	14594.0	3816.0	3579.0	4324.0	4827.0	476.0	6580.0	6246.0
ALK_E28_STA100111	5441.0	3075.0	6340.0	5022.0	5510.0	2464.0	9634.0	3774.0	4144.0	28371.0	7280.0	8162.0	7176.0	2239.0	6764.0	3632.0	1034.0	9100.0	4656.0	8496.0	2887.0	12154.0	10469.0	2267.0	2403.0	2753.0	2580.0	320.0	4081.0	4387.0
ALK_E28_STA100112	6111.0	3524.0	8184.0	5616.0	5687.0	2603.0	11849.0	3530.0	5432.0	33842.0	7097.0	10925.0	10074.0	2446.0	10228.0	3900.0	858.0	10766.0	5530.0	11273.0	2971.0	12757.0	12864.0	2513.0	3576.0	3784.0	3872.0	486.0	4950.0	4273.0
ALK_E27_STA101615	2326.0	1686.0	3484.0	1492.0	2710.0	1892.0	4493.0	1675.0	2178.0	12286.0	4079.0	3977.0	4197.0	1076.0	4763.0	1539.0	291.0	4518.0	1912.0	5517.0	1284.0	5007.0	4329.0	860.0	1166.0	1710.0	1213.0	180.0	1706.0	1626.0
ALK_E27_STA100114	4384.0	2554.0	5845.0	2953.0	2813.0	1109.0	6208.0	1812.0	1966.0	17570.0	2255.0	6845.0	5029.0	1307.0	6336.0	1816.0	424.0	5219.0	3623.0	5195.0	1528.0	5585.0	4527.0	1064.0	1049.0	1650.0	1223.0	222.0	2095.0	2374.0
ALK_E27_STA100115	6178.0	2662.0	7326.0	4381.0	5018.0	2700.0	8534.0	2588.0	4447.0	21416.0	5494.0	8279.0	8649.0	2008.0	11502.0	3229.0	761.0	6516.0	4631.0	7640.0	2653.0	10147.0	8232.0	1728.0	1896.0	2676.0	2184.0	378.0	2950.0	4090.0
ALK_E26_STA100116	1398.0	647.0	2338.0	1036.0	1380.0	919.0	2695.0	822.0	1206.0	7552.0	2356.0	1838.0	2400.0	564.0	3851.0	776.0	142.0	2587.0	1229.0	2941.0	578.0	3587.0	2774.0	408.0	744.0	933.0	659.0	116.0	614.0	1304.0
ALK_E26_STA100117	3765.0	2119.0	6539.0	3056.0	4089.0	2415.0	8411.0	2154.0	2856.0	18985.0	4311.0	6376.0	7316.0	1813.0	8970.0	2156.0	625.0	7359.0	3604.0	6760.0	1506.0	8347.0	7632.0	1335.0	1616.0	2339.0	1682.0	328.0	2237.0	3165.0
ALK_E25_STA100118	5274.0	2218.0	8941.0	2685.0	5553.0	3226.0	9092.0	2610.0	4417.0	24502.0	5676.0	8108.0	11425.0	1864.0	10737.0	2944.0	504.0	7381.0	4113.0	7887.0	3067.0	10778.0	5853.0	1613.0	1775.0	2287.0	1275.0	286.0	2426.0	3406.0
ALK_E25_STA100119	2032.0	988.0	3510.0	901.0	520.0	1096.0	3708.0	833.0	1659.0	10655.0	2128.0	3169.0	4426.0	682.0	3930.0	866.0	104.0	3218.0	1748.0	2856.0	908.0	3633.0	2747.0	694.0	526.0	846.0	416.0	100.0	1033.0	1070.0
ALK_E24_STA100120	4147.0	1598.0	7017.0	1647.0	4511.0	2834.0	6074.0	1784.0	4223.0	16722.0	5265.0	4846.0	9970.0	1278.0	9817.0	2039.0	415.0	4807.0	3064.0	5372.0	2321.0	7459.0	4755.0	1437.0	1232.0	1882.0	847.0	170.0	1411.0	2524.0
ALK_E24_STA100121	9217.0	3456.0	13286.0	3080.0	9299.0	5226.0	13512.0	4268.0	4182.0	35108.0	9269.0	13355.0	20835.0	2791.0	16583.0	3795.0	612.0	10249.0	5864.0	11390.0	5115.0	16224.0	7785.0	2956.0	2059.0	3284.0	1448.0	290.0	3345.0	4884.0
ALK_E24_STA100122	2660.0	809.0	3809.0	964.0	2729.0	1901.0	3632.0	1460.0	2267.0	10470.0	2736.0	3168.0	5970.0	717.0	4451.0	1022.0	130.0	2649.0	1576.0	3030.0	1303.0	4843.0	2620.0	836.0	584.0	878.0	428.0	74.0	770.0	1302.0
ALK_E23_STA100123	2087.0	838.0	3104.0	497.0	2613.0	1428.0	3209.0	748.0	1857.0	8756.0	1980.0	3661.0	5243.0	438.0	4234.0	778.0	104.0	2922.0	1763.0	3406.0	1180.0	3431.0	1973.0	733.0	465.0	743.0	409.0	84.0	741.0	824.0
ALK_E23_STA100124	5113.0	2328.0	8615.0	1729.0	6839.0	3630.0	8783.0	3522.0	5257.0	22113.0	6874.0	7916.0	13476.0	2074.0	11386.0	2734.0	572.0	6602.0	4068.0	7516.0	3183.0	11113.0	5405.0	1763.0	1453.0	2056.0	861.0	113.0	2046.0	3445.0
ALK_E22_STA100125	3317.0	1477.0	5219.0	865.0	3322.0	1297.0	4510.0	1151.0	2570.0	11719.0	2685.0	5148.0	7727.0	1095.0	6063.0	1463.0	436.0	2207.0	2824.0	4107.0	1207.0	5587.0	2629.0	1026.0	671.0	937.0	556.0	73.0	1244.0	1713.0
ALK_E21_STA100126	2132.0	1025.0	4448.0	770.0	3083.0	1983.0	4669.0	1267.0	1618.0	10326.0	3735.0	3261.0	6827.0	728.0	5905.0	804.0	116.0	3418.0	1533.0	3826.0	1361.0	5309.0	2292.0	650.0	801.0	970.0	547.0	79.0	913.0	1376.0
ALK_E20_STA101611	916.0	527.0	2089.0	323.0	1715.0	773.0	2447.0	573.0	896.0	5367.0	1273.0	2198.0	3555.0	450.0	2293.0	497.0	94.0	1875.0	839.0	2257.0	508.0	2256.0	1040.0	360.0	310.0	476.0	242.0	40.0	500.0	599.0
ALK_E20_STA100128	9119.0	4182.0	7713.0	1654.0	10799.0	4325.0	10844.0	5019.0	5629.0	29778.0	9019.0	11988.0	18425.0	1424.0	13934.0	3355.0	696.0	6575.0	6282.0	9047.0	4243.0	16421.0	3799.0	2044.0	1062.0	2270.0	1892.0	180.0	3706.0	3541.0
ALK_E20_STA100129	15336.0	6046.0	24494.0	4463.0	18596.0	11451.0	23341.0	8897.0	13704.0	60968.0	20613.0	25141.0	40528.0	4719.0	32754.0	7993.0	1317.0	18510.0	9371.0	21136.0	9771.0	28349.0	13408.0	4797.0	3345.0	4947.0	2868.0	372.0	6512.0	7889.0
ALK_E20_STA100130	6517.0	2621.0	10759.0	2270.0	6748.0	4091.0	9156.0	2987.0	4936.0	23419.0	6066.0	10290.0	14804.0	1570.0	11612.0	3018.0	432.0	6691.0	4191.0	7439.0	3930.0	9767.0	4657.0	2121.0	1205.0	2378.0	1136.0	162.0	2546.0	3200.0
ALK_E19_STA101370	6612.0	2684.0	10989.0	1506.0	9007.0	6250.0	9410.0	3499.0	6914.0	24585.0	9168.0	8866.0	18376.0	1712.0	14431.0	2831.0	643.0	6864.0	4469.0	9393.0	4518.0	11911.0	6255.0	2149.0	1856.0	2138.0	1404.0	150.0	2026.0	2883.0
ALK_E18_STA101371	2260.0	1330.0	4243.0	675.0	2809.0	1282.0	3454.0	1041.0	1743.0	9621.0	2157.0	4497.0	6103.0	745.0	4611.0	1068.0	224.0	2183.0	2089.0	3166.0	1735.0	4028.0	2217.0	845.0	560.0	915.0	454.0	32.0	981.0	1154.0
ALK_E17_STA101372	6013.0	2369.0	11382.0	1587.0	7770.0	4487.0	9682.0	2362.0	5720.0	24396.0	7345.0	8816.0	18308.0	1916.0	14812.0	2572.0	527.0	7408.0	4137.0	9282.0	3768.0	11221.0	6660.0	1926.0	1824.0	2366.0	1204.0	166.0	2217.0	2689.0
ALK_E15_STA101374	3054.0	1808.0	5923.0	576.0	5141.0	3003.0	5484.0	1602.0	2982.0	13409.0	5059.0	4419.0	10947.0	981.0	7531.0	1170.0	219.0	4909.0	2516.0	5711.0	1875.0	6974.0	3029.0	978.0	984.0	1320.0	682.0	94.0	1365.0	1945.0
ALK_E14_STA101375	1298.0	602.0	2484.0	699.0	1666.0	794.0	2411.0	755.0	1311.0	6179.0	1485.0	2194.0	3275.0	472.0	2999.0	824.0	130.0	1875.0	1151.0	2005.0	734.0	2812.0	1902.0	517.0	554.0	680.0	363.0	77.0	559.0	810.0
ALK_E13_STA101376	777.0	359.0	1512.0	211.0	943.0	367.0	1375.0	275.0	446.0	3936.0	514.0	1248.0	2021.0	219.0	1649.0	287.0	56.0	1417.0	620.0	1213.0	352.0	1082.0	607.0	219.0	159.0	269.0	122.0	6.0	241.0	304.0
ALK_E12_STA101377	753.0	383.0	1591.0	214.0	1204.0	686.0	1871.0	404.0	681.0	3948.0	733.0	1385.0	3105.0	272.0	2140.0	262.0	51.0	1561.0	611.0	1370.0	455.0	1395.0	836.0	169.0	221.0	414.0	205.0	13.0	244.0	536.0
ALK_E11_STA101378	8677.0	3809.0	13123.0	3254.0	9000.0	5457.0	13979.0	5198.0	7479.0	37196.0	10862.0	12484.0	17580.0	2801.0	16789.0	4627.0	974.0	11135.0	6065.0	12166.0	4861.0	17440.0	11624.0	3283.0	2811.0	4058.0	1898.0	216.0	4006.0	6232.0
ALK_E10_STA101379	20043.0	8954.0	28184.0	6615.0	19661.0	9652.0	34528.0	10690.0	15697.0	86468.0	24097.0	31012.0	46215.0	6473.0	37535.0	9836.0	1925.0	25129.0	15877.0	30052.0	12052.0	41262.0	20225.0	6148.0	4966.0	8246.0	3859.0	603.0	8142.0	12153.0
ALK_E9_STA101380	636.0	382.0	914.0	258.0	572.0	235.0	1061.0	230.0	316.0	2937.0	322.0	1490.0	1265.0	234.0	1069.0	303.0	60.0	872.0	700.0	832.0	395.0	744.0	542.0	232.0	136.0	304.0	64.0	38.0	372.0	377.0
ALK_E8_STA101381	6352.0	2820.0	10314.0	2857.0	7918.0	4448.0	11615.0	3809.0	6637.0	28911.0	8828.0	8616.0	15876.0	2331.0	16841.0	3079.0	722.0	9222.0	5447.0	11032.0	2982.0	14288.0	11564.0	2119.0	2816.0	3411.0	2269.0	337.0	3108.0	4831.0
ALK_E7_STA101382	13418.0	5850.0	19864.0	5441.0	13696.0	8314.0	21106.0	7826.0	10230.0	56736.0	16644.0	16472.0	26142.0	4448.0	24392.0	7352.0	1310.0	16322.0	8800.0	17444.0	6533.0	28492.0	14546.0	5028.0	4294.0	5668.0	3212.0	320.0	5935.0	9519.0
ALK_E6_STA101383	6563.0	2985.0	12134.0	2026.0	8633.0	5750.0	12986.0	3919.0	5784.0	34250.0	8671.0	11032.0	21270.0	2097.0	15867.0	3304.0	713.0	10556.0	5884.0	11537.0	4197.0	11845.0	7861.0	2473.0	1890.0	3353.0	1296.0	302.0	2513.0	4146.0
ALK_E5_STA101384	14479.0	6173.0	20763.0	7948.0	15168.0	8837.0	22934.0	8511.0	12807.0	59721.0	18162.0	19159.0	28320.0	4904.0	27693.0	7240.0	1644.0	17047.0	9710.0	19805.0	7485.0	27177.0	19044.0	5197.0	4424.0	6473.0	3490.0	711.0	6698.0	8668.0
ALK_E4_STA101385	1555.0	739.0	2412.0	747.0	1389.0	574.0	2456.0	573.0	890.0	7493.0	1047.0	3205.0	3005.0	500.0	2275.0	1015.0	210.0	1934.0	1362.0	2287.0	721.0	2261.0	1535.0	526.0	375.0	674.0	220.0	96.0	684.0	887.0
ALK_E3_STA101640	13511.0	7831.0	21799.0	8023.0	17745.0	9607.0	28534.0	8688.0	10839.0	73429.0	19992.0	23144.0	40250.0	6030.0	32000.0	7261.0	1611.0	28114.0	10875.0	24684.0	7582.0	31879.0	16402.0	4698.0	4276.0	6625.0	2912.0	852.0	5660.0	10539.0
ALK_E2_STA101387	4952.0	2516.0	6179.0	3989.0	4624.0	2150.0	8781.0	2552.0	4110.0	25541.0	6089.0	9729.0	7850.0	2263.0	7234.0	2892.0	734.0	8648.0	4219.0	8700.0	2115.0	10563.0	9316.0	1902.0	1767.0	2487.0	1440.0	318.0	2893.0	3954.0
ALK_E1_STA101388	2331.0	1421.0	5924.0	562.0	4110.0	2584.0	5685.0	1323.0	2804.0	13282.0	2966.0	5449.0	9995.0	945.0	7466.0	1124.0	224.0	4835.0	2168.0	5136.0	1736.0	7051.0	2984.0	995.0	955.0	1274.0	441.0	148.0	858.0	1752.0
ALK_E1_STA102007	1060.0	808.0	2524.0	280.0	2362.0	1608.0	2938.0	615.0	947.0	6636.0	1506.0	2778.0	5039.0	688.0	3701.0	428.0	173.0	3311.0	939.0	3036.0	723.0	4547.0	908.0	322.0	469.0	633.0	223.0	47.0	331.0	768.0
