	M21D00182	M21D00185	M21D00194	M21D00219	N21D00184	N21D00213	N21D00214	N21D00217	N21D00218	N21D00223	P21D00158	P21D00159	P21D00164	P21D00165	P21D00169	P21D00170	P21D00173	P21D00180	P21D00181	P21D00186	P21D00189	P21D00190	P21D00191	P21D00195	P21D00200	P21D00209	P21D00210	P21D00215	P21D00221	P21D00222	X21D00163
DDR2_E7_STA100395	6107.0	5222.0	1791.0	236.0	3681.0	4332.0	5442.0	2033.0	1462.0	3033.0	1138.0	4683.0	9196.0	8906.0	7248.0	4038.0	3383.0	4091.0	1877.0	4630.0	10224.0	2838.0	4804.0	1617.0	5799.0	6167.0	1226.0	3593.0	6524.0	4533.0	482.0
DDR2_E7_STA100396	13066.0	11919.0	4999.0	501.0	8890.0	9600.0	14923.0	6201.0	2797.0	8854.0	2352.0	13615.0	23430.0	20610.0	20123.0	11282.0	9482.0	10765.0	4187.0	11592.0	27043.0	5865.0	12542.0	4843.0	14917.0	12242.0	2020.0	11032.0	15014.0	11872.0	593.0
DDR2_E7_STA100397	1447.0	1073.0	625.0	24.0	1123.0	1014.0	1553.0	560.0	304.0	990.0	302.0	1109.0	2459.0	2195.0	1903.0	1063.0	875.0	1218.0	447.0	1419.0	3470.0	674.0	1374.0	444.0	1687.0	1195.0	202.0	1194.0	1823.0	1184.0	160.0
DDR2_E8_STA100398	904.0	694.0	345.0	24.0	798.0	588.0	1017.0	355.0	182.0	559.0	174.0	698.0	2002.0	1710.0	1649.0	701.0	498.0	607.0	339.0	879.0	1931.0	805.0	980.0	230.0	955.0	865.0	168.0	612.0	1391.0	638.0	56.0
DDR2_E8_STA100399	8515.0	7840.0	3499.0	322.0	4913.0	6173.0	7700.0	3247.0	2012.0	4886.0	1705.0	8959.0	16140.0	14516.0	12118.0	7278.0	4842.0	7655.0	2527.0	7051.0	18366.0	3953.0	7554.0	2333.0	8493.0	8549.0	1293.0	6514.0	10053.0	7888.0	513.0
DDR2_E9_STA100400	11514.0	11818.0	5053.0	542.0	6429.0	7766.0	13064.0	4432.0	2898.0	6956.0	2026.0	10407.0	15849.0	13860.0	16484.0	9148.0	6475.0	8789.0	3727.0	9854.0	21667.0	6254.0	9571.0	3112.0	11164.0	9349.0	2040.0	9786.0	11768.0	10277.0	556.0
DDR2_E9_STA100401	12550.0	13184.0	5467.0	646.0	6608.0	8717.0	15950.0	5204.0	3106.0	7827.0	2808.0	11489.0	19149.0	16120.0	17885.0	10021.0	7464.0	9952.0	4006.0	9435.0	22624.0	7296.0	10229.0	3473.0	12108.0	10078.0	2060.0	10068.0	12801.0	11478.0	609.0
DDR2_E9_STA100402	14215.0	14937.0	6596.0	596.0	7636.0	10116.0	17488.0	6617.0	3881.0	8433.0	3642.0	12709.0	22117.0	17999.0	18697.0	10768.0	8088.0	12427.0	4331.0	8645.0	29246.0	7962.0	10228.0	4041.0	13173.0	12547.0	2003.0	10962.0	14152.0	12860.0	760.0
DDR2_E9_STA100403	7283.0	7255.0	2891.0	560.0	3779.0	4979.0	7023.0	2726.0	1568.0	3405.0	1236.0	5974.0	9580.0	9790.0	8098.0	4980.0	2971.0	5637.0	1769.0	4145.0	10709.0	3136.0	5087.0	2045.0	5497.0	6328.0	1084.0	4491.0	6101.0	5617.0	786.0
DDR2_E10_STA100404	3820.0	2986.0	1142.0	148.0	2540.0	2411.0	3890.0	1516.0	865.0	2086.0	642.0	2458.0	5622.0	5489.0	5702.0	2502.0	1930.0	2627.0	1102.0	3033.0	6659.0	2257.0	3010.0	828.0	3756.0	3588.0	635.0	2725.0	4051.0	2526.0	258.0
DDR2_E10_STA100405	8680.0	7242.0	3423.0	390.0	5407.0	5204.0	9641.0	3263.0	1920.0	4638.0	1712.0	5022.0	11181.0	10235.0	10256.0	6123.0	4254.0	6473.0	2562.0	6698.0	15180.0	4561.0	5725.0	2247.0	7514.0	6486.0	1321.0	6048.0	7917.0	6507.0	641.0
DDR2_E10_STA100406	19435.0	20685.0	7172.0	589.0	12080.0	14359.0	23961.0	8741.0	4664.0	10394.0	4694.0	19928.0	32266.0	30086.0	29267.0	14433.0	10990.0	16143.0	5460.0	15405.0	36229.0	9016.0	16574.0	5495.0	19326.0	18491.0	3019.0	14318.0	18718.0	17445.0	1168.0
DDR2_E10_STA100407	10530.0	10106.0	3889.0	315.0	6844.0	7586.0	13200.0	4706.0	2439.0	5757.0	2428.0	9757.0	16633.0	16093.0	16163.0	7864.0	5985.0	7504.0	2897.0	8661.0	19617.0	5155.0	9157.0	2934.0	10840.0	8686.0	1553.0	7762.0	10434.0	8993.0	466.0
DDR2_E10_STA100408	10659.0	9677.0	4405.0	359.0	7518.0	7414.0	16433.0	5532.0	2310.0	7470.0	2280.0	9597.0	17391.0	15255.0	17734.0	10128.0	6889.0	8192.0	3536.0	9882.0	22939.0	6356.0	9509.0	3222.0	11937.0	8096.0	1727.0	9860.0	12507.0	9445.0	468.0
DDR2_E10_STA100409	19325.0	18804.0	6682.0	897.0	10236.0	13807.0	19899.0	7418.0	3991.0	9705.0	4083.0	16591.0	25822.0	23518.0	22044.0	12260.0	7646.0	13532.0	4248.0	11431.0	27189.0	7780.0	14041.0	4358.0	15024.0	17370.0	2790.0	12275.0	15804.0	15179.0	1566.0
DDR2_E11_STA100410	5109.0	4504.0	1430.0	188.0	3053.0	3659.0	3985.0	1727.0	1127.0	2770.0	974.0	4532.0	8612.0	8156.0	6356.0	3664.0	2694.0	4182.0	1317.0	4110.0	9502.0	2004.0	4129.0	1375.0	4438.0	5057.0	725.0	3270.0	5043.0	3893.0	433.0
DDR2_E12_STA100411	10449.0	10390.0	4329.0	623.0	6045.0	7913.0	9851.0	4277.0	2896.0	6630.0	2016.0	9420.0	15103.0	15099.0	14237.0	6792.0	5489.0	7065.0	2729.0	6982.0	16082.0	5021.0	7427.0	3159.0	9452.0	10591.0	1519.0	7544.0	9164.0	7906.0	998.0
DDR2_E12_STA100412	2054.0	1106.0	572.0	41.0	1164.0	942.0	1234.0	651.0	390.0	1037.0	220.0	953.0	2976.0	2601.0	2481.0	1017.0	824.0	736.0	514.0	1181.0	2990.0	864.0	1301.0	336.0	1631.0	1467.0	311.0	1277.0	1762.0	1156.0	72.0
DDR2_E13_STA100413	11782.0	11487.0	5350.0	753.0	6129.0	8746.0	13622.0	5639.0	3132.0	8143.0	2311.0	10468.0	18739.0	16325.0	14831.0	8950.0	6540.0	10119.0	3440.0	8968.0	22574.0	5343.0	9136.0	4004.0	11792.0	10867.0	1742.0	9528.0	12844.0	11429.0	1120.0
DDR2_E13_STA100414	7666.0	8128.0	3754.0	324.0	4576.0	5940.0	10950.0	3714.0	1997.0	5410.0	2208.0	8327.0	13629.0	10971.0	11024.0	7171.0	4850.0	6887.0	2439.0	5897.0	16680.0	3890.0	6338.0	2661.0	8451.0	8223.0	1346.0	6559.0	9510.0	8262.0	490.0
DDR2_E13_STA100415	12955.0	13429.0	4797.0	589.0	6545.0	8459.0	16781.0	5168.0	3071.0	7574.0	3142.0	12261.0	19754.0	16061.0	17481.0	9318.0	6886.0	9745.0	3238.0	8796.0	21196.0	5274.0	9256.0	3302.0	11546.0	11347.0	1629.0	8548.0	12677.0	11379.0	667.0
DDR2_E14_STA100416	8083.0	8655.0	3068.0	202.0	4095.0	5425.0	11353.0	3703.0	1950.0	5651.0	1759.0	7262.0	12635.0	11583.0	12350.0	7190.0	5086.0	4896.0	2010.0	6591.0	16286.0	4304.0	6838.0	1976.0	8803.0	7352.0	1394.0	6378.0	10184.0	8726.0	392.0
DDR2_E14_STA101731	29920.0	30432.0	9480.0	556.0	13112.0	20397.0	37751.0	12841.0	6218.0	20515.0	7958.0	27847.0	50115.0	44093.0	41334.0	23375.0	17712.0	19179.0	6963.0	21952.0	56059.0	14210.0	21792.0	5654.0	31091.0	28407.0	4005.0	20457.0	31077.0	30721.0	1077.0
DDR2_E14_STA100418	31113.0	31760.0	9921.0	1168.0	15962.0	23498.0	29719.0	11354.0	7103.0	15595.0	6673.0	28057.0	47407.0	44020.0	39390.0	22646.0	13409.0	18772.0	7687.0	18082.0	50266.0	12907.0	22641.0	7138.0	27169.0	30462.0	4283.0	18950.0	28313.0	24982.0	1694.0
DDR2_E14_STA100419	14247.0	13283.0	4350.0	449.0	7768.0	11139.0	12335.0	5006.0	3015.0	6675.0	2850.0	13430.0	22426.0	21758.0	17139.0	10644.0	5946.0	9168.0	3597.0	9026.0	24548.0	5759.0	10087.0	3186.0	12471.0	14169.0	1871.0	8426.0	13491.0	11040.0	793.0
DDR2_E15_STA100420	10998.0	10225.0	4507.0	509.0	7995.0	7738.0	9134.0	3532.0	2421.0	6469.0	2072.0	8670.0	15153.0	13136.0	14113.0	7080.0	4745.0	8717.0	2518.0	7403.0	18913.0	4573.0	9407.0	2842.0	9572.0	10132.0	1967.0	8009.0	10512.0	8296.0	1066.0
DDR2_E15_STA100421	3436.0	2857.0	1249.0	160.0	1970.0	1928.0	2573.0	1182.0	689.0	1962.0	531.0	2164.0	4814.0	4356.0	4074.0	2189.0	1569.0	2512.0	903.0	2391.0	5746.0	1139.0	2744.0	880.0	2776.0	2765.0	514.0	2186.0	2979.0	2287.0	214.0
DDR2_E16_STA100422	7210.0	8405.0	3520.0	580.0	4696.0	5606.0	7702.0	3219.0	1955.0	4874.0	1599.0	7199.0	12738.0	10867.0	9366.0	5910.0	4563.0	7399.0	2612.0	6634.0	16273.0	3472.0	6678.0	2516.0	7416.0	6986.0	1580.0	6117.0	8447.0	7135.0	1001.0
DDR2_E16_STA100423	6791.0	6128.0	2699.0	302.0	5240.0	5091.0	6472.0	3002.0	1394.0	4875.0	1520.0	6415.0	12440.0	11038.0	9548.0	5219.0	4351.0	6409.0	2641.0	6322.0	17410.0	2808.0	6401.0	2375.0	7252.0	6873.0	1116.0	5881.0	8746.0	6275.0	594.0
DDR2_E16_STA100424	18184.0	14470.0	6016.0	727.0	11543.0	12013.0	15367.0	6965.0	3991.0	11262.0	3186.0	15350.0	28667.0	25484.0	23730.0	12039.0	9873.0	13285.0	4680.0	11430.0	32800.0	7271.0	15798.0	4513.0	15126.0	17046.0	2979.0	13615.0	17297.0	12052.0	528.0
DDR2_E17_STA100425	5167.0	5030.0	2419.0	316.0	4248.0	4023.0	5460.0	2488.0	1337.0	3709.0	1164.0	5171.0	9923.0	9347.0	8457.0	5245.0	3816.0	4983.0	1814.0	4963.0	13376.0	2791.0	5028.0	1980.0	6359.0	4878.0	1034.0	4830.0	7668.0	5126.0	564.0
DDR2_E17_STA100426	23898.0	23372.0	8618.0	1065.0	14549.0	16168.0	20763.0	8584.0	5127.0	13078.0	4310.0	20410.0	34748.0	31986.0	30045.0	18147.0	11543.0	18915.0	6011.0	16345.0	40092.0	8583.0	19389.0	7070.0	19623.0	21769.0	3270.0	15682.0	21643.0	17327.0	1276.0
DDR2_E17_STA100427	39099.0	35547.0	13700.0	1877.0	21074.0	23590.0	39228.0	13610.0	8953.0	20314.0	6691.0	27017.0	47492.0	44112.0	43030.0	24886.0	15266.0	27585.0	9176.0	22287.0	54552.0	14949.0	27446.0	9971.0	29349.0	29764.0	6276.0	23957.0	32341.0	27752.0	2053.0
DDR2_E18_STA100428	7550.0	7818.0	3001.0	451.0	5310.0	5821.0	7083.0	3041.0	2149.0	5144.0	1427.0	6273.0	11635.0	11662.0	9950.0	5532.0	4132.0	5547.0	2373.0	5723.0	14885.0	3859.0	6993.0	2169.0	7442.0	7988.0	1546.0	6078.0	8840.0	6340.0	851.0
DDR2_E18_STA100429	22779.0	24043.0	10457.0	1380.0	15740.0	16517.0	22058.0	10244.0	6173.0	16627.0	4326.0	20691.0	35766.0	32805.0	31314.0	17053.0	14354.0	20252.0	7495.0	17498.0	44822.0	10057.0	19414.0	8123.0	22524.0	21929.0	3996.0	19263.0	25564.0	21464.0	2067.0
DDR2_E18_STA100430	13662.0	13498.0	6051.0	679.0	9222.0	9186.0	13085.0	5761.0	3403.0	9841.0	2629.0	12150.0	23120.0	18678.0	17076.0	10569.0	8258.0	12825.0	4410.0	10134.0	29366.0	5959.0	10786.0	5219.0	13093.0	12985.0	1901.0	11047.0	14326.0	12881.0	1367.0
DDR2_E19_STA100431	10481.0	8481.0	3509.0	350.0	5853.0	7014.0	8212.0	3933.0	2154.0	5782.0	1979.0	9911.0	16415.0	14782.0	13011.0	7080.0	5996.0	7717.0	2811.0	6273.0	19275.0	4047.0	9312.0	2865.0	9267.0	10153.0	1732.0	7239.0	10278.0	7790.0	781.0
DDR2_E19_STA100432	33084.0	31719.0	10158.0	1208.0	18525.0	19284.0	35522.0	13513.0	7988.0	21100.0	5634.0	29874.0	49459.0	49051.0	44693.0	21755.0	17078.0	21196.0	9396.0	21947.0	55506.0	13980.0	26920.0	8269.0	27713.0	31785.0	4873.0	21190.0	32616.0	25086.0	1391.0
DDR2_E19_STA100433	6987.0	7010.0	3113.0	358.0	5438.0	5839.0	12760.0	4200.0	1835.0	6408.0	1384.0	7500.0	12322.0	10845.0	12057.0	6124.0	5021.0	6320.0	2656.0	6697.0	15924.0	4155.0	7502.0	2397.0	8480.0	6041.0	1417.0	7052.0	9733.0	7008.0	747.0
H3F3A_E2_STA100009	16942.0	11973.0	5136.0	1050.0	11134.0	10765.0	14264.0	6161.0	4011.0	8416.0	2515.0	12595.0	21307.0	19901.0	21077.0	9541.0	7424.0	10579.0	4000.0	12225.0	28263.0	7958.0	13874.0	4494.0	14222.0	12787.0	3668.0	9708.0	16338.0	10551.0	3878.0
H3F3A_E2_STA101614	20525.0	20899.0	10452.0	1615.0	13792.0	16241.0	24925.0	7885.0	5182.0	13019.0	3960.0	20439.0	30184.0	25290.0	26924.0	14320.0	10707.0	21118.0	6693.0	17970.0	44339.0	11092.0	18315.0	7571.0	19537.0	18439.0	4076.0	13026.0	22717.0	17833.0	5500.0
H3F3A_E2_STA100011	8560.0	8454.0	4006.0	808.0	5599.0	6668.0	9633.0	3073.0	1942.0	4802.0	1642.0	7310.0	11229.0	9999.0	10342.0	4998.0	4022.0	7366.0	2253.0	7117.0	15829.0	4689.0	7375.0	2783.0	7091.0	7053.0	1586.0	4723.0	9146.0	6368.0	2220.0
ALK_E29_STA100103	14937.0	9920.0	5609.0	273.0	4353.0	7241.0	10353.0	6215.0	4400.0	9364.0	2624.0	10324.0	18040.0	18667.0	19718.0	12164.0	1330.0	9639.0	3859.0	22.0	5981.0	8474.0	12954.0	4366.0	13482.0	7828.0	2384.0	8986.0	13452.0	4917.0	1439.0
ALK_E29_STA101368	13403.0	17272.0	4863.0	543.0	7789.0	7447.0	19074.0	5737.0	3464.0	8396.0	3640.0	11639.0	17705.0	20033.0	19199.0	10723.0	5198.0	8189.0	3319.0	7132.0	16887.0	8259.0	11131.0	3094.0	12564.0	11050.0	2290.0	7860.0	12589.0	15425.0	1067.0
ALK_E29_STA100104	10139.0	14121.0	4467.0	363.0	6032.0	5528.0	16899.0	4921.0	3040.0	7373.0	2887.0	9251.0	15226.0	15379.0	14926.0	10401.0	4834.0	7013.0	3038.0	6709.0	17631.0	5845.0	9110.0	2844.0	12219.0	8648.0	1408.0	8603.0	12573.0	12991.0	1024.0
ALK_E29_STA100105	10993.0	24628.0	3591.0	404.0	10139.0	6482.0	20796.0	4805.0	4312.0	7084.0	3252.0	11886.0	18077.0	14789.0	27129.0	9350.0	7181.0	6419.0	2587.0	9115.0	17095.0	7561.0	8953.0	2883.0	13034.0	11112.0	1770.0	6058.0	13827.0	16976.0	715.0
ALK_E29_STA100106	14165.0	19883.0	4941.0	313.0	7761.0	6807.0	19380.0	6416.0	4371.0	8661.0	3835.0	10955.0	19095.0	20799.0	19978.0	12168.0	5506.0	7735.0	3259.0	7466.0	17889.0	8022.0	12345.0	3568.0	13969.0	13356.0	2244.0	8232.0	14276.0	15232.0	1007.0
ALK_E29_STA100107	14057.0	20085.0	5508.0	275.0	7225.0	7144.0	22844.0	6894.0	1850.0	10058.0	3507.0	13329.0	19143.0	19904.0	19591.0	14295.0	7381.0	9922.0	3355.0	8140.0	21462.0	6984.0	12008.0	3805.0	15498.0	10973.0	2066.0	9134.0	16044.0	19325.0	880.0
ALK_E29_STA100108	13938.0	19907.0	5626.0	360.0	7147.0	7592.0	22991.0	7024.0	3043.0	10037.0	3680.0	14090.0	19556.0	19868.0	21054.0	14352.0	6955.0	9510.0	3350.0	8507.0	20978.0	7647.0	12044.0	3985.0	15390.0	11918.0	1989.0	8832.0	16627.0	19488.0	1153.0
ALK_E29_STA100109	13330.0	19227.0	5285.0	489.0	8213.0	7702.0	19965.0	6169.0	4105.0	9935.0	3098.0	12817.0	20731.0	20580.0	25728.0	10521.0	5418.0	8247.0	3789.0	8927.0	20025.0	8043.0	12052.0	3700.0	15314.0	11511.0	2400.0	9176.0	16232.0	14296.0	1633.0
ALK_E29_STA101369	2727.0	3412.0	1214.0	166.0	1750.0	1656.0	4803.0	1499.0	734.0	2172.0	614.0	2790.0	4072.0	4553.0	4219.0	2602.0	1614.0	2422.0	1000.0	2081.0	5456.0	1922.0	2790.0	1012.0	3567.0	2430.0	640.0	2422.0	3879.0	3555.0	546.0
ALK_E28_STA100110	15938.0	17899.0	7836.0	1045.0	12595.0	7839.0	19089.0	6342.0	5137.0	10510.0	3303.0	11154.0	18010.0	19879.0	23409.0	12010.0	6436.0	15357.0	4815.0	10529.0	23281.0	9603.0	14239.0	5248.0	14299.0	12032.0	3038.0	11854.0	16513.0	14902.0	3245.0
ALK_E28_STA100111	9439.0	10398.0	4475.0	354.0	7319.0	5204.0	8386.0	3856.0	2824.0	6197.0	1742.0	7926.0	13991.0	15147.0	13933.0	8670.0	3864.0	9318.0	3175.0	7635.0	17443.0	5035.0	9938.0	3217.0	9188.0	8580.0	1566.0	7337.0	11207.0	8849.0	1604.0
ALK_E28_STA100112	9580.0	10000.0	4917.0	324.0	9455.0	4621.0	12439.0	5384.0	2716.0	6982.0	1946.0	9110.0	12465.0	15198.0	16786.0	10112.0	5348.0	9833.0	4370.0	8224.0	18795.0	6327.0	10162.0	4158.0	11124.0	7416.0	2384.0	9656.0	13108.0	9828.0	1510.0
ALK_E27_STA101615	4057.0	5619.0	2284.0	176.0	3173.0	2440.0	5990.0	2140.0	1162.0	3011.0	846.0	4028.0	5518.0	6063.0	5857.0	3978.0	3023.0	5391.0	1625.0	3808.0	9517.0	2172.0	3936.0	1638.0	4435.0	3875.0	785.0	3578.0	5355.0	6044.0	964.0
ALK_E27_STA100114	5406.0	4412.0	1906.0	86.0	5500.0	2710.0	6632.0	3245.0	1475.0	4353.0	850.0	3258.0	6955.0	10065.0	11064.0	4511.0	2789.0	3132.0	1634.0	4270.0	9374.0	3348.0	5317.0	1620.0	6318.0	4291.0	1046.0	5170.0	7120.0	4373.0	427.0
ALK_E27_STA100115	8787.0	9176.0	3421.0	354.0	6088.0	4663.0	11254.0	4782.0	2522.0	7102.0	1736.0	7193.0	10266.0	12366.0	14511.0	6792.0	3497.0	6176.0	2631.0	4902.0	11871.0	4365.0	7754.0	3212.0	7974.0	6587.0	1631.0	6838.0	9503.0	8007.0	703.0
ALK_E26_STA100116	2207.0	2334.0	1326.0	56.0	1606.0	1179.0	3241.0	1383.0	743.0	2059.0	425.0	2419.0	3304.0	3607.0	3125.0	2302.0	1448.0	2995.0	1045.0	1318.0	4083.0	1278.0	2002.0	1024.0	2456.0	1985.0	460.0	2098.0	2788.0	2671.0	193.0
ALK_E26_STA100117	6131.0	6007.0	2412.0	104.0	4381.0	2763.0	7400.0	3247.0	1712.0	5111.0	995.0	5617.0	9057.0	9078.0	9117.0	5635.0	3272.0	6884.0	2437.0	4596.0	11628.0	2966.0	5445.0	2031.0	6504.0	4720.0	981.0	5373.0	7246.0	6478.0	440.0
ALK_E25_STA100118	8998.0	10823.0	3232.0	255.0	5158.0	4890.0	13070.0	4665.0	2596.0	5659.0	2532.0	7521.0	11393.0	12776.0	12769.0	6934.0	3501.0	5304.0	2189.0	5410.0	10176.0	5463.0	7029.0	2515.0	8715.0	7628.0	1309.0	5343.0	8925.0	9699.0	688.0
ALK_E25_STA100119	2881.0	4427.0	1526.0	131.0	2085.0	1917.0	5390.0	1600.0	438.0	2275.0	715.0	3204.0	4859.0	4953.0	2506.0	3262.0	1430.0	2332.0	1046.0	2309.0	5313.0	1540.0	2679.0	1035.0	3506.0	2384.0	446.0	2777.0	2008.0	3568.0	558.0
ALK_E24_STA100120	6291.0	10360.0	2498.0	253.0	3472.0	3996.0	11577.0	3237.0	2110.0	4046.0	1953.0	6081.0	9163.0	8713.0	9184.0	6301.0	2887.0	4142.0	2041.0	3963.0	7223.0	3647.0	5151.0	1991.0	6809.0	5550.0	1162.0	4000.0	6370.0	8339.0	818.0
ALK_E24_STA100121	14447.0	18675.0	4600.0	320.0	6182.0	7221.0	22253.0	6034.0	4032.0	8662.0	3272.0	11136.0	18069.0	18964.0	21321.0	11822.0	5807.0	5768.0	3425.0	8114.0	14274.0	8455.0	12393.0	3772.0	13864.0	11708.0	2095.0	7832.0	13528.0	15680.0	849.0
ALK_E24_STA100122	4517.0	5904.0	1612.0	138.0	1989.0	2558.0	7066.0	1808.0	1286.0	2604.0	1039.0	3285.0	5512.0	6290.0	6006.0	3725.0	1770.0	1790.0	989.0	2504.0	4732.0	2776.0	3578.0	1190.0	4237.0	3937.0	646.0	2303.0	4013.0	5266.0	453.0
ALK_E23_STA100123	2297.0	2756.0	1124.0	59.0	1401.0	1229.0	4572.0	1355.0	600.0	1580.0	586.0	2231.0	3030.0	3595.0	4220.0	2952.0	1445.0	1375.0	852.0	1607.0	3185.0	2219.0	1863.0	630.0	2416.0	1705.0	538.0	1670.0	3055.0	3061.0	176.0
ALK_E23_STA100124	7954.0	11179.0	2371.0	155.0	3079.0	4663.0	11325.0	3362.0	2282.0	4316.0	2098.0	6475.0	10585.0	11627.0	10950.0	6502.0	3392.0	3412.0	2125.0	4110.0	7750.0	4414.0	5298.0	1829.0	7157.0	6787.0	1111.0	3707.0	7375.0	8596.0	458.0
ALK_E22_STA100125	3109.0	3725.0	858.0	62.0	1063.0	1418.0	4694.0	1503.0	856.0	1879.0	769.0	1919.0	4018.0	4277.0	5219.0	2444.0	1158.0	905.0	702.0	1943.0	2688.0	2351.0	2145.0	693.0	2686.0	2162.0	466.0	1652.0	3108.0	2956.0	162.0
ALK_E21_STA100126	3857.0	5273.0	1369.0	72.0	1529.0	2290.0	6369.0	1808.0	964.0	2270.0	966.0	3866.0	5576.0	6031.0	5099.0	3583.0	2110.0	2105.0	1440.0	2405.0	4545.0	1784.0	2686.0	1011.0	4293.0	4031.0	554.0	2021.0	4436.0	5766.0	236.0
ALK_E20_STA101611	1893.0	2055.0	826.0	43.0	827.0	951.0	2970.0	1013.0	559.0	1213.0	477.0	1500.0	2730.0	3024.0	2546.0	1868.0	925.0	1074.0	487.0	1248.0	2363.0	934.0	1369.0	497.0	1952.0	1542.0	268.0	1215.0	2079.0	2802.0	94.0
ALK_E20_STA100128	7233.0	17533.0	2381.0	264.0	5715.0	4213.0	15984.0	3251.0	3604.0	3671.0	4098.0	10633.0	13885.0	19677.0	18534.0	10346.0	5038.0	4141.0	2533.0	7753.0	12353.0	6146.0	5490.0	1693.0	11935.0	11885.0	1577.0	6984.0	9691.0	16103.0	456.0
ALK_E20_STA100129	25315.0	38115.0	8019.0	731.0	10099.0	13375.0	38692.0	9847.0	7600.0	12532.0	7289.0	18925.0	31706.0	33797.0	34444.0	20180.0	9364.0	10923.0	6058.0	14072.0	21500.0	13476.0	15925.0	5185.0	23619.0	21476.0	4253.0	12328.0	22766.0	29008.0	1691.0
ALK_E20_STA100130	12494.0	13684.0	3755.0	378.0	5339.0	5688.0	17213.0	4149.0	3262.0	5873.0	2685.0	7077.0	11829.0	13605.0	14932.0	7361.0	3990.0	3714.0	2621.0	6008.0	9190.0	5727.0	7837.0	2027.0	9891.0	9005.0	1795.0	5383.0	9326.0	10798.0	683.0
ALK_E19_STA101370	10149.0	19116.0	4126.0	330.0	4012.0	6872.0	19145.0	5259.0	2830.0	5702.0	3242.0	9042.0	14040.0	15432.0	13859.0	10442.0	4843.0	4694.0	2425.0	6194.0	8973.0	6309.0	7322.0	2845.0	10724.0	9200.0	1599.0	5737.0	10733.0	16018.0	960.0
ALK_E18_STA101371	5003.0	6132.0	1540.0	143.0	1857.0	2568.0	7920.0	2217.0	1291.0	2298.0	1271.0	3024.0	6432.0	6828.0	7045.0	3591.0	1673.0	1236.0	1018.0	3101.0	3778.0	3305.0	3756.0	1015.0	4674.0	4179.0	891.0	2384.0	4655.0	5027.0	466.0
ALK_E17_STA101372	9735.0	14167.0	4161.0	300.0	4126.0	6235.0	17404.0	4663.0	2729.0	4821.0	2954.0	8459.0	14914.0	14832.0	13094.0	9664.0	4723.0	4026.0	2253.0	6617.0	10407.0	5791.0	6851.0	2670.0	12033.0	8230.0	1435.0	4881.0	9371.0	13942.0	1064.0
ALK_E15_STA101374	5713.0	8676.0	2432.0	182.0	2355.0	2935.0	12510.0	3281.0	1939.0	3600.0	1900.0	4926.0	8837.0	8412.0	7200.0	5453.0	2593.0	3156.0	1333.0	3591.0	6692.0	3110.0	4438.0	1430.0	7572.0	4854.0	820.0	3970.0	6248.0	11032.0	565.0
ALK_E14_STA101375	2425.0	3166.0	945.0	103.0	1236.0	1459.0	3777.0	1243.0	699.0	1498.0	523.0	2011.0	3504.0	3850.0	3430.0	2098.0	1057.0	1454.0	796.0	1490.0	3343.0	1538.0	1858.0	747.0	2432.0	2217.0	344.0	1527.0	2384.0	2394.0	226.0
ALK_E13_STA101376	890.0	1003.0	282.0	23.0	613.0	439.0	1836.0	564.0	226.0	630.0	240.0	827.0	1789.0	1745.0	1891.0	867.0	529.0	405.0	406.0	978.0	1505.0	655.0	1000.0	199.0	1312.0	719.0	160.0	1038.0	1771.0	1451.0	83.0
ALK_E12_STA101377	977.0	1090.0	403.0	18.0	413.0	541.0	2132.0	700.0	400.0	803.0	347.0	921.0	1786.0	1806.0	1763.0	1178.0	534.0	364.0	315.0	862.0	1452.0	907.0	880.0	276.0	1624.0	933.0	137.0	785.0	1340.0	1945.0	56.0
ALK_E11_STA101378	13420.0	18222.0	6256.0	536.0	8172.0	7867.0	19517.0	6394.0	4474.0	9278.0	2875.0	11583.0	19260.0	21160.0	19045.0	11244.0	6995.0	9632.0	3874.0	8214.0	16727.0	7519.0	11435.0	3922.0	13198.0	12262.0	2179.0	8295.0	13844.0	13688.0	1147.0
ALK_E10_STA101379	30478.0	42245.0	9563.0	870.0	16956.0	16484.0	44571.0	14690.0	9525.0	18980.0	9506.0	25941.0	39905.0	49603.0	49317.0	23263.0	13988.0	14611.0	7357.0	16361.0	34982.0	17714.0	27424.0	7161.0	32012.0	26094.0	5332.0	15469.0	33877.0	34257.0	1319.0
ALK_E9_STA101380	1055.0	770.0	232.0	20.0	934.0	299.0	1202.0	510.0	268.0	669.0	155.0	650.0	1316.0	1455.0	2584.0	804.0	532.0	384.0	332.0	532.0	1205.0	943.0	1191.0	193.0	1099.0	777.0	177.0	895.0	1375.0	873.0	70.0
ALK_E8_STA101381	10243.0	14447.0	5740.0	377.0	6979.0	6502.0	18522.0	6976.0	3612.0	8115.0	2181.0	11069.0	14370.0	15786.0	16784.0	10121.0	5390.0	10035.0	3639.0	7139.0	14934.0	5761.0	9424.0	4405.0	11698.0	8589.0	1847.0	8535.0	12418.0	12702.0	1233.0
ALK_E7_STA101382	19292.0	25060.0	6733.0	346.0	9565.0	9675.0	25751.0	8443.0	5644.0	10951.0	5218.0	16907.0	27210.0	28152.0	26918.0	15934.0	7960.0	11898.0	4879.0	10332.0	21351.0	10432.0	14758.0	5470.0	16863.0	15492.0	2710.0	10489.0	18033.0	18388.0	853.0
