	C21D00050	D21D00052	D21D00060T	D21D00065	D21D00066T	D21D00074T	K21D00053	M21D00054	M21D00075	N21D00042	N21D00061	O21D00086T	P20D02528	P21D00043	P21D00044	P21D00045	P21D00046	P21D00055	P21D00056	P21D00062	P21D00067	P21D00068	P21D00078	P21D00083	P21D00091	U21D00040	X21D00037	X21D00058T	X21D00069	X21D00077
NOTCH1_E6_STA101314	3558.0	1619.0	2481.0	1129.0	2061.0	547.0	87.0	1685.0	274.0	1486.0	2995.0	201.0	110.0	771.0	1508.0	252.0	848.0	318.0	592.0	644.0	1516.0	662.0	98.0	256.0	107.0	892.0	195.0	449.0	150.0	111.0
NOTCH1_E6_STA101315	3075.0	1370.0	2279.0	1068.0	1882.0	512.0	90.0	1390.0	200.0	1472.0	3760.0	185.0	81.0	805.0	1736.0	184.0	814.0	306.0	595.0	568.0	1506.0	681.0	108.0	235.0	90.0	866.0	303.0	357.0	118.0	95.0
NOTCH1_E6_STA101316	25012.0	13296.0	13647.0	8115.0	14445.0	3679.0	810.0	11052.0	2468.0	12323.0	30473.0	885.0	545.0	6732.0	14825.0	1707.0	5712.0	2379.0	3765.0	4427.0	9857.0	4956.0	901.0	1306.0	1045.0	5777.0	2101.0	2031.0	1243.0	1096.0
NOTCH1_E6_STA101317	11639.0	5586.0	5763.0	3486.0	6615.0	1622.0	257.0	4020.0	1139.0	4622.0	11470.0	373.0	156.0	2249.0	5287.0	640.0	2423.0	1085.0	1683.0	2099.0	3618.0	1786.0	310.0	558.0	519.0	2169.0	756.0	1047.0	374.0	462.0
NOTCH1_E5_STA101318	23809.0	12724.0	14229.0	8089.0	13583.0	4232.0	1105.0	9193.0	1982.0	10909.0	36007.0	1160.0	808.0	7248.0	12559.0	1550.0	4915.0	2162.0	2409.0	4008.0	8583.0	5764.0	890.0	1145.0	1305.0	5050.0	2057.0	2184.0	1348.0	1483.0
NOTCH1_E5_STA101319	18917.0	8981.0	9981.0	5157.0	10132.0	2988.0	541.0	7079.0	1501.0	8924.0	26697.0	650.0	481.0	4969.0	9357.0	1174.0	3806.0	1698.0	2277.0	2746.0	5822.0	3693.0	705.0	1023.0	803.0	3777.0	1572.0	1824.0	890.0	819.0
NOTCH1_E4_STA101657	1660.0	979.0	1461.0	600.0	1221.0	324.0	48.0	1199.0	182.0	863.0	2637.0	58.0	71.0	665.0	1277.0	148.0	463.0	247.0	339.0	337.0	703.0	407.0	66.0	132.0	96.0	444.0	76.0	196.0	117.0	44.0
NOTCH1_E4_STA101321	5726.0	4133.0	5293.0	2550.0	4145.0	876.0	176.0	3147.0	710.0	3158.0	8690.0	265.0	237.0	2173.0	4235.0	304.0	1905.0	1136.0	1282.0	1301.0	2107.0	1432.0	235.0	367.0	184.0	1498.0	430.0	368.0	220.0	168.0
NOTCH1_E4_STA101322	5566.0	2909.0	3112.0	1431.0	2877.0	788.0	144.0	2275.0	321.0	2368.0	8039.0	136.0	136.0	1459.0	3060.0	261.0	1135.0	460.0	712.0	763.0	1832.0	1307.0	266.0	314.0	242.0	1136.0	446.0	230.0	262.0	232.0
NOTCH1_E4_STA102031	12794.0	6758.0	8404.0	4038.0	7690.0	1993.0	348.0	6255.0	937.0	6771.0	15565.0	361.0	501.0	4527.0	7976.0	719.0	3225.0	1350.0	2210.0	2344.0	5045.0	2783.0	444.0	435.0	412.0	2827.0	1140.0	700.0	781.0	314.0
NOTCH1_E3_STA101679	2442.0	1403.0	1206.0	812.0	1295.0	377.0	38.0	956.0	295.0	923.0	2537.0	86.0	95.0	523.0	1194.0	158.0	494.0	325.0	493.0	476.0	915.0	401.0	27.0	76.0	67.0	433.0	173.0	173.0	108.0	63.0
NOTCH1_E3_STA101325	11164.0	5826.0	5424.0	3071.0	5745.0	1813.0	246.0	4230.0	1036.0	4355.0	12374.0	502.0	337.0	2620.0	5139.0	716.0	2355.0	892.0	1859.0	1965.0	3769.0	2227.0	268.0	458.0	361.0	2703.0	967.0	731.0	420.0	440.0
NOTCH1_E3_STA101326	13537.0	7689.0	9646.0	4369.0	7931.0	1875.0	444.0	7129.0	1246.0	7955.0	22494.0	771.0	484.0	4434.0	9276.0	936.0	3613.0	1914.0	2645.0	2803.0	6292.0	4009.0	524.0	1068.0	518.0	3532.0	1292.0	810.0	618.0	562.0
NOTCH1_E3_STA101327	6439.0	3731.0	3940.0	2019.0	3488.0	903.0	252.0	3037.0	508.0	3579.0	10293.0	290.0	303.0	1995.0	4010.0	499.0	1385.0	775.0	1130.0	1172.0	2407.0	1662.0	174.0	438.0	274.0	1568.0	465.0	412.0	264.0	330.0
NOTCH1_E2_STA102039	19208.0	8917.0	12087.0	5897.0	12144.0	3879.0	1079.0	9110.0	2100.0	8867.0	21533.0	1210.0	683.0	6948.0	10346.0	1886.0	4970.0	2325.0	2847.0	3599.0	7809.0	4549.0	651.0	702.0	990.0	4876.0	1964.0	2913.0	1158.0	1494.0
NOTCH1_E2_STA101329	22759.0	10225.0	15507.0	6930.0	12954.0	4268.0	991.0	11510.0	2241.0	10803.0	24297.0	1183.0	941.0	7958.0	13479.0	1892.0	5908.0	3622.0	4234.0	3772.0	9419.0	4597.0	906.0	1143.0	924.0	5814.0	2743.0	2924.0	1381.0	1328.0
NOTCH1_E2_STA101698	5367.0	2383.0	4218.0	1532.0	3466.0	1003.0	333.0	2953.0	510.0	2815.0	5340.0	276.0	267.0	2496.0	3526.0	572.0	1618.0	863.0	1070.0	1114.0	3029.0	1303.0	210.0	267.0	223.0	1575.0	627.0	837.0	440.0	249.0
RET_E2_STA100435	1581.0	557.0	893.0	551.0	1099.0	282.0	94.0	828.0	157.0	804.0	913.0	121.0	14.0	138.0	519.0	287.0	625.0	134.0	373.0	252.0	429.0	210.0	30.0	139.0	76.0	313.0	181.0	186.0	83.0	86.0
RET_E2_STA100436	5842.0	3215.0	4517.0	2467.0	5140.0	1519.0	407.0	5204.0	742.0	3522.0	4760.0	706.0	282.0	1957.0	3844.0	1301.0	2958.0	1016.0	1346.0	1381.0	3154.0	1789.0	239.0	607.0	228.0	2709.0	1242.0	853.0	550.0	269.0
RET_E2_STA100437	1376.0	389.0	602.0	429.0	628.0	232.0	36.0	495.0	138.0	556.0	432.0	113.0	42.0	235.0	506.0	190.0	419.0	91.0	218.0	269.0	517.0	178.0	35.0	41.0	41.0	381.0	196.0	124.0	56.0	40.0
RET_E3_STA100438	6041.0	2730.0	4133.0	1887.0	4097.0	1043.0	218.0	4514.0	392.0	3191.0	5836.0	514.0	278.0	1865.0	4192.0	762.0	2320.0	766.0	1561.0	1380.0	3747.0	1957.0	120.0	436.0	241.0	2109.0	964.0	620.0	379.0	196.0
RET_E3_STA100439	12768.0	5703.0	8174.0	4212.0	8426.0	2540.0	504.0	8731.0	1063.0	6520.0	11635.0	1001.0	558.0	4243.0	8389.0	1819.0	4737.0	1554.0	3014.0	2832.0	7119.0	3763.0	457.0	915.0	572.0	4166.0	1955.0	1173.0	828.0	449.0
RET_E3_STA100440	18577.0	8457.0	10209.0	6440.0	12336.0	3800.0	929.0	13682.0	1879.0	10229.0	13591.0	1163.0	755.0	6284.0	12640.0	2663.0	6900.0	2520.0	3175.0	3590.0	9518.0	4424.0	485.0	947.0	502.0	5581.0	2688.0	1806.0	1252.0	513.0
RET_E3_STA100441	4968.0	2120.0	3016.0	1395.0	3107.0	1392.0	172.0	3758.0	492.0	2366.0	3342.0	337.0	165.0	1594.0	3340.0	656.0	2128.0	706.0	1008.0	1013.0	2687.0	1116.0	71.0	259.0	220.0	1512.0	709.0	553.0	253.0	111.0
RET_E3_STA100442	12038.0	4959.0	6660.0	3910.0	7256.0	2212.0	399.0	7431.0	1240.0	5688.0	7863.0	938.0	614.0	3263.0	7602.0	1627.0	4419.0	1586.0	2554.0	2583.0	4945.0	2479.0	336.0	626.0	346.0	3889.0	1748.0	1353.0	691.0	456.0
RET_E4_STA101662	4835.0	2790.0	3526.0	1641.0	3682.0	908.0	224.0	3784.0	613.0	3136.0	4113.0	455.0	266.0	2278.0	4518.0	507.0	2545.0	782.0	1168.0	1168.0	3717.0	1525.0	170.0	282.0	242.0	1293.0	728.0	540.0	397.0	186.0
RET_E4_STA100444	5759.0	3438.0	3896.0	1970.0	3654.0	1043.0	187.0	4161.0	525.0	3360.0	4638.0	504.0	381.0	2161.0	4383.0	576.0	2722.0	856.0	1259.0	1218.0	3654.0	1574.0	160.0	321.0	333.0	1563.0	932.0	681.0	405.0	195.0
RET_E4_STA100445	5383.0	2991.0	4433.0	1995.0	4170.0	1119.0	223.0	5340.0	586.0	3547.0	4828.0	453.0	474.0	2488.0	5145.0	600.0	3097.0	1127.0	1825.0	1228.0	4440.0	1899.0	118.0	362.0	236.0	1812.0	1131.0	522.0	414.0	176.0
RET_E4_STA100446	15356.0	6010.0	6087.0	3573.0	7157.0	2075.0	413.0	7609.0	1112.0	6549.0	8421.0	713.0	433.0	3463.0	6004.0	1019.0	5504.0	1662.0	2369.0	2514.0	5837.0	2517.0	419.0	659.0	412.0	3388.0	2089.0	1357.0	627.0	536.0
RET_E5_STA100447	7301.0	2981.0	2908.0	2254.0	3769.0	1100.0	234.0	3280.0	790.0	2507.0	2745.0	412.0	128.0	1324.0	2892.0	548.0	2160.0	731.0	1305.0	1130.0	2680.0	1128.0	183.0	285.0	232.0	1571.0	998.0	706.0	409.0	300.0
RET_E5_STA100448	8209.0	4170.0	4439.0	2763.0	5578.0	1540.0	381.0	5055.0	932.0	4124.0	4451.0	585.0	346.0	3047.0	4744.0	900.0	2957.0	1230.0	1466.0	1494.0	4212.0	1540.0	258.0	451.0	286.0	2445.0	1351.0	777.0	614.0	350.0
RET_E5_STA100449	29151.0	14994.0	12846.0	8879.0	15518.0	4196.0	1634.0	16251.0	3201.0	13973.0	15761.0	1625.0	1104.0	8582.0	15750.0	2865.0	8380.0	3461.0	4010.0	5603.0	13036.0	6313.0	723.0	1169.0	947.0	7781.0	4188.0	2365.0	1958.0	1257.0
RET_E6_STA100450	5230.0	2244.0	4512.0	1998.0	4442.0	1543.0	606.0	5945.0	922.0	3100.0	4593.0	842.0	382.0	1963.0	3993.0	1223.0	2821.0	1017.0	1451.0	1430.0	3933.0	1672.0	285.0	507.0	201.0	2755.0	1053.0	774.0	514.0	281.0
RET_E6_STA100451	20989.0	8891.0	11913.0	7950.0	14268.0	5908.0	1540.0	13563.0	3194.0	10980.0	12933.0	2279.0	1162.0	7635.0	13087.0	4040.0	9797.0	2817.0	4222.0	4345.0	11337.0	4741.0	686.0	1072.0	691.0	8718.0	4712.0	3032.0	1768.0	686.0
RET_E6_STA101723	11147.0	4492.0	6375.0	3913.0	8024.0	3026.0	581.0	6753.0	1797.0	4910.0	6650.0	1163.0	583.0	3828.0	7131.0	1858.0	4397.0	1506.0	2049.0	2396.0	6303.0	2828.0	280.0	592.0	431.0	3553.0	1781.0	1390.0	1013.0	460.0
RET_E6_STA100453	7190.0	2853.0	3863.0	2405.0	4884.0	1902.0	370.0	4190.0	1111.0	3068.0	4311.0	715.0	361.0	2341.0	4445.0	1189.0	2716.0	978.0	1235.0	1535.0	3909.0	1699.0	184.0	358.0	272.0	2181.0	1091.0	848.0	648.0	294.0
RET_E7_STA100454	12057.0	4893.0	5577.0	3892.0	6631.0	1619.0	500.0	7073.0	1197.0	5200.0	6505.0	788.0	526.0	3408.0	7429.0	1454.0	4043.0	1336.0	2097.0	2311.0	4548.0	2479.0	323.0	593.0	432.0	3827.0	1652.0	1311.0	625.0	562.0
RET_E7_STA100455	22639.0	9729.0	11229.0	7719.0	14238.0	3711.0	1244.0	13696.0	2453.0	11078.0	15975.0	1351.0	985.0	7296.0	13422.0	2332.0	7772.0	2780.0	3516.0	4101.0	10632.0	5267.0	498.0	849.0	877.0	6674.0	3060.0	2245.0	1434.0	868.0
RET_E7_STA100456	5706.0	2995.0	2713.0	2144.0	3509.0	878.0	344.0	3496.0	552.0	2923.0	4899.0	440.0	304.0	1895.0	3188.0	678.0	1970.0	620.0	1046.0	1052.0	2493.0	1520.0	197.0	204.0	192.0	1769.0	953.0	522.0	404.0	339.0
RET_E7_STA101717	2837.0	1487.0	1329.0	1108.0	1625.0	595.0	103.0	1477.0	337.0	1288.0	1742.0	214.0	111.0	783.0	1296.0	328.0	956.0	292.0	405.0	550.0	1156.0	582.0	57.0	98.0	115.0	788.0	437.0	359.0	153.0	100.0
RET_E8_STA101700	16526.0	7903.0	6755.0	5823.0	9237.0	2459.0	547.0	7055.0	1797.0	5501.0	7755.0	981.0	307.0	3256.0	7223.0	1613.0	5926.0	1272.0	2657.0	2867.0	6091.0	2892.0	386.0	642.0	623.0	3741.0	2324.0	1200.0	659.0	434.0
RET_E8_STA102037	3773.0	1729.0	1488.0	1261.0	2173.0	446.0	139.0	1435.0	377.0	1229.0	1474.0	224.0	157.0	689.0	1815.0	452.0	1464.0	392.0	475.0	690.0	1130.0	527.0	88.0	154.0	160.0	866.0	440.0	408.0	234.0	138.0
RET_E9_STA100460	8590.0	3845.0	3722.0	2806.0	4730.0	1293.0	540.0	4709.0	783.0	3657.0	5050.0	613.0	343.0	2127.0	4538.0	826.0	2635.0	942.0	1417.0	1666.0	3547.0	2174.0	301.0	369.0	285.0	2215.0	983.0	931.0	534.0	243.0
RET_E9_STA100461	29692.0	12066.0	12631.0	9868.0	15144.0	3569.0	1111.0	14990.0	3354.0	12920.0	21187.0	1643.0	728.0	7826.0	16747.0	2908.0	8105.0	3123.0	3959.0	5460.0	11309.0	6368.0	679.0	1200.0	1039.0	6760.0	3638.0	3672.0	1484.0	1317.0
RET_E10_STA100462	12888.0	6602.0	6632.0	4724.0	8800.0	2175.0	568.0	8585.0	1467.0	6172.0	10061.0	703.0	453.0	4117.0	7986.0	1642.0	4308.0	1378.0	1767.0	2381.0	6020.0	3667.0	352.0	688.0	630.0	3778.0	1976.0	1362.0	1105.0	480.0
RET_E10_STA101727	20949.0	9474.0	7879.0	6143.0	11496.0	3044.0	880.0	10673.0	1819.0	9457.0	13546.0	1148.0	841.0	5445.0	11781.0	2261.0	6019.0	2149.0	3151.0	3581.0	7326.0	4358.0	561.0	1027.0	669.0	5223.0	2549.0	2353.0	1084.0	882.0
RET_E11_STA100465	7436.0	3541.0	3817.0	2626.0	5025.0	1289.0	261.0	4253.0	677.0	3285.0	4430.0	435.0	320.0	1880.0	4229.0	1085.0	2674.0	752.0	1330.0	1667.0	3749.0	1439.0	171.0	394.0	305.0	2507.0	1262.0	875.0	401.0	248.0
RET_E11_STA100466	4802.0	2122.0	2200.0	1607.0	2442.0	664.0	190.0	2662.0	475.0	2156.0	3261.0	299.0	159.0	1128.0	2551.0	532.0	1524.0	452.0	562.0	835.0	1732.0	961.0	148.0	175.0	196.0	1425.0	666.0	489.0	181.0	141.0
RET_E11_STA100467	19842.0	9631.0	7943.0	7297.0	10668.0	3094.0	607.0	8909.0	1944.0	7932.0	10672.0	1097.0	550.0	3330.0	8579.0	2457.0	6920.0	1927.0	3244.0	3571.0	6532.0	3175.0	479.0	850.0	609.0	4263.0	2065.0	1838.0	788.0	675.0
RET_E11_STA102028	3350.0	1722.0	1406.0	1198.0	1909.0	608.0	208.0	1324.0	259.0	1324.0	2096.0	132.0	123.0	930.0	1752.0	281.0	862.0	335.0	615.0	454.0	1217.0	794.0	71.0	98.0	119.0	799.0	417.0	371.0	201.0	134.0
RET_E12_STA100469	7827.0	2605.0	2774.0	2075.0	3359.0	1059.0	369.0	3060.0	835.0	3193.0	4965.0	347.0	212.0	1744.0	3617.0	702.0	1805.0	656.0	809.0	1500.0	2360.0	1504.0	186.0	278.0	311.0	1737.0	916.0	952.0	327.0	451.0
RET_E12_STA100470	21762.0	6062.0	8034.0	5443.0	10015.0	3231.0	1060.0	8125.0	2376.0	7511.0	11078.0	1359.0	613.0	3768.0	8202.0	2625.0	5823.0	1939.0	2244.0	3065.0	6834.0	3606.0	433.0	763.0	757.0	4718.0	2577.0	2419.0	964.0	1083.0
RET_E13_STA100472	14366.0	6007.0	5391.0	4268.0	6865.0	2271.0	607.0	6700.0	1537.0	5473.0	10315.0	978.0	386.0	3277.0	7409.0	1506.0	4236.0	1348.0	1695.0	2432.0	5227.0	2775.0	143.0	502.0	577.0	3195.0	1893.0	1845.0	883.0	866.0
RET_E13_STA100473	2197.0	850.0	1250.0	782.0	1518.0	466.0	140.0	1761.0	218.0	1128.0	1454.0	186.0	122.0	572.0	1219.0	393.0	842.0	296.0	593.0	344.0	757.0	504.0	54.0	76.0	44.0	633.0	324.0	265.0	140.0	78.0
RET_E14_STA101664	6835.0	3104.0	3037.0	2059.0	3541.0	931.0	278.0	4083.0	605.0	2937.0	3908.0	409.0	322.0	1765.0	3639.0	645.0	2211.0	682.0	957.0	1283.0	2631.0	1351.0	169.0	239.0	253.0	1410.0	917.0	480.0	369.0	172.0
RET_E14_STA100476	3157.0	1462.0	2013.0	1021.0	2134.0	437.0	120.0	2413.0	330.0	1611.0	1861.0	176.0	200.0	1143.0	2418.0	306.0	1583.0	434.0	552.0	477.0	1829.0	818.0	72.0	222.0	82.0	1031.0	581.0	189.0	236.0	76.0
RET_E14_STA100477	24784.0	9387.0	4931.0	6881.0	13712.0	2826.0	965.0	6750.0	1757.0	10997.0	16563.0	1087.0	880.0	7196.0	14900.0	1992.0	7826.0	889.0	3227.0	4341.0	10741.0	5176.0	712.0	921.0	1020.0	6491.0	2735.0	802.0	1424.0	574.0
RET_E15_STA100478	5123.0	2110.0	2577.0	2170.0	3376.0	882.0	362.0	3332.0	466.0	2581.0	4129.0	372.0	205.0	1917.0	3844.0	466.0	2089.0	775.0	838.0	913.0	3011.0	1348.0	259.0	603.0	171.0	1633.0	869.0	413.0	238.0	152.0
RET_E15_STA101732	5014.0	1556.0	1960.0	1456.0	2736.0	842.0	128.0	2473.0	386.0	1820.0	1751.0	405.0	135.0	1072.0	2344.0	632.0	1879.0	455.0	808.0	841.0	1644.0	739.0	123.0	258.0	175.0	1208.0	698.0	560.0	222.0	182.0
RET_E16_STA100480	4010.0	1434.0	4283.0	1587.0	3220.0	1822.0	443.0	4780.0	794.0	3129.0	2499.0	902.0	315.0	1715.0	3625.0	1422.0	2850.0	672.0	1245.0	943.0	3083.0	1243.0	160.0	353.0	134.0	2520.0	1176.0	1262.0	514.0	233.0
RET_E17_STA100481	1835.0	648.0	808.0	577.0	1138.0	358.0	98.0	922.0	319.0	865.0	1291.0	166.0	69.0	556.0	1083.0	208.0	640.0	184.0	239.0	330.0	765.0	408.0	38.0	75.0	120.0	507.0	284.0	231.0	147.0	86.0
RET_E17_STA100482	31797.0	12350.0	18292.0	11280.0	21555.0	7674.0	2101.0	20060.0	4621.0	17145.0	21828.0	2948.0	1365.0	11411.0	20164.0	4686.0	13051.0	4326.0	4991.0	6794.0	17930.0	7582.0	1054.0	1769.0	1471.0	10227.0	4804.0	4209.0	2827.0	1501.0
RET_E17_STA100483	14734.0	5098.0	9848.0	4545.0	9903.0	3680.0	806.0	10631.0	1947.0	7960.0	9324.0	1413.0	708.0	6065.0	9959.0	2423.0	6945.0	2000.0	2964.0	3100.0	9457.0	3373.0	524.0	879.0	576.0	5442.0	2483.0	2029.0	1384.0	608.0
RET_E18_STA100484	10351.0	4124.0	5746.0	3817.0	6823.0	2247.0	616.0	6702.0	1654.0	4938.0	6098.0	1057.0	410.0	3517.0	6088.0	1858.0	4527.0	1292.0	1583.0	2274.0	5218.0	2482.0	388.0	562.0	536.0	3707.0	2128.0	1695.0	1001.0	615.0
RET_E18_STA100485	27623.0	9439.0	13096.0	9882.0	16498.0	5846.0	1894.0	13112.0	4737.0	11852.0	14473.0	2639.0	952.0	7168.0	12492.0	4862.0	11262.0	3160.0	3830.0	6197.0	12161.0	5359.0	897.0	1286.0	906.0	10085.0	4493.0	4341.0	2225.0	1636.0
RET_E19_STA100486	4051.0	1426.0	2575.0	1408.0	2822.0	1184.0	282.0	3487.0	615.0	1935.0	2405.0	601.0	214.0	1356.0	2288.0	1027.0	1904.0	623.0	986.0	896.0	2462.0	968.0	109.0	284.0	189.0	1711.0	886.0	772.0	452.0	253.0
RET_E19_STA100487	10933.0	3853.0	7009.0	4394.0	8601.0	4034.0	1166.0	8645.0	2177.0	7472.0	7147.0	1588.0	694.0	5654.0	8396.0	2792.0	5691.0	1916.0	2278.0	2643.0	8311.0	3154.0	553.0	795.0	562.0	4461.0	2648.0	2030.0	1042.0	768.0
RET_E19_STA100488	4049.0	1823.0	4244.0	2082.0	3543.0	2217.0	1198.0	4688.0	1198.0	3213.0	3754.0	910.0	464.0	2317.0	4285.0	1571.0	2805.0	881.0	1190.0	1101.0	4820.0	1772.0	367.0	459.0	212.0	2321.0	1194.0	1550.0	708.0	742.0
RET_E20_STA100489	28618.0	16205.0	33847.0	17237.0	32962.0	31376.0	12114.0	31860.0	17143.0	26735.0	31247.0	12824.0	3162.0	20503.0	27975.0	16106.0	22842.0	9307.0	9783.0	11310.0	39546.0	12735.0	2561.0	3811.0	2758.0	19200.0	11479.0	14639.0	6801.0	6234.0
RET_E20_STA100490	30587.0	13304.0	24602.0	15220.0	26974.0	21503.0	7903.0	26396.0	15934.0	17863.0	20203.0	10678.0	1920.0	9881.0	19736.0	14055.0	19445.0	7051.0	8899.0	8629.0	29277.0	9560.0	2178.0	2890.0	1962.0	13094.0	7505.0	12108.0	5326.0	4827.0
RET_E20_STA100491	18178.0	6451.0	19563.0	8216.0	17815.0	15423.0	5839.0	17597.0	7960.0	13580.0	15212.0	5997.0	1781.0	11309.0	13868.0	7782.0	11981.0	4120.0	5744.0	5000.0	22462.0	6631.0	1692.0	1771.0	1020.0	10582.0	5651.0	6750.0	3508.0	3216.0
PTEN_E1_STA100492	11780.0	4598.0	12546.0	5037.0	10002.0	7263.0	3068.0	14169.0	3288.0	10556.0	11143.0	3262.0	1169.0	7661.0	10858.0	4045.0	5557.0	3763.0	3562.0	3567.0	13470.0	4078.0	693.0	1474.0	634.0	6436.0	2918.0	4196.0	1798.0	1980.0
PTEN_E2_STA100493	3469.0	1115.0	4515.0	2068.0	4212.0	4028.0	2086.0	4166.0	1808.0	3057.0	2716.0	1980.0	468.0	1999.0	2937.0	2346.0	2427.0	1177.0	1364.0	951.0	4402.0	1207.0	162.0	488.0	208.0	2562.0	1056.0	2144.0	662.0	1190.0
PTEN_E2_STA100494	7272.0	2586.0	7451.0	3463.0	8083.0	8247.0	3829.0	6100.0	4396.0	6682.0	6948.0	3143.0	924.0	4614.0	5117.0	3952.0	3518.0	2462.0	1927.0	2182.0	9208.0	2460.0	420.0	778.0	582.0	4408.0	1680.0	3706.0	1238.0	2481.0
PTEN_E3_STA100495	11693.0	4629.0	12937.0	5638.0	11704.0	11792.0	5337.0	10495.0	6058.0	11127.0	8971.0	4814.0	1336.0	6995.0	9453.0	6607.0	6504.0	3787.0	3187.0	3284.0	12814.0	3389.0	625.0	1240.0	764.0	8181.0	2894.0	6285.0	1392.0	3770.0
PTEN_E4_STA100496	17884.0	5981.0	20798.0	8918.0	19580.0	20530.0	9563.0	18589.0	10837.0	18207.0	14635.0	8446.0	1811.0	10979.0	14799.0	10971.0	10519.0	6473.0	5425.0	4812.0	21719.0	6461.0	1248.0	1833.0	1054.0	11792.0	4842.0	10479.0	2376.0	4929.0
PTEN_E0_STA100497	11302.0	3553.0	11947.0	5016.0	11026.0	10476.0	4970.0	9856.0	5290.0	9031.0	9727.0	4464.0	948.0	6311.0	9254.0	5168.0	5286.0	3451.0	3166.0	2817.0	13661.0	3655.0	742.0	1367.0	856.0	6424.0	2779.0	4856.0	1541.0	3490.0
PTEN_E5_STA100498	8634.0	3257.0	8019.0	3940.0	8283.0	7322.0	3651.0	8407.0	3473.0	7607.0	4441.0	3750.0	855.0	5301.0	6475.0	4534.0	5418.0	2931.0	2849.0	2467.0	10354.0	2452.0	504.0	1159.0	592.0	6098.0	2576.0	4367.0	1037.0	1832.0
PTEN_E5_STA100499	31892.0	16307.0	39935.0	16586.0	36528.0	34007.0	15288.0	38465.0	15685.0	40177.0	26126.0	14421.0	5047.0	25014.0	31119.0	22363.0	20503.0	14289.0	11226.0	9864.0	49615.0	14419.0	2687.0	3839.0	2334.0	23543.0	11192.0	15322.0	6431.0	8413.0
PTEN_E5_STA100500	10062.0	4709.0	15072.0	5716.0	12695.0	11069.0	4636.0	14380.0	5037.0	11913.0	6578.0	4954.0	1690.0	8165.0	11700.0	7365.0	8242.0	4183.0	4109.0	3497.0	16032.0	4222.0	756.0	1739.0	566.0	9060.0	4259.0	5185.0	1992.0	2796.0
PTEN_E5_STA100501	7041.0	2859.0	6480.0	3470.0	6856.0	6321.0	2630.0	5383.0	3538.0	5639.0	5625.0	2322.0	609.0	4051.0	5009.0	3348.0	3310.0	2054.0	1676.0	1692.0	8623.0	1960.0	478.0	775.0	431.0	4020.0	1350.0	3113.0	943.0	2225.0
PTEN_E6_STA100502	5119.0	2134.0	6296.0	3237.0	6827.0	5675.0	2512.0	6716.0	2498.0	4142.0	3367.0	2550.0	573.0	1779.0	4178.0	3840.0	3578.0	1916.0	2308.0	1400.0	6959.0	1739.0	299.0	783.0	333.0	3474.0	1645.0	2798.0	668.0	1241.0
PTEN_E6_STA100503	5964.0	2950.0	11384.0	4302.0	9102.0	9160.0	4181.0	10405.0	3666.0	8022.0	6025.0	3746.0	1319.0	5993.0	8278.0	4741.0	5339.0	3218.0	2930.0	2695.0	13121.0	3656.0	624.0	1468.0	638.0	6172.0	2394.0	4498.0	1368.0	2026.0
PTEN_E6_STA100504	19510.0	6641.0	20988.0	9413.0	20883.0	21754.0	9553.0	18238.0	10582.0	16039.0	14034.0	8864.0	1876.0	11127.0	14896.0	10031.0	10431.0	5983.0	5727.0	6042.0	22469.0	6165.0	1392.0	2188.0	1349.0	12442.0	5663.0	8962.0	2861.0	5531.0
PTEN_E7_STA100505	10304.0	3862.0	7859.0	5030.0	10036.0	10336.0	4408.0	7582.0	6054.0	8417.0	6411.0	4591.0	864.0	4088.0	6015.0	5371.0	5236.0	2668.0	2575.0	2839.0	9749.0	2572.0	774.0	1034.0	662.0	5370.0	2915.0	5498.0	1100.0	2756.0
PTEN_E7_STA100506	11978.0	6098.0	14727.0	6568.0	14905.0	16399.0	7015.0	13345.0	7565.0	15209.0	10454.0	6072.0	1287.0	9856.0	10841.0	7102.0	7307.0	4574.0	4071.0	3981.0	17270.0	4502.0	862.0	1573.0	1110.0	8167.0	3908.0	7098.0	1853.0	3952.0
PTEN_E7_STA100507	8344.0	2672.0	9354.0	3770.0	8808.0	8073.0	2976.0	7080.0	3337.0	6303.0	4714.0	4083.0	720.0	3617.0	5377.0	4183.0	4925.0	2131.0	2301.0	2191.0	8847.0	2362.0	508.0	945.0	566.0	5433.0	2102.0	4408.0	1015.0	1982.0
PTEN_E8_STA101838	2470.0	737.0	2208.0	1043.0	2055.0	2243.0	991.0	2313.0	983.0	1977.0	1411.0	852.0	213.0	1557.0	1779.0	1186.0	1478.0	857.0	735.0	618.0	2376.0	651.0	134.0	211.0	110.0	1670.0	750.0	1211.0	219.0	582.0
PTEN_E8_STA100509	11777.0	5168.0	13665.0	5839.0	13856.0	12482.0	6344.0	12511.0	5939.0	12006.0	9931.0	5735.0	1489.0	8405.0	10814.0	6786.0	6497.0	4799.0	3358.0	3501.0	15812.0	4318.0	995.0	1406.0	862.0	8134.0	3367.0	5657.0	1873.0	3948.0
PTEN_E8_STA101829	6898.0	2490.0	5447.0	2817.0	5893.0	5199.0	2722.0	4724.0	3029.0	4611.0	3504.0	2545.0	528.0	3002.0	4490.0	3461.0	3200.0	1857.0	1572.0	1768.0	7450.0	1543.0	376.0	713.0	400.0	3547.0	1901.0	3169.0	719.0	1408.0
