	C21D00575	D21D00569T	D21D00578T	D21D00591	D21D00593	D21D00597	D21D00609T	D21D00611T	M21D00568	M21D00589	N21D00564	N21D00580	N21D00608	P21D00567	P21D00573	P21D00584	P21D00586	P21D00588	P21D00594	P21D00595	P21D00596	P21D00598	P21D00599	P21D00605	P21D00606	T21D00581	X21D00548T	X21D00552	X21D00558	X21D00587	X21D00600
DDR2_E7_STA100395	3176.0	4844.0	4230.0	4249.0	3391.0	2851.0	270.0	5642.0	6750.0	3741.0	3897.0	8268.0	8245.0	2055.0	8943.0	4861.0	7660.0	6669.0	3984.0	1088.0	4262.0	9470.0	3575.0	4850.0	3225.0	6692.0	3773.0	1873.0	1617.0	1778.0	140.0
DDR2_E7_STA100396	9397.0	12307.0	13005.0	12576.0	8895.0	6385.0	734.0	15598.0	13751.0	10894.0	10215.0	18158.0	20628.0	5770.0	24740.0	12940.0	20709.0	17214.0	10695.0	2085.0	12064.0	25257.0	11196.0	11493.0	8637.0	17296.0	8326.0	5534.0	3860.0	5439.0	381.0
DDR2_E7_STA100397	890.0	987.0	1195.0	1319.0	1015.0	469.0	50.0	1427.0	1512.0	937.0	901.0	1867.0	2178.0	628.0	2258.0	1022.0	2070.0	1441.0	1159.0	237.0	933.0	2494.0	895.0	1074.0	731.0	1428.0	683.0	525.0	335.0	509.0	50.0
DDR2_E8_STA100398	585.0	758.0	862.0	695.0	558.0	402.0	46.0	926.0	804.0	924.0	586.0	1384.0	1995.0	389.0	1800.0	829.0	1415.0	1821.0	774.0	254.0	951.0	1879.0	612.0	983.0	540.0	1416.0	762.0	489.0	214.0	468.0	42.0
DDR2_E8_STA100399	5793.0	5885.0	7606.0	7489.0	5777.0	4031.0	376.0	11026.0	11693.0	5964.0	6231.0	12094.0	13623.0	4452.0	14817.0	6204.0	12244.0	9795.0	8102.0	1658.0	5927.0	16785.0	6996.0	8202.0	5002.0	7586.0	4987.0	3066.0	2341.0	3445.0	255.0
DDR2_E9_STA100400	8275.0	9707.0	9769.0	9953.0	8042.0	6081.0	727.0	13545.0	10603.0	8389.0	7836.0	15144.0	17321.0	5590.0	16902.0	9974.0	15907.0	14121.0	10358.0	1955.0	8899.0	19930.0	8978.0	8416.0	6523.0	16193.0	9454.0	4227.0	2848.0	4465.0	239.0
DDR2_E9_STA100401	8692.0	10444.0	10965.0	11117.0	8659.0	7375.0	839.0	15696.0	11543.0	8814.0	8230.0	17324.0	18810.0	5681.0	19437.0	11397.0	18150.0	14699.0	11189.0	2196.0	9380.0	20291.0	9696.0	9124.0	6551.0	17500.0	10986.0	4292.0	3155.0	4678.0	316.0
DDR2_E9_STA100402	11164.0	10410.0	13583.0	11985.0	10569.0	7741.0	928.0	19616.0	17473.0	10669.0	9624.0	24269.0	19907.0	6304.0	20727.0	11666.0	17587.0	16991.0	13463.0	2220.0	9384.0	22743.0	12124.0	10703.0	6219.0	16953.0	11289.0	4026.0	3897.0	4399.0	286.0
DDR2_E9_STA100403	4409.0	5290.0	5351.0	4981.0	3635.0	4009.0	507.0	7354.0	8284.0	4439.0	4050.0	9925.0	8697.0	3469.0	7747.0	5643.0	7581.0	6981.0	5085.0	1321.0	4403.0	9586.0	5351.0	5335.0	3044.0	7299.0	5122.0	1843.0	1899.0	2221.0	247.0
DDR2_E10_STA100404	2000.0	2858.0	2972.0	2627.0	1630.0	1660.0	132.0	3524.0	3834.0	2704.0	2245.0	4964.0	5113.0	1418.0	5142.0	2944.0	4616.0	4661.0	2977.0	692.0	2888.0	5292.0	2127.0	2587.0	1908.0	5112.0	2194.0	1179.0	818.0	976.0	80.0
DDR2_E10_STA100405	5291.0	5713.0	5930.0	5957.0	4552.0	3903.0	416.0	8660.0	7346.0	5244.0	4661.0	12732.0	10431.0	3325.0	11234.0	6331.0	10991.0	9725.0	7358.0	1609.0	5564.0	10938.0	5803.0	5881.0	3732.0	10411.0	5759.0	2409.0	2186.0	2935.0	238.0
DDR2_E10_STA100406	12149.0	16778.0	17811.0	17550.0	13858.0	10634.0	968.0	25018.0	22630.0	14538.0	13324.0	27746.0	30220.0	7241.0	32762.0	18906.0	28728.0	24651.0	15775.0	3619.0	15682.0	36895.0	14877.0	15434.0	12413.0	26485.0	14902.0	7515.0	4225.0	6602.0	473.0
DDR2_E10_STA100407	6513.0	8973.0	9683.0	9360.0	7076.0	5346.0	500.0	13173.0	9764.0	7923.0	7298.0	15124.0	16769.0	3880.0	17576.0	9669.0	15687.0	13403.0	8401.0	1737.0	8607.0	18287.0	7249.0	8311.0	6670.0	14751.0	7875.0	4069.0	2155.0	3552.0	257.0
DDR2_E10_STA100408	7776.0	9305.0	10676.0	9963.0	7379.0	5135.0	506.0	14141.0	9165.0	8442.0	9088.0	15997.0	18720.0	3693.0	18912.0	9542.0	17327.0	15188.0	9244.0	1642.0	10007.0	18799.0	7896.0	9060.0	6964.0	17746.0	7998.0	4021.0	2586.0	3828.0	383.0
DDR2_E10_STA100409	10543.0	15183.0	14440.0	13039.0	10134.0	10523.0	1108.0	21001.0	21187.0	11919.0	10833.0	28923.0	20129.0	7839.0	22570.0	14673.0	20854.0	17740.0	11723.0	3049.0	11485.0	25127.0	12134.0	13216.0	8046.0	21240.0	13846.0	5086.0	3326.0	5348.0	470.0
DDR2_E11_STA100410	3388.0	4013.0	3715.0	3983.0	2872.0	2108.0	236.0	4808.0	6903.0	3916.0	4238.0	6375.0	7170.0	2514.0	7408.0	4469.0	6664.0	7294.0	3563.0	822.0	3757.0	8711.0	3748.0	4127.0	2684.0	5158.0	2998.0	2172.0	1212.0	1683.0	211.0
DDR2_E12_STA100411	6798.0	8641.0	7544.0	8204.0	6018.0	6007.0	474.0	10166.0	11687.0	7431.0	7946.0	15198.0	12473.0	5263.0	14527.0	8579.0	12941.0	13141.0	7303.0	1700.0	7634.0	15905.0	7017.0	7512.0	4707.0	12578.0	7938.0	3404.0	2521.0	2912.0	425.0
DDR2_E12_STA100412	914.0	1482.0	1242.0	1410.0	799.0	539.0	46.0	1124.0	1974.0	1133.0	1167.0	2149.0	2498.0	671.0	2169.0	1433.0	2054.0	2961.0	806.0	235.0	1457.0	2493.0	882.0	1084.0	912.0	2018.0	810.0	602.0	389.0	360.0	72.0
DDR2_E13_STA100413	7359.0	8502.0	10266.0	9086.0	6724.0	6212.0	722.0	15245.0	13699.0	7942.0	8564.0	19487.0	16390.0	5602.0	17537.0	9461.0	15979.0	13184.0	9535.0	1815.0	7571.0	17841.0	9889.0	9468.0	6084.0	13177.0	8143.0	3721.0	3020.0	3574.0	375.0
DDR2_E13_STA100414	5002.0	5601.0	6981.0	7589.0	5970.0	3846.0	516.0	10632.0	9479.0	5897.0	5241.0	12799.0	12300.0	3263.0	11997.0	6596.0	11086.0	9625.0	6773.0	1668.0	5730.0	14478.0	6765.0	6722.0	4538.0	5455.0	5597.0	2427.0	2096.0	2931.0	345.0
DDR2_E13_STA100415	7582.0	10706.0	11771.0	10558.0	8284.0	8003.0	860.0	16634.0	12257.0	9796.0	7528.0	18688.0	17410.0	5253.0	19228.0	11393.0	17122.0	12199.0	8298.0	1984.0	8591.0	21010.0	9829.0	9521.0	5853.0	16647.0	11592.0	4053.0	2957.0	3462.0	298.0
DDR2_E14_STA100416	5346.0	7254.0	8020.0	7051.0	6140.0	4868.0	363.0	10650.0	8535.0	6515.0	5876.0	12965.0	14154.0	3459.0	13807.0	7003.0	12893.0	10872.0	6223.0	1592.0	6777.0	14931.0	5218.0	6069.0	5187.0	11044.0	6553.0	3509.0	2146.0	2456.0	172.0
DDR2_E14_STA101731	16317.0	21943.0	25269.0	24448.0	18562.0	14564.0	968.0	39484.0	35885.0	21892.0	20043.0	48169.0	48660.0	11046.0	46568.0	22099.0	38745.0	32995.0	22427.0	4497.0	20155.0	43683.0	20920.0	24405.0	16589.0	29702.0	18279.0	8927.0	5059.0	8092.0	497.0
DDR2_E14_STA100418	17485.0	24563.0	24100.0	21424.0	16127.0	15793.0	1095.0	34225.0	37897.0	20577.0	19767.0	45070.0	37445.0	12264.0	44029.0	24747.0	37150.0	32906.0	21657.0	4593.0	20192.0	49984.0	19760.0	24170.0	13629.0	34295.0	23360.0	10383.0	6235.0	7678.0	874.0
DDR2_E14_STA100419	7909.0	11201.0	10984.0	10531.0	7775.0	6670.0	601.0	16145.0	17706.0	9995.0	9975.0	19471.0	18823.0	5936.0	21399.0	11470.0	17210.0	15736.0	10189.0	2117.0	9292.0	25330.0	10185.0	11377.0	6064.0	15229.0	9694.0	5348.0	2975.0	3629.0	360.0
DDR2_E15_STA100420	7728.0	8165.0	7837.0	8080.0	6228.0	4786.0	546.0	9304.0	11147.0	7817.0	7204.0	12577.0	13526.0	4954.0	14921.0	8762.0	12199.0	14168.0	9027.0	1535.0	7327.0	15024.0	8387.0	7263.0	5407.0	10317.0	7180.0	3876.0	2624.0	3403.0	392.0
DDR2_E15_STA100421	1961.0	2668.0	2322.0	2422.0	2023.0	1502.0	150.0	2865.0	4078.0	2054.0	2251.0	4345.0	4064.0	1496.0	4368.0	2490.0	3154.0	4479.0	2554.0	577.0	2075.0	4488.0	2378.0	2380.0	1580.0	3167.0	1952.0	1177.0	586.0	1137.0	72.0
DDR2_E16_STA100422	5859.0	6551.0	6290.0	6763.0	5232.0	3985.0	545.0	7991.0	8068.0	5759.0	6077.0	9329.0	10619.0	3895.0	11755.0	7115.0	10595.0	10641.0	6016.0	1256.0	5323.0	12578.0	7237.0	5988.0	4305.0	7575.0	5716.0	3029.0	2190.0	3154.0	373.0
DDR2_E16_STA100423	5586.0	5295.0	6325.0	6511.0	4554.0	2609.0	344.0	7548.0	9970.0	5245.0	5423.0	10170.0	10621.0	3242.0	11059.0	5459.0	9460.0	9616.0	5762.0	998.0	4586.0	12322.0	5882.0	6530.0	3708.0	6223.0	3743.0	2720.0	1727.0	3225.0	308.0
DDR2_E16_STA100424	11559.0	16310.0	13583.0	12519.0	10166.0	7904.0	891.0	17695.0	20204.0	13264.0	12359.0	21564.0	22375.0	7558.0	23401.0	13735.0	21985.0	23450.0	11718.0	3339.0	14159.0	28083.0	12973.0	13482.0	8871.0	19541.0	10336.0	7399.0	3238.0	5814.0	507.0
DDR2_E17_STA100425	4753.0	5456.0	4717.0	5078.0	4115.0	2525.0	370.0	4878.0	5759.0	4576.0	4477.0	5996.0	9238.0	2604.0	9518.0	5189.0	9609.0	8567.0	4879.0	930.0	3976.0	10630.0	5357.0	4511.0	3319.0	5942.0	3715.0	2597.0	1934.0	2265.0	192.0
DDR2_E17_STA100426	14628.0	19978.0	17081.0	17555.0	13974.0	11943.0	1121.0	26059.0	28106.0	17614.0	15020.0	28547.0	30514.0	9845.0	33676.0	18986.0	27403.0	29236.0	15556.0	3636.0	16953.0	37742.0	19140.0	18801.0	12237.0	29497.0	16797.0	9408.0	5479.0	7545.0	480.0
DDR2_E17_STA100427	21136.0	27298.0	25712.0	25505.0	18799.0	18643.0	2587.0	43829.0	40610.0	24867.0	20605.0	53421.0	39144.0	16324.0	43873.0	28448.0	37039.0	39872.0	26215.0	4920.0	21740.0	48421.0	27496.0	24743.0	16577.0	46512.0	26436.0	10812.0	7621.0	11675.0	505.0
DDR2_E18_STA100428	4997.0	6748.0	5778.0	6121.0	4224.0	4121.0	239.0	6883.0	8037.0	5722.0	5646.0	9811.0	9749.0	3338.0	10740.0	6437.0	10334.0	10376.0	5392.0	1420.0	5963.0	12274.0	5164.0	5689.0	4202.0	7426.0	5180.0	2839.0	1947.0	2794.0	384.0
DDR2_E18_STA100429	15881.0	18237.0	18495.0	20004.0	15124.0	11820.0	1242.0	23909.0	25874.0	17090.0	16377.0	28042.0	30507.0	9988.0	32412.0	18175.0	29288.0	29253.0	17216.0	3954.0	17333.0	38742.0	19580.0	17889.0	11954.0	21668.0	14072.0	8220.0	5980.0	7657.0	850.0
DDR2_E18_STA100430	9734.0	10949.0	12804.0	11663.0	9134.0	7352.0	789.0	15799.0	17166.0	9750.0	10465.0	19453.0	17206.0	6333.0	21427.0	11259.0	17712.0	15632.0	10154.0	2154.0	9570.0	21169.0	12906.0	10914.0	7147.0	13685.0	7985.0	4756.0	3663.0	5610.0	570.0
DDR2_E19_STA100431	7229.0	9238.0	8010.0	8765.0	6249.0	5302.0	444.0	8972.0	13387.0	7103.0	6371.0	11656.0	13816.0	4697.0	14309.0	8467.0	12999.0	13747.0	6782.0	1659.0	7801.0	17521.0	7744.0	8049.0	5195.0	10069.0	6652.0	4072.0	2661.0	3073.0	302.0
DDR2_E19_STA100432	18955.0	26547.0	26982.0	25486.0	18880.0	16668.0	1013.0	39987.0	38662.0	26432.0	21258.0	54030.0	43129.0	14891.0	43608.0	25830.0	36079.0	41486.0	20060.0	5994.0	27075.0	49644.0	24728.0	24030.0	17487.0	40310.0	22658.0	9928.0	5765.0	10109.0	1006.0
DDR2_E19_STA100433	6290.0	7451.0	7350.0	7678.0	6164.0	4757.0	477.0	10436.0	7303.0	7232.0	6170.0	12320.0	12564.0	3142.0	13854.0	7803.0	12450.0	10540.0	5621.0	1275.0	7302.0	12109.0	6024.0	6219.0	4744.0	13963.0	7515.0	3487.0	2697.0	3843.0	350.0
H3F3A_E2_STA100009	8656.0	11516.0	11873.0	13110.0	7694.0	6508.0	744.0	12052.0	15743.0	9736.0	8877.0	19717.0	19623.0	7085.0	19163.0	12135.0	17682.0	17209.0	8661.0	2904.0	12458.0	22053.0	10790.0	9210.0	7932.0	17780.0	8690.0	5065.0	3986.0	5430.0	1185.0
H3F3A_E2_STA101614	12784.0	13076.0	16642.0	16820.0	13170.0	10628.0	1338.0	26416.0	25336.0	13743.0	14535.0	34837.0	26986.0	10365.0	28748.0	18160.0	27037.0	23908.0	17014.0	3296.0	13283.0	32603.0	19848.0	14329.0	10768.0	25653.0	16374.0	6596.0	6713.0	9357.0	1608.0
H3F3A_E2_STA100011	4797.0	5808.0	6055.0	4678.0	4886.0	4770.0	609.0	8870.0	8983.0	5166.0	5786.0	12483.0	9807.0	4285.0	11210.0	8278.0	10249.0	9823.0	6798.0	1212.0	5500.0	11548.0	6906.0	5401.0	4275.0	10775.0	7098.0	2757.0	2480.0	3352.0	551.0
ALK_E29_STA100103	8859.0	8475.0	11895.0	9670.0	8607.0	11096.0	1603.0	17711.0	9632.0	4692.0	4616.0	12926.0	17456.0	6618.0	21248.0	16.0	42.0	6160.0	9054.0	18.0	43.0	18600.0	9552.0	9434.0	6264.0	11181.0	13426.0	3868.0	16.0	4291.0	215.0
ALK_E29_STA101368	7640.0	11056.0	11396.0	9720.0	7753.0	8592.0	1231.0	16147.0	13199.0	9224.0	9032.0	19545.0	18020.0	5362.0	22307.0	11571.0	21522.0	11667.0	8674.0	3143.0	10852.0	18901.0	8480.0	8701.0	5460.0	18218.0	11891.0	4074.0	3318.0	3456.0	446.0
ALK_E29_STA100104	6457.0	7377.0	10225.0	7825.0	6700.0	7304.0	1306.0	13720.0	9253.0	7974.0	8474.0	15838.0	18844.0	4443.0	19565.0	9252.0	18378.0	9123.0	7146.0	1771.0	8222.0	17014.0	7449.0	7556.0	4685.0	13552.0	8261.0	4076.0	2682.0	3089.0	520.0
ALK_E29_STA100105	10074.0	10391.0	17180.0	12796.0	6238.0	10190.0	827.0	11770.0	10829.0	9785.0	9182.0	20110.0	14476.0	3850.0	23691.0	14054.0	27968.0	15664.0	5793.0	3668.0	15739.0	15626.0	5652.0	6071.0	6835.0	21992.0	12041.0	3239.0	4224.0	2073.0	349.0
ALK_E29_STA100106	7203.0	12482.0	12224.0	9180.0	8193.0	9295.0	1045.0	16781.0	13602.0	9807.0	8590.0	19666.0	19514.0	5338.0	22965.0	10950.0	21549.0	12114.0	8287.0	2609.0	12207.0	20846.0	8329.0	9693.0	6873.0	18675.0	11701.0	4027.0	3405.0	3201.0	156.0
ALK_E29_STA100107	8590.0	10726.0	14687.0	12129.0	10847.0	10178.0	1157.0	18694.0	13724.0	9800.0	10968.0	20903.0	21448.0	5786.0	26450.0	10777.0	24730.0	12541.0	10320.0	2901.0	12611.0	24654.0	10035.0	9522.0	6813.0	15654.0	10935.0	5509.0	4016.0	3466.0	303.0
ALK_E29_STA100108	8451.0	11732.0	13806.0	12177.0	10937.0	11245.0	1228.0	19589.0	12896.0	10456.0	11124.0	19635.0	23492.0	5650.0	27895.0	12585.0	26935.0	12940.0	9851.0	2867.0	12788.0	25047.0	10506.0	10324.0	7521.0	17848.0	12420.0	5496.0	4188.0	3784.0	424.0
ALK_E29_STA100109	10970.0	11882.0	15156.0	11710.0	8475.0	9852.0	1308.0	15810.0	12130.0	11049.0	10423.0	19936.0	22649.0	5820.0	28402.0	13004.0	23952.0	16048.0	10056.0	2777.0	12281.0	19991.0	8525.0	9129.0	7613.0	21273.0	14324.0	5446.0	3583.0	4008.0	362.0
ALK_E29_STA101369	2569.0	2425.0	2960.0	2535.0	2180.0	1804.0	364.0	3634.0	2286.0	2451.0	2699.0	3844.0	5385.0	1452.0	5976.0	3250.0	5684.0	3173.0	2632.0	471.0	2551.0	4454.0	1987.0	2004.0	1753.0	4432.0	2632.0	1208.0	907.0	1246.0	164.0
ALK_E28_STA100110	11011.0	12164.0	12744.0	11423.0	9331.0	9400.0	1924.0	14041.0	13497.0	10957.0	9952.0	16813.0	19975.0	8936.0	21414.0	14064.0	21147.0	17275.0	13403.0	2856.0	11630.0	21013.0	12336.0	10536.0	7414.0	16549.0	11266.0	5228.0	4607.0	6135.0	666.0
ALK_E28_STA100111	7107.0	8042.0	7497.0	7335.0	6269.0	5766.0	933.0	9088.0	10281.0	6963.0	7743.0	10781.0	15231.0	5611.0	14790.0	7712.0	13748.0	13129.0	9561.0	2321.0	8190.0	14780.0	9004.0	7438.0	4662.0	9970.0	6530.0	4086.0	2930.0	3919.0	418.0
ALK_E28_STA100112	7639.0	8175.0	10657.0	9013.0	8487.0	5421.0	753.0	9108.0	7441.0	8419.0	9048.0	9246.0	16715.0	4582.0	17521.0	10346.0	18541.0	13648.0	8531.0	2132.0	9020.0	16407.0	8798.0	6986.0	5997.0	11742.0	6534.0	4324.0	4172.0	4408.0	362.0
ALK_E27_STA101615	3230.0	3277.0	4282.0	3625.0	3121.0	2361.0	430.0	4245.0	4681.0	3523.0	4026.0	5250.0	5694.0	2107.0	7712.0	4990.0	9200.0	4839.0	3697.0	1011.0	4313.0	6919.0	4225.0	2629.0	1816.0	4854.0	2486.0	1468.0	2066.0	1900.0	112.0
ALK_E27_STA100114	3485.0	4735.0	5330.0	4896.0	3255.0	2473.0	284.0	5438.0	4562.0	5118.0	4503.0	8286.0	10417.0	2429.0	9032.0	5091.0	8656.0	7717.0	3953.0	1107.0	5831.0	8391.0	3476.0	4121.0	3673.0	9136.0	2889.0	2542.0	1681.0	2105.0	72.0
ALK_E27_STA100115	5655.0	7365.0	7796.0	6421.0	5300.0	5266.0	727.0	10337.0	7123.0	7059.0	6213.0	10686.0	11948.0	4639.0	12784.0	7732.0	12553.0	9513.0	5135.0	1594.0	8215.0	12566.0	6728.0	5348.0	4048.0	12870.0	5985.0	3007.0	2575.0	2768.0	218.0
ALK_E26_STA100116	1917.0	1773.0	2282.0	1867.0	1680.0	1025.0	176.0	3024.0	2486.0	1696.0	1767.0	3137.0	3063.0	1002.0	4459.0	1987.0	4025.0	2515.0	2061.0	449.0	1803.0	4039.0	2631.0	1654.0	1093.0	2708.0	1466.0	973.0	793.0	884.0	76.0
ALK_E26_STA100117	5081.0	5156.0	6417.0	5771.0	4875.0	2928.0	511.0	8802.0	6838.0	5389.0	5725.0	9612.0	11439.0	3488.0	12031.0	5749.0	10904.0	8825.0	5326.0	1407.0	5274.0	11123.0	6649.0	5113.0	3538.0	9155.0	3857.0	2741.0	2103.0	2332.0	174.0
ALK_E25_STA100118	5344.0	7187.0	7137.0	6222.0	5409.0	5721.0	674.0	10175.0	8232.0	6151.0	6482.0	14212.0	13323.0	4318.0	13716.0	7766.0	14149.0	7854.0	5478.0	1381.0	7521.0	11708.0	5371.0	5481.0	3809.0	13068.0	7759.0	2932.0	1999.0	2283.0	240.0
ALK_E25_STA100119	2314.0	2682.0	1332.0	2490.0	2373.0	2384.0	417.0	3782.0	2354.0	2574.0	3031.0	4118.0	6193.0	1269.0	6594.0	3479.0	7018.0	3381.0	2596.0	614.0	2994.0	60.0	2182.0	2038.0	1553.0	5116.0	3270.0	1381.0	1102.0	1095.0	80.0
ALK_E24_STA100120	4124.0	5437.0	5868.0	5172.0	4283.0	5527.0	801.0	9200.0	5405.0	4703.0	4915.0	10633.0	9714.0	2669.0	11249.0	6952.0	14090.0	5203.0	3955.0	1233.0	5570.0	10099.0	4646.0	4244.0	3086.0	10685.0	7854.0	2479.0	1793.0	1722.0	207.0
ALK_E24_STA100121	6763.0	12500.0	12513.0	10622.0	9407.0	11078.0	1141.0	17806.0	11498.0	9044.0	9718.0	22210.0	22234.0	4699.0	24835.0	12667.0	24792.0	10718.0	7877.0	2180.0	13414.0	23158.0	6964.0	9844.0	7150.0	21858.0	14074.0	5185.0	3428.0	2943.0	244.0
ALK_E24_STA100122	2072.0	3832.0	3568.0	3182.0	2884.0	4238.0	534.0	5373.0	4020.0	2689.0	2913.0	8041.0	6352.0	1919.0	7283.0	3921.0	7931.0	3415.0	2761.0	821.0	3928.0	6437.0	2210.0	2860.0	2092.0	6311.0	5097.0	1422.0	1224.0	1007.0	80.0
ALK_E23_STA100123	1485.0	2356.0	2669.0	2267.0	2169.0	2109.0	238.0	3201.0	1664.0	1894.0	1448.0	2824.0	4442.0	854.0	4911.0	2589.0	5834.0	2304.0	1606.0	579.0	3090.0	4733.0	1594.0	1889.0	1206.0	4399.0	2495.0	1056.0	1065.0	603.0	92.0
ALK_E23_STA100124	3483.0	7493.0	6730.0	5197.0	4705.0	6030.0	629.0	10356.0	7470.0	5016.0	5002.0	12903.0	12230.0	3198.0	13445.0	6903.0	13072.0	6198.0	4687.0	1636.0	7991.0	12515.0	4392.0	6236.0	4014.0	10933.0	7036.0	2724.0	2159.0	1607.0	326.0
ALK_E22_STA100125	1003.0	2014.0	1782.0	1362.0	1187.0	1324.0	121.0	2348.0	1114.0	1293.0	1161.0	3202.0	3637.0	571.0	3137.0	1147.0	3777.0	1313.0	924.0	361.0	2300.0	3098.0	769.0	1357.0	1274.0	3456.0	1649.0	661.0	360.0	496.0	71.0
ALK_E21_STA100126	1911.0	2848.0	3858.0	3019.0	2776.0	2453.0	264.0	5921.0	3503.0	2293.0	2479.0	6542.0	6244.0	1147.0	8406.0	3461.0	7409.0	2841.0	2641.0	860.0	3524.0	7073.0	2785.0	3121.0	1995.0	4852.0	3094.0	1560.0	971.0	863.0	103.0
ALK_E20_STA101611	1163.0	1331.0	1905.0	1495.0	1634.0	945.0	123.0	2965.0	1731.0	1268.0	1515.0	4161.0	3834.0	844.0	4085.0	2002.0	4616.0	1554.0	1409.0	615.0	2246.0	3508.0	1097.0	1476.0	1078.0	2762.0	1286.0	743.0	675.0	405.0	112.0
ALK_E20_STA100128	4291.0	7734.0	11351.0	9272.0	5033.0	9671.0	811.0	11740.0	6658.0	6180.0	7830.0	20903.0	21820.0	3575.0	26445.0	11654.0	22304.0	7734.0	6127.0	3044.0	11861.0	23780.0	5236.0	6915.0	5336.0	15547.0	11389.0	3384.0	3305.0	2248.0	509.0
ALK_E20_STA100129	10676.0	21697.0	20942.0	17595.0	15412.0	21766.0	1835.0	32668.0	20058.0	15936.0	13784.0	40927.0	38370.0	9627.0	44964.0	22663.0	44775.0	15154.0	15012.0	4690.0	23442.0	40870.0	13531.0	18020.0	13015.0	39019.0	24004.0	7968.0	6671.0	4767.0	673.0
ALK_E20_STA100130	4730.0	9199.0	8766.0	6623.0	6791.0	7526.0	865.0	12070.0	8453.0	6131.0	5941.0	17681.0	16208.0	4149.0	16766.0	8697.0	18090.0	6842.0	6757.0	2008.0	10198.0	15183.0	4591.0	7452.0	5729.0	16057.0	9511.0	3258.0	2396.0	2086.0	527.0
ALK_E19_STA101370	4899.0	11150.0	9390.0	8637.0	6962.0	10798.0	927.0	15903.0	8500.0	6090.0	6504.0	15921.0	15090.0	4149.0	21910.0	10454.0	22451.0	5361.0	6073.0	1999.0	10747.0	17705.0	5762.0	7439.0	5616.0	15555.0	13715.0	3674.0	3272.0	2652.0	592.0
ALK_E18_STA101371	1817.0	4175.0	3238.0	2483.0	2450.0	2912.0	348.0	4656.0	3378.0	2353.0	3050.0	8021.0	6424.0	1441.0	7616.0	3531.0	7937.0	2539.0	1722.0	1317.0	4556.0	5970.0	1692.0	3065.0	1854.0	7739.0	4478.0	1324.0	1033.0	1179.0	139.0
ALK_E17_STA101372	5070.0	10139.0	8743.0	8219.0	6807.0	7548.0	799.0	13691.0	7437.0	6320.0	6876.0	16023.0	16750.0	4024.0	20276.0	8831.0	24303.0	5277.0	5464.0	2415.0	10972.0	17427.0	5020.0	7320.0	5540.0	16755.0	10443.0	3411.0	2807.0	2733.0	494.0
ALK_E15_STA101374	3104.0	4453.0	4865.0	3831.0	3841.0	5308.0	613.0	7779.0	5185.0	3627.0	3816.0	9684.0	9947.0	1805.0	12036.0	5072.0	14042.0	3660.0	3627.0	1417.0	6773.0	12459.0	2870.0	4524.0	2568.0	6549.0	6165.0	1489.0	1745.0	1300.0	263.0
ALK_E14_STA101375	1373.0	2632.0	2323.0	1981.0	1513.0	1906.0	230.0	2991.0	2426.0	1415.0	1735.0	4204.0	3948.0	964.0	4485.0	2472.0	4918.0	2252.0	1468.0	566.0	2414.0	4009.0	1535.0	1793.0	1224.0	3619.0	2437.0	955.0	724.0	762.0	146.0
ALK_E13_STA101376	556.0	897.0	1087.0	887.0	924.0	504.0	73.0	1050.0	595.0	803.0	821.0	1233.0	2746.0	258.0	2953.0	881.0	2493.0	1237.0	599.0	235.0	1133.0	2218.0	446.0	801.0	521.0	1735.0	802.0	500.0	295.0	293.0	55.0
ALK_E12_STA101377	401.0	739.0	889.0	844.0	671.0	556.0	86.0	1239.0	770.0	546.0	728.0	1597.0	1789.0	245.0	2020.0	631.0	2046.0	524.0	594.0	206.0	904.0	1584.0	360.0	644.0	409.0	1344.0	698.0	331.0	279.0	229.0	44.0
ALK_E11_STA101378	7710.0	12773.0	11546.0	9649.0	8343.0	10112.0	1148.0	17006.0	12601.0	9941.0	9037.0	19863.0	19486.0	5758.0	24435.0	13280.0	22740.0	10545.0	9136.0	3267.0	12462.0	21789.0	8983.0	10552.0	6594.0	20643.0	12101.0	4244.0	4114.0	4339.0	541.0
ALK_E10_STA101379	14832.0	28523.0	28518.0	23856.0	19802.0	20809.0	2442.0	37099.0	25934.0	22459.0	17866.0	46218.0	50456.0	10288.0	52794.0	26500.0	48774.0	23002.0	17012.0	5912.0	33368.0	52584.0	16552.0	23089.0	15360.0	43394.0	26972.0	12561.0	6584.0	7760.0	944.0
ALK_E9_STA101380	500.0	941.0	912.0	578.0	465.0	530.0	38.0	839.0	725.0	891.0	730.0	1338.0	1822.0	279.0	1581.0	661.0	1763.0	1329.0	610.0	247.0	935.0	1388.0	387.0	714.0	561.0	1629.0	703.0	492.0	222.0	254.0	26.0
ALK_E8_STA101381	6545.0	8107.0	10972.0	8564.0	8568.0	7810.0	1171.0	14435.0	9218.0	7489.0	7661.0	13775.0	15503.0	3950.0	18645.0	8928.0	17821.0	8982.0	7832.0	1285.0	8951.0	16740.0	9222.0	7443.0	4892.0	13259.0	8138.0	3638.0	3503.0	3202.0	359.0
ALK_E7_STA101382	9865.0	16368.0	16709.0	13642.0	12472.0	13147.0	1516.0	25785.0	17622.0	12448.0	12588.0	28245.0	30627.0	7756.0	30523.0	17167.0	29045.0	15642.0	13969.0	4346.0	17222.0	29676.0	13019.0	13171.0	9395.0	26456.0	16062.0	7292.0	5114.0	4983.0	356.0
